"",BBK01.TUD422,BBK01.TUD422_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in other member states /  General government / Loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:08,
1979-12,828,
1980-01,814,
1980-02,824,
1980-03,873,
1980-04,889,
1980-05,885,
1980-06,879,
1980-07,868,
1980-08,887,
1980-09,886,
1980-10,929,
1980-11,967,
1980-12,955,
1981-01,960,
1981-02,960,
1981-03,985,
1981-04,968,
1981-05,1012,
1981-06,1011,
1981-07,1029,
1981-08,1038,
1981-09,1015,
1981-10,1041,
1981-11,1071,
1981-12,1098,
1982-01,1063,
1982-02,1082,
1982-03,1081,
1982-04,1061,
1982-05,1072,
1982-06,1078,
1982-07,1073,
1982-08,1080,
1982-09,1095,
1982-10,1102,
1982-11,1119,
1982-12,1128,
1983-01,1095,
1983-02,1086,
1983-03,1066,
1983-04,1070,
1983-05,1084,
1983-06,1123,
1983-07,1101,
1983-08,1097,
1983-09,1121,
1983-10,1129,
1983-11,1155,
1983-12,1188,
1984-01,1167,
1984-02,1173,
1984-03,1171,
1984-04,1161,
1984-05,1180,
1984-06,1188,
1984-07,1184,
1984-08,1188,
1984-09,1260,
1984-10,1282,
1984-11,1316,
1984-12,1388,
1985-01,1370,
1985-02,1442,
1985-03,1408,
1985-04,1396,
1985-05,1387,
1985-06,1457,
1985-07,1418,
1985-08,1428,
1985-09,1432,
1985-10,1460,
1985-11,1491,
1985-12,1615,
1986-01,1597,
1986-02,1663,
1986-03,1685,
1986-04,1679,
1986-05,1729,
1986-06,1758,
1986-07,1728,
1986-08,1795,
1986-09,1893,
1986-10,1886,
1986-11,1980,
1986-12,2005,
1987-01,1993,
1987-02,2021,
1987-03,2084,
1987-04,2095,
1987-05,2153,
1987-06,2208,
1987-07,2179,
1987-08,2184,
1987-09,2187,
1987-10,2171,
1987-11,2146,
1987-12,2132,
1988-01,2113,
1988-02,2138,
1988-03,2119,
1988-04,2091,
1988-05,2121,
1988-06,2217,
1988-07,2254,
1988-08,2304,
1988-09,2357,
1988-10,2354,
1988-11,2366,
1988-12,2363,
1989-01,2305,
1989-02,2278,
1989-03,2318,
1989-04,2363,
1989-05,2474,
1989-06,2543,
1989-07,2539,
1989-08,2590,
1989-09,2623,
1989-10,2643,
1989-11,2817,
1989-12,2867,
1990-01,2849,
1990-02,2895,
1990-03,2887,
1990-04,2914,
1990-05,2955,
1990-06,3164,
1990-07,3193,
1990-08,3200,
1990-09,3270,
1990-10,3204,
1990-11,3288,
1990-12,3378,
1991-01,3326,
1991-02,3453,
1991-03,3463,
1991-04,3347,
1991-05,3309,
1991-06,3385,
1991-07,3281,
1991-08,3313,
1991-09,3300,
1991-10,3327,
1991-11,3411,
1991-12,3425,
1992-01,3414,
1992-02,3396,
1992-03,3401,
1992-04,3381,
1992-05,3342,
1992-06,3257,
1992-07,3250,
1992-08,3263,
1992-09,3267,
1992-10,3426,
1992-11,3489,
1992-12,3414,
1993-01,3359,
1993-02,3496,
1993-03,3582,
1993-04,3585,
1993-05,3636,
1993-06,3880,
1993-07,3889,
1993-08,3670,
1993-09,3801,
1993-10,3855,
1993-11,4009,
1993-12,4271,
1994-01,4358,
1994-02,4318,
1994-03,4253,
1994-04,4112,
1994-05,4032,
1994-06,3999,
1994-07,3913,
1994-08,3965,
1994-09,3977,
1994-10,4096,
1994-11,4246,
1994-12,4255,
1995-01,4654,
1995-02,4927,
1995-03,4963,
1995-04,4700,
1995-05,4733,
1995-06,4685,
1995-07,4647,
1995-08,4679,
1995-09,4752,
1995-10,4816,
1995-11,4999,
1995-12,5766,
1996-01,5682,
1996-02,5884,
1996-03,7226,
1996-04,7332,
1996-05,7501,
1996-06,7635,
1996-07,7698,
1996-08,7725,
1996-09,7794,
1996-10,7916,
1996-11,8047,
1996-12,8806,
1997-01,8965,
1997-02,9132,
1997-03,9080,
1997-04,9148,
1997-05,9173,
1997-06,9538,
1997-07,9750,
1997-08,9583,
1997-09,9605,
1997-10,9546,
1997-11,9714,
1997-12,11939,
1998-01,13442,
1998-02,13327,
1998-03,13471,
1998-04,13392,
1998-05,13609,
1998-06,13773,
1998-07,13955,
1998-08,14828,
1998-09,13954,
1998-10,14117,
1998-11,14223,
1998-12,18200,
1999-01,18225,
1999-02,18067,
1999-03,18419,
1999-04,18628,
1999-05,18802,
1999-06,20242,
1999-07,19961,
1999-08,20020,
1999-09,20003,
1999-10,20066,
1999-11,20803,
1999-12,20727,
2000-01,20702,
2000-02,20786,
2000-03,20561,
2000-04,20682,
2000-05,20814,
2000-06,20575,
2000-07,19739,
2000-08,19908,
2000-09,20034,
2000-10,20079,
2000-11,20167,
2000-12,19989,
2001-01,26265,
2001-02,23746,
2001-03,24105,
2001-04,23965,
2001-05,24276,
2001-06,24457,
2001-07,24035,
2001-08,24083,
2001-09,23781,
2001-10,24110,
2001-11,24751,
2001-12,26191,
2002-01,25692,
2002-02,25760,
2002-03,26728,
2002-04,26373,
2002-05,25960,
2002-06,25973,
2002-07,26462,
2002-08,26864,
2002-09,27244,
2002-10,27604,
2002-11,27986,
2002-12,25508,
2003-01,26488,
2003-02,26173,
2003-03,26198,
2003-04,25151,
2003-05,26455,
2003-06,24646,
2003-07,24928,
2003-08,24112,
2003-09,23415,
2003-10,25082,
2003-11,25553,
