"",BBNZ1.Q.DE.N.G.0026.A,BBNZ1.Q.DE.N.G.0026.A_FLAGS
"",Germany / National accounts / Overall economy / Entrepreneurial and property income,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:53,
1991-01,96.569,
1991-04,95.471,
1991-07,95.873,
1991-10,79.329,
1992-01,100.979,
1992-04,98.249,
1992-07,97.390,
1992-10,78.805,
1993-01,95.730,
1993-04,98.487,
1993-07,100.707,
1993-10,78.768,
1994-01,97.847,
1994-04,103.108,
1994-07,107.133,
1994-10,89.335,
1995-01,106.092,
1995-04,108.485,
1995-07,110.929,
1995-10,89.978,
1996-01,104.887,
1996-04,110.288,
1996-07,113.669,
1996-10,96.577,
1997-01,102.903,
1997-04,117.481,
1997-07,121.687,
1997-10,101.427,
1998-01,117.433,
1998-04,112.612,
1998-07,122.108,
1998-10,98.656,
1999-01,112.745,
1999-04,112.215,
1999-07,119.130,
1999-10,96.081,
2000-01,118.345,
2000-04,109.797,
2000-07,114.261,
2000-10,90.917,
2001-01,119.897,
2001-04,114.038,
2001-07,124.064,
2001-10,100.300,
2002-01,117.124,
2002-04,116.358,
2002-07,129.000,
2002-10,99.105,
2003-01,118.982,
2003-04,112.990,
2003-07,132.584,
2003-10,102.461,
2004-01,136.124,
2004-04,137.130,
2004-07,148.919,
2004-10,121.656,
2005-01,139.314,
2005-04,145.240,
2005-07,156.586,
2005-10,130.348,
2006-01,162.970,
2006-04,156.072,
2006-07,174.346,
2006-10,153.302,
2007-01,179.211,
2007-04,160.726,
2007-07,186.611,
2007-10,159.880,
2008-01,179.295,
2008-04,165.001,
2008-07,179.827,
2008-10,134.019,
2009-01,144.784,
2009-04,129.509,
2009-07,162.922,
2009-10,137.756,
2010-01,162.414,
2010-04,147.988,
2010-07,176.823,
2010-10,151.941,
2011-01,183.060,
2011-04,158.202,
2011-07,191.207,
2011-10,156.200,
2012-01,184.911,
2012-04,152.681,
2012-07,182.710,
2012-10,145.370,
2013-01,174.669,
2013-04,159.919,
2013-07,185.172,
2013-10,151.863,
2014-01,187.352,
2014-04,159.489,
2014-07,191.838,
2014-10,153.174,
