"",BBK01.OUC215,BBK01.OUC215_FLAGS
"",Time deposits of local government and local government associations / for up and including 1 year / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:26,
1968-12,0.314,
1969-01,0.229,
1969-02,0.253,
1969-03,0.244,
1969-04,0.233,
1969-05,0.260,
1969-06,0.224,
1969-07,0.220,
1969-08,0.271,
1969-09,0.249,
1969-10,0.257,
1969-11,0.306,
1969-12,0.401,
1970-01,0.369,
1970-02,0.437,
1970-03,0.410,
1970-04,0.397,
1970-05,0.452,
1970-06,0.405,
1970-07,0.376,
1970-08,0.424,
1970-09,0.386,
1970-10,0.336,
1970-11,0.353,
1970-12,0.309,
1971-01,0.271,
1971-02,0.355,
1971-03,0.310,
1971-04,0.313,
1971-05,0.339,
1971-06,0.285,
1971-07,0.276,
1971-08,0.324,
1971-09,0.300,
1971-10,0.275,
1971-11,0.318,
1971-12,0.282,
1972-01,0.233,
1972-02,0.296,
1972-03,0.251,
1972-04,0.247,
1972-05,0.317,
1972-06,0.286,
1972-07,0.256,
1972-08,0.327,
1972-09,0.295,
1972-10,0.280,
1972-11,0.337,
1972-12,0.360,
1973-01,0.345,
1973-02,0.435,
1973-03,0.370,
1973-04,0.327,
1973-05,0.399,
1973-06,0.334,
1973-07,0.350,
1973-08,0.547,
1973-09,0.499,
1973-10,0.436,
1973-11,0.455,
1973-12,0.444,
1974-01,0.427,
1974-02,0.444,
1974-03,0.387,
1974-04,0.343,
1974-05,0.331,
1974-06,0.292,
1974-07,0.253,
1974-08,0.283,
1974-09,0.255,
1974-10,0.253,
1974-11,0.276,
1974-12,0.233,
1975-01,0.316,
1975-02,0.309,
1975-03,0.294,
1975-04,0.145,
1975-05,0.181,
1975-06,0.162,
1975-07,0.171,
1975-08,0.233,
1975-09,0.207,
1975-10,0.215,
1975-11,0.227,
1975-12,0.205,
1976-01,0.173,
1976-02,0.239,
1976-03,0.196,
1976-04,0.165,
1976-05,0.182,
1976-06,0.161,
1976-07,0.167,
1976-08,0.240,
1976-09,0.238,
1976-10,0.212,
1976-11,0.202,
1976-12,0.235,
1977-01,0.189,
1977-02,0.241,
1977-03,0.226,
1977-04,0.198,
1977-05,0.228,
1977-06,0.214,
1977-07,0.190,
1977-08,0.311,
1977-09,0.316,
1977-10,0.289,
1977-11,0.335,
1977-12,0.284,
1978-01,0.207,
1978-02,0.222,
1978-03,0.202,
1978-04,0.196,
1978-05,0.230,
1978-06,0.209,
1978-07,0.284,
1978-08,0.283,
1978-09,0.271,
1978-10,0.249,
1978-11,0.291,
1978-12,0.236,
1979-01,0.168,
1979-02,0.198,
1979-03,0.199,
1979-04,0.199,
1979-05,0.294,
1979-06,0.245,
1979-07,0.240,
1979-08,0.353,
1979-09,0.275,
1979-10,0.229,
1979-11,0.279,
1979-12,0.247,
1980-01,0.234,
1980-02,0.310,
1980-03,0.204,
1980-04,0.180,
1980-05,0.248,
1980-06,0.186,
1980-07,0.156,
1980-08,0.221,
1980-09,0.174,
1980-10,0.146,
1980-11,0.217,
1980-12,0.186,
1981-01,0.137,
1981-02,0.190,
1981-03,0.209,
1981-04,0.205,
1981-05,0.216,
1981-06,0.207,
1981-07,0.166,
1981-08,0.270,
1981-09,0.208,
1981-10,0.184,
1981-11,0.178,
1981-12,0.138,
1982-01,0.112,
1982-02,0.177,
1982-03,0.127,
1982-04,0.120,
1982-05,0.144,
1982-06,0.110,
1982-07,0.112,
1982-08,0.160,
1982-09,0.126,
1982-10,0.092,
1982-11,0.111,
1982-12,0.100,
1983-01,0.086,
1983-02,0.114,
1983-03,0.090,
1983-04,0.086,
1983-05,0.094,
1983-06,0.091,
1983-07,0.087,
1983-08,0.120,
1983-09,0.102,
1983-10,0.093,
1983-11,0.147,
1983-12,0.108,
1984-01,0.098,
1984-02,0.179,
1984-03,0.127,
1984-04,0.113,
1984-05,0.142,
1984-06,0.143,
1984-07,0.129,
1984-08,0.243,
1984-09,0.208,
1984-10,0.195,
1984-11,0.188,
1984-12,0.192,
1985-01,0.170,
1985-02,0.251,
1985-03,0.176,
1985-04,0.161,
1985-05,0.265,
