"",BBDE1.M.DE.Y.AEB1.N2C250000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C250000.F.V.I10.A_FLAGS
"","Orders received from the domestic market / At current prices / Germany / 25 Manufacture of fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:45,
1991-01,75.8,
1991-02,76.8,
1991-03,75.3,
1991-04,74.7,
1991-05,74.6,
1991-06,75.3,
1991-07,74.6,
1991-08,73.9,
1991-09,74.7,
1991-10,74.9,
1991-11,76.8,
1991-12,77.7,
1992-01,80.6,
1992-02,81.7,
1992-03,78.1,
1992-04,79.0,
1992-05,77.0,
1992-06,74.7,
1992-07,73.6,
1992-08,75.2,
1992-09,73.3,
1992-10,71.2,
1992-11,70.4,
1992-12,71.2,
1993-01,70.8,
1993-02,70.1,
1993-03,68.6,
1993-04,68.0,
1993-05,70.1,
1993-06,66.7,
1993-07,66.9,
1993-08,67.5,
1993-09,68.6,
1993-10,70.1,
1993-11,70.5,
1993-12,71.1,
1994-01,68.8,
1994-02,70.0,
1994-03,69.9,
1994-04,74.3,
1994-05,73.5,
1994-06,73.9,
1994-07,72.9,
1994-08,75.2,
1994-09,77.4,
1994-10,76.6,
1994-11,76.8,
1994-12,78.9,
1995-01,74.8,
1995-02,78.0,
1995-03,78.5,
1995-04,77.0,
1995-05,76.4,
1995-06,76.0,
1995-07,75.3,
1995-08,75.6,
1995-09,76.0,
1995-10,75.3,
1995-11,74.7,
1995-12,75.1,
1996-01,74.1,
1996-02,71.4,
1996-03,71.7,
1996-04,72.8,
1996-05,73.9,
1996-06,73.3,
1996-07,73.0,
1996-08,73.3,
1996-09,74.5,
1996-10,72.7,
1996-11,73.0,
1996-12,75.2,
1997-01,71.6,
1997-02,72.0,
1997-03,74.0,
1997-04,73.0,
1997-05,73.9,
1997-06,75.5,
1997-07,77.6,
1997-08,75.4,
1997-09,75.6,
1997-10,77.6,
1997-11,79.0,
1997-12,76.0,
1998-01,79.3,
1998-02,78.8,
1998-03,82.5,
1998-04,85.6,
1998-05,80.2,
1998-06,81.7,
1998-07,78.1,
1998-08,80.5,
1998-09,77.1,
1998-10,78.5,
1998-11,77.7,
1998-12,77.2,
1999-01,79.2,
1999-02,77.3,
1999-03,77.2,
1999-04,77.6,
1999-05,78.0,
1999-06,77.7,
1999-07,78.8,
1999-08,79.6,
1999-09,79.8,
1999-10,79.8,
1999-11,80.7,
1999-12,82.3,
2000-01,81.6,
2000-02,84.2,
2000-03,81.7,
2000-04,83.1,
2000-05,87.7,
2000-06,82.6,
2000-07,84.7,
2000-08,84.9,
2000-09,85.5,
2000-10,85.3,
2000-11,84.9,
2000-12,86.4,
2001-01,88.0,
2001-02,88.0,
2001-03,85.1,
2001-04,83.1,
2001-05,84.3,
2001-06,84.3,
2001-07,82.7,
2001-08,82.5,
2001-09,84.6,
2001-10,80.9,
2001-11,79.3,
2001-12,82.6,
2002-01,81.5,
2002-02,83.0,
2002-03,80.6,
2002-04,81.6,
2002-05,80.2,
2002-06,80.5,
2002-07,82.0,
2002-08,80.6,
2002-09,86.8,
2002-10,80.6,
2002-11,81.9,
2002-12,83.9,
2003-01,79.9,
2003-02,80.6,
2003-03,80.9,
2003-04,80.4,
2003-05,79.7,
2003-06,81.3,
2003-07,81.5,
2003-08,79.7,
2003-09,80.3,
2003-10,83.8,
2003-11,82.6,
2003-12,83.1,
2004-01,83.4,
2004-02,82.8,
2004-03,85.4,
2004-04,86.7,
2004-05,85.6,
2004-06,86.0,
2004-07,86.0,
2004-08,86.0,
2004-09,86.4,
2004-10,90.6,
2004-11,85.1,
2004-12,91.7,
2005-01,87.1,
2005-02,85.0,
2005-03,86.0,
2005-04,84.8,
2005-05,86.2,
2005-06,89.3,
2005-07,88.8,
2005-08,88.7,
2005-09,91.7,
2005-10,91.3,
2005-11,91.1,
2005-12,92.1,
2006-01,93.8,
2006-02,91.2,
2006-03,93.0,
2006-04,96.3,
2006-05,96.6,
2006-06,96.1,
2006-07,98.4,
2006-08,101.6,
2006-09,102.9,
2006-10,105.0,
2006-11,106.6,
2006-12,111.0,
2007-01,107.6,
2007-02,108.9,
2007-03,108.8,
2007-04,107.5,
2007-05,111.2,
2007-06,105.6,
2007-07,110.0,
2007-08,111.1,
2007-09,106.7,
2007-10,111.7,
2007-11,112.1,
2007-12,113.3,
2008-01,113.2,
2008-02,115.3,
2008-03,114.1,
2008-04,117.0,
2008-05,115.5,
2008-06,116.4,
2008-07,113.8,
2008-08,116.2,
2008-09,108.6,
2008-10,101.3,
2008-11,93.5,
2008-12,86.0,
2009-01,84.5,
2009-02,79.2,
2009-03,81.2,
2009-04,79.4,
2009-05,79.6,
2009-06,80.5,
2009-07,82.6,
2009-08,89.4,
