"",BBK01.CEF006,BBK01.CEF006_FLAGS
"",Total assets                debtor: Total           creditor: Other deposit-taking corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:31:35,
1999-01,5972.0,
1999-04,6112.1,
1999-07,6168.8,
1999-10,6438.6,
2000-01,6528.1,
2000-04,6589.8,
2000-07,6692.7,
2000-10,6830.5,
2001-01,7022.1,
2001-04,7056.9,
2001-07,7120.6,
2001-10,7276.7,
2002-01,7265.9,
2002-04,7278.4,
2002-07,7386.1,
2002-10,7467.6,
2003-01,7586.2,
2003-04,7714.3,
2003-07,7539.8,
2003-10,7499.5,
2004-01,7747.6,
2004-04,7676.5,
2004-07,7739.3,
2004-10,7839.0,
2005-01,7982.7,
2005-04,8178.5,
2005-07,8259.8,
2005-10,8251.7,
2006-01,8284.2,
2006-04,8337.4,
2006-07,8352.0,
2006-10,8441.7,
2007-01,8613.4,
2007-04,8763.4,
2007-07,8935.8,
2007-10,9117.6,
2008-01,9412.4,
2008-04,9326.9,
2008-07,9709.2,
2008-10,9892.7,
2009-01,9868.3,
2009-04,9122.1,
2009-07,8921.0,
2009-10,8777.2,
2010-01,8891.4,
2010-04,9385.7,
2010-07,9037.4,
2010-10,8470.5,
2011-01,8087.5,
2011-04,8035.6,
2011-07,8718.8,
2011-10,8669.5,
2012-01,8834.9,
2012-04,8981.8,
2012-07,8891.5,
2012-10,8576.0,
2013-01,8397.4,
2013-04,8141.5,
2013-07,8034.5,
2013-10,7869.1,
2014-01,7854.2,
2014-04,7961.7,
2014-07,8132.1,
