"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Other investment / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:58,
1991-01,3375.613,
1991-02,7785.084,
1991-03,2173.787,
1991-04,-6550.304,
1991-05,-5073.045,
1991-06,6413.929,
1991-07,-5770.326,
1991-08,1239.590,
1991-09,1640.804,
1991-10,9756.203,
1991-11,5752.229,
1991-12,-1526.113,
1992-01,-517.728,
1992-02,-4767.467,
1992-03,-910.541,
1992-04,-2917.276,
1992-05,-1235.786,
1992-06,-2616.971,
1992-07,553.847,
1992-08,-1377.514,
1992-09,-3404.749,
1992-10,18411.792,
1992-11,1797.522,
1992-12,2076.448,
1993-01,971.170,
1993-02,14373.625,
1993-03,13658.396,
1993-04,-1207.769,
1993-05,5328.219,
1993-06,17520.328,
1993-07,-547.721,
1993-08,-16337.767,
1993-09,19844.223,
1993-10,11384.369,
1993-11,14533.354,
1993-12,32169.856,
1994-01,-782.988,
1994-02,-6860.407,
1994-03,-8996.970,
1994-04,-6263.983,
1994-05,-844.006,
1994-06,-7371.846,
1994-07,-1033.195,
1994-08,717.346,
1994-09,1873.391,
1994-10,3099.941,
1994-11,10337.762,
1994-12,14354.212,
1995-01,-4070.836,
1995-02,8388.500,
1995-03,4913.593,
1995-04,5944.688,
1995-05,9748.359,
1995-06,8706.091,
1995-07,-1745.046,
1995-08,5249.323,
1995-09,5537.491,
1995-10,-1650.110,
1995-11,8773.986,
1995-12,-4531.569,
1996-01,-8774.041,
1996-02,4040.854,
1996-03,1791.964,
1996-04,-5159.140,
1996-05,8619.734,
1996-06,3521.873,
1996-07,-5622.901,
1996-08,840.422,
1996-09,872.096,
1996-10,-4329.420,
1996-11,20825.149,
1996-12,15146.070,
1997-01,1464.269,
1997-02,12498.074,
1997-03,8507.078,
1997-04,3076.922,
1997-05,-4868.088,
1997-06,15944.974,
1997-07,3752.329,
1997-08,-6427.397,
1997-09,3605.889,
1997-10,11430.492,
1997-11,16964.425,
1997-12,7453.347,
1998-01,8367.412,
1998-02,8023.146,
1998-03,6945.087,
1998-04,10060.813,
1998-05,7663.410,
1998-06,5780.467,
1998-07,-9315.075,
1998-08,17070.615,
1998-09,2417.191,
1998-10,5816.828,
1998-11,16569.790,
1998-12,-2561.833,
1999-01,102455.959,
1999-02,-52300.964,
1999-03,-11294.928,
1999-04,8184.866,
1999-05,-21078.030,
1999-06,4938.959,
1999-07,3573.941,
1999-08,19901.589,
1999-09,7374.208,
1999-10,546.893,
1999-11,51697.184,
1999-12,-46683.611,
2000-01,8011.155,
2000-02,16920.735,
2000-03,6315.405,
2000-04,14113.085,
2000-05,-6363.239,
2000-06,9595.216,
2000-07,-23074.375,
2000-08,20427.949,
2000-09,30121.200,
2000-10,12821.314,
2000-11,-9142.759,
2000-12,6416.393,
2001-01,7935.301,
2001-02,29312.637,
2001-03,44878.335,
2001-04,3768.478,
2001-05,-14370.181,
2001-06,1059.251,
2001-07,-12038.730,
2001-08,26039.771,
2001-09,32608.965,
2001-10,14908.255,
2001-11,27088.319,
2001-12,-45390.472,
2002-01,15018.626,
2002-02,-19875.883,
2002-03,29945.307,
2002-04,32805.061,
2002-05,36719.593,
2002-06,-11598.409,
2002-07,13159.844,
2002-08,15956.944,
2002-09,37812.656,
2002-10,24024.505,
2002-11,34665.906,
2002-12,-38980.714,
2003-01,20194.608,
2003-02,42425.094,
2003-03,29329.225,
2003-04,28711.878,
2003-05,14479.452,
2003-06,10733.617,
2003-07,-308.952,
2003-08,-20184.677,
2003-09,19326.562,
2003-10,7418.321,
2003-11,8590.537,
2003-12,298.147,
2004-01,24055.316,
2004-02,11562.215,
2004-03,25496.608,
2004-04,18878.366,
2004-05,-21433.838,
2004-06,-23040.196,
2004-07,2659.304,
2004-08,21343.824,
2004-09,53715.889,
2004-10,-1864.169,
2004-11,55471.334,
2004-12,-18671.915,
2005-01,32392.493,
2005-02,25819.105,
2005-03,14317.252,
2005-04,54053.280,
2005-05,110.990,
2005-06,-20021.396,
2005-07,20224.758,
2005-08,-14063.894,
2005-09,27240.077,
2005-10,30529.239,
2005-11,16517.872,
2005-12,-60677.938,
2006-01,30113.139,
2006-02,18250.742,
2006-03,38972.600,
2006-04,5428.471,
2006-05,30820.570,
2006-06,21598.432,
2006-07,-22484.079,
2006-08,29630.644,
2006-09,20773.823,
2006-10,-2172.196,
2006-11,29610.358,
2006-12,4656.550,
2007-01,14364.481,
2007-02,44428.210,
2007-03,14233.111,
2007-04,42900.439,
2007-05,34109.381,
2007-06,44320.271,
2007-07,-11495.388,
2007-08,37313.150,
2007-09,66790.176,
2007-10,28301.789,
2007-11,62606.077,
2007-12,-38257.130,
2008-01,69251.547,
2008-02,34200.208,
2008-03,30816.789,
2008-04,14570.220,
2008-05,-8617.147,
2008-06,-9888.461,
2008-07,-17645.604,
2008-08,10181.865,
