"",BBK01.QUY340,BBK01.QUY340_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Poland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:12,
2002-03,0.629,
2002-04,0.612,
2002-05,0.568,
2002-06,0.540,
2002-07,0.467,
2002-08,0.489,
2002-09,0.540,
2002-10,0.575,
2002-11,0.572,
2002-12,0.577,
2003-01,0.520,
2003-02,0.541,
2003-03,0.489,
2003-04,0.519,
2003-05,0.504,
2003-06,0.497,
2003-07,0.471,
2003-08,0.420,
2003-09,0.382,
2003-10,0.407,
2003-11,0.403,
2003-12,0.451,
2004-01,0.408,
2004-02,0.377,
2004-03,0.399,
2004-04,0.354,
2004-05,0.473,
2004-06,0.469,
2004-07,0.434,
2004-08,0.414,
2004-09,0.403,
2004-10,0.424,
2004-11,0.474,
2004-12,0.643,
2005-01,0.616,
2005-02,0.572,
2005-03,0.551,
2005-04,0.512,
2005-05,0.542,
2005-06,0.560,
2005-07,0.548,
2005-08,0.563,
2005-09,0.421,
2005-10,0.415,
2005-11,0.421,
2005-12,0.267,
2006-01,0.324,
2006-02,0.328,
2006-03,0.318,
2006-04,0.353,
2006-05,0.329,
2006-06,0.328,
2006-07,0.344,
2006-08,0.345,
2006-09,0.356,
2006-10,0.443,
2006-11,0.440,
2006-12,0.407,
2007-01,0.397,
2007-02,0.458,
2007-03,0.427,
2007-04,0.383,
2007-05,0.390,
2007-06,0.462,
2007-07,0.435,
2007-08,0.436,
2007-09,0.446,
2007-10,0.494,
2007-11,0.534,
2007-12,0.516,
2008-01,0.416,
2008-02,0.420,
2008-03,0.464,
2008-04,0.473,
2008-05,0.461,
2008-06,0.435,
2008-07,0.565,
2008-08,0.493,
2008-09,0.452,
2008-10,0.399,
2008-11,0.351,
2008-12,0.314,
2009-01,0.214,
2009-02,0.211,
2009-03,0.191,
2009-04,0.202,
2009-05,0.210,
2009-06,0.211,
2009-07,0.245,
2009-08,0.260,
2009-09,0.225,
2009-10,0.154,
2009-11,0.163,
2009-12,0.283,
2010-01,0.247,
2010-02,0.255,
2010-03,0.303,
2010-04,0.487,
2010-05,0.252,
2010-06,0.217,
2010-07,0.206,
2010-08,0.093,
2010-09,0.169,
2010-10,0.172,
2010-11,0.310,
2010-12,0.338,
2011-01,0.276,
2011-02,0.251,
2011-03,0.358,
2011-04,0.320,
2011-05,0.282,
2011-06,0.223,
2011-07,0.177,
2011-08,0.149,
2011-09,0.081,
2011-10,0.153,
2011-11,0.135,
2011-12,0.123,
2012-01,0.118,
2012-02,0.093,
2012-03,0.091,
2012-04,0.199,
2012-05,0.183,
2012-06,0.190,
2012-07,0.290,
2012-08,0.150,
2012-09,0.372,
2012-10,0.359,
2012-11,0.335,
2012-12,0.375,
2013-01,0.342,
2013-02,0.339,
2013-03,0.319,
2013-04,0.339,
2013-05,0.298,
2013-06,0.226,
2013-07,0.253,
2013-08,0.246,
2013-09,0.253,
2013-10,0.269,
2013-11,0.270,
2013-12,0.246,
2014-01,0.245,
2014-02,0.248,
2014-03,0.219,
2014-04,0.253,
2014-05,0.255,
2014-06,0.188,
2014-07,0.196,
2014-08,0.198,
2014-09,0.195,
2014-10,0.139,
