"",BBK01.TSD311O,BBK01.TSD311O_FLAGS
"","Credit to enterprises and households (from June 2010, excluding reverse repos with central counterparties) / Euro area / All maturities / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:13,
1999-01,2235.2,
1999-02,2237.3,
1999-03,2260.7,
1999-04,2270.3,
1999-05,2286.4,
1999-06,2300.9,
1999-07,2316.4,
1999-08,2326.7,
1999-09,2339.0,
1999-10,2353.5,
1999-11,2370.2,
1999-12,2381.0,
2000-01,2400.5,
2000-02,2409.3,
2000-03,2445.9,
2000-04,2458.3,
2000-05,2476.6,
2000-06,2462.8,
2000-07,2476.8,
2000-08,2493.7,
2000-09,2508.8,
2000-10,2518.8,
2000-11,2527.8,
2000-12,2521.1,
2001-01,2540.2,
2001-02,2554.3,
2001-03,2570.6,
2001-04,2573.1,
2001-05,2585.8,
2001-06,2578.7,
2001-07,2579.8,
2001-08,2581.2,
2001-09,2583.1,
2001-10,2592.4,
2001-11,2594.5,
2001-12,2603.0,
2002-01,2600.0,
2002-02,2597.7,
2002-03,2587.7,
2002-04,2587.3,
2002-05,2592.8,
2002-06,2597.2,
2002-07,2600.0,
2002-08,2609.7,
2002-09,2611.5,
2002-10,2622.2,
2002-11,2620.2,
2002-12,2634.0,
2003-01,2625.1,
2003-02,2629.2,
2003-03,2622.9,
2003-04,2607.4,
2003-05,2622.6,
2003-06,2633.3,
2003-07,2628.0,
2003-08,2635.0,
2003-09,2636.7,
2003-10,2628.5,
2003-11,2636.1,
2003-12,2636.0,
2004-01,2622.9,
2004-02,2620.9,
2004-03,2627.1,
2004-04,2622.7,
2004-05,2626.4,
2004-06,2625.8,
2004-07,2626.5,
2004-08,2618.2,
2004-09,2618.8,
2004-10,2619.0,
2004-11,2623.8,
2004-12,2626.9,
2005-01,2625.9,
2005-02,2623.2,
2005-03,2617.0,
2005-04,2644.1,
2005-05,2646.5,
2005-06,2650.4,
2005-07,2653.9,
2005-08,2660.6,
2005-09,2668.6,
2005-10,2680.2,
2005-11,2676.4,
2005-12,2683.6,
2006-01,2718.7,
2006-02,2730.4,
2006-03,2739.0,
2006-04,2757.6,
2006-05,2765.2,
2006-06,2767.1,
2006-07,2763.0,
2006-08,2771.8,
2006-09,2791.4,
2006-10,2791.6,
2006-11,2788.0,
2006-12,2776.8,
2007-01,2789.3,
2007-02,2788.9,
2007-03,2795.9,
2007-04,2799.6,
2007-05,2802.1,
2007-06,2807.1,
2007-07,2813.6,
2007-08,2831.6,
2007-09,2840.1,
2007-10,2840.8,
2007-11,2836.5,
2007-12,2868.1,
2008-01,2896.3,
2008-02,2884.1,
2008-03,2915.9,
2008-04,2926.4,
2008-05,2938.1,
2008-06,2948.4,
2008-07,2965.5,
2008-08,3005.2,
2008-09,3018.6,
2008-10,3021.0,
2008-11,3021.6,
2008-12,3056.6,
2009-01,3068.3,
2009-02,3064.6,
2009-03,3062.6,
2009-04,3044.9,
2009-05,3055.2,
2009-06,3087.6,
2009-07,3064.4,
2009-08,3045.9,
2009-09,3057.3,
2009-10,3038.5,
2009-11,3035.9,
2009-12,3037.3,
2010-01,3022.8,
2010-02,3013.6,
2010-03,2993.4,
2010-04,3012.2,
2010-05,2985.7,
2010-06,2922.3,
2010-07,2914.9,
2010-08,2918.6,
2010-09,2897.6,
2010-10,2899.7,
2010-11,2911.9,
2010-12,2909.0,
2011-01,2904.0,
2011-02,2905.0,
2011-03,2896.2,
2011-04,2894.5,
2011-05,2892.4,
2011-06,2890.0,
2011-07,2888.6,
2011-08,2898.6,
2011-09,2900.7,
2011-10,2899.5,
2011-11,2902.8,
2011-12,2898.9,
2012-01,2898.7,
2012-02,2895.6,
2012-03,2900.3,
2012-04,2892.3,
2012-05,2898.4,
2012-06,2881.4,
2012-07,2887.9,
2012-08,2891.9,
2012-09,2895.4,
2012-10,2891.4,
2012-11,2890.5,
2012-12,2887.5,
2013-01,2882.7,
2013-02,2886.7,
2013-03,2894.4,
2013-04,2888.4,
2013-05,2892.2,
2013-06,2893.0,
2013-07,2891.1,
2013-08,2891.2,
2013-09,2889.5,
2013-10,2893.4,
2013-11,2892.8,
2013-12,2889.2,
2014-01,2892.1,
2014-02,2889.7,
2014-03,2891.4,
2014-04,2893.2,
2014-05,2906.9,
2014-06,2914.0,
2014-07,2919.3,
2014-08,2921.4,
2014-09,2927.0,
2014-10,2928.6,
2014-11,2936.9,
2014-12,2936.2,Provisional value
2015-01,2947.0,
