"",BBK01.SU0262,BBK01.SU0262_FLAGS
"",Money market rates / Fibor one-month funds / Monthly average,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-19 15:30:06,
1990-07,8.13,
1990-08,8.26,
1990-09,8.26,
1990-10,8.28,
1990-11,8.43,
1990-12,9.14,
1991-01,8.98,
1991-02,8.93,
1991-03,8.98,
1991-04,9.00,
1991-05,8.93,
1991-06,8.93,
1991-07,8.97,
1991-08,9.13,
1991-09,9.14,
1991-10,9.17,
1991-11,9.20,
1991-12,9.60,
1992-01,9.53,
1992-02,9.61,
1992-03,9.70,
1992-04,9.75,
1992-05,9.78,
1992-06,9.74,
1992-07,9.77,
1992-08,9.84,
1992-09,9.47,
1992-10,8.98,
1992-11,8.97,
1992-12,9.14,
1993-01,8.70,
1993-02,8.61,
1993-03,8.39,
1993-04,8.15,
1993-05,7.72,
1993-06,7.79,
1993-07,7.34,
1993-08,6.81,
1993-09,6.85,
1993-10,6.75,
1993-11,6.43,
1993-12,6.37,
1994-01,6.11,
1994-02,6.11,
1994-03,5.97,
1994-04,5.67,
1994-05,5.32,
1994-06,5.09,
1994-07,4.97,
1994-08,4.99,
1994-09,5.01,
1994-10,5.00,
1994-11,5.03,
1994-12,5.40,
1995-01,5.03,
1995-02,5.00,
1995-03,4.97,
1995-04,4.63,
1995-05,4.59,
1995-06,4.56,
1995-07,4.56,
1995-08,4.47,
1995-09,4.20,
1995-10,4.09,
1995-11,4.03,
1995-12,4.09,
1996-01,3.69,
1996-02,3.40,
1996-03,3.37,
1996-04,3.36,
1996-05,3.36,
1996-06,3.38,
1996-07,3.38,
1996-08,3.29,
1996-09,3.11,
1996-10,3.10,
1996-11,3.13,
1996-12,3.27,
1997-01,3.13,
1997-02,3.19,
1997-03,3.26,
1997-04,3.21,
1997-05,3.15,
1997-06,3.11,
1997-07,3.11,
1997-08,3.18,
1997-09,3.20,
1997-10,3.41,
1997-11,3.56,
1997-12,3.72,
1998-01,3.50,
1998-02,3.47,
1998-03,3.48,
1998-04,3.57,
1998-05,3.55,
1998-06,3.48,
1998-07,3.49,
1998-08,3.46,
1998-09,3.46,
1998-10,3.50,
1998-11,3.54,
1998-12,3.43,
"",General: Frankfurt Interbank Offered Rate; calculated by Telerate from 2 July 1990 to 30 December 1998 according to the act/360 method.,
