"",BBFB1.M.N.DE.W1.S1.S1.T.C.D9._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.D9._Z._Z._Z._T._X.N_FLAGS
"",Capital account / Capital transfers / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:39:20,
1991-01,58.372,
1991-02,0.995,
1991-03,25.517,
1991-04,275.007,
1991-05,24.744,
1991-06,19.503,
1991-07,10.276,
1991-08,17.776,
1991-09,169.557,
1991-10,18.209,
1991-11,24.508,
1991-12,67.301,
1992-01,52.141,
1992-02,81.240,
1992-03,125.715,
1992-04,14.055,
1992-05,34.406,
1992-06,0.688,
1992-07,70.706,
1992-08,15.891,
1992-09,87.711,
1992-10,42.609,
1992-11,10.242,
1992-12,405.695,
1993-01,395.011,
1993-02,23.981,
1993-03,11.211,
1993-04,4.203,
1993-05,57.014,
1993-06,133.252,
1993-07,71.634,
1993-08,73.703,
1993-09,210.297,
1993-10,28.386,
1993-11,75.299,
1993-12,135.158,
1994-01,443.234,
1994-02,6.773,
1994-03,2.275,
1994-04,27.605,
1994-05,58.924,
1994-06,1.444,
1994-07,3.413,
1994-08,32.154,
1994-09,623.220,
1994-10,6.770,
1994-11,88.120,
1994-12,39.204,
1995-01,364.652,
1995-02,14.266,
1995-03,5.762,
1995-04,32.987,
1995-05,5.781,
1995-06,79.395,
1995-07,42.972,
1995-08,83.308,
1995-09,94.175,
1995-10,106.383,
1995-11,122.806,
1995-12,387.024,
1996-01,523.582,
1996-02,6.595,
1996-03,216.195,
1996-04,174.656,
1996-05,105.475,
1996-06,227.201,
1996-07,333.640,
1996-08,55.684,
1996-09,106.909,
1996-10,285.693,
1996-11,77.453,
1996-12,86.557,
1997-01,712.276,
1997-02,53.592,
1997-03,41.864,
1997-04,34.848,
1997-05,13.287,
1997-06,231.126,
1997-07,356.194,
1997-08,508.870,
1997-09,386.908,
1997-10,145.346,
1997-11,13.383,
1997-12,181.138,
1998-01,405.749,
1998-02,94.995,
1998-03,339.912,
1998-04,300.101,
1998-05,160.728,
1998-06,1.916,
1998-07,397.906,
1998-08,483.588,
1998-09,156.473,
1998-10,143.062,
1998-11,331.449,
1998-12,595.500,
1999-01,646.236,
1999-02,3.738,
1999-03,61.029,
1999-04,86.813,
1999-05,237.998,
1999-06,154.247,
1999-07,88.466,
1999-08,8.141,
1999-09,122.244,
1999-10,351.345,
1999-11,483.639,
1999-12,882.374,
2000-01,348.218,
2000-02,7.434,
2000-03,350.273,
2000-04,392.364,
2000-05,161.068,
2000-06,38.855,
2000-07,287.844,
2000-08,10.178,
2000-09,69.435,
2000-10,116.444,
2000-11,62.407,
2000-12,454.668,
2001-01,754.227,
2001-02,284.140,
2001-03,101.309,
2001-04,5.242,
2001-05,12.235,
2001-06,470.187,
2001-07,36.122,
2001-08,29.204,
2001-09,128.916,
2001-10,58.069,
2001-11,55.599,
2001-12,1351.716,
2002-01,642.715,
2002-02,10.025,
2002-03,12.465,
2002-04,24.812,
2002-05,222.735,
2002-06,192.220,
2002-07,62.580,
2002-08,260.470,
2002-09,346.666,
2002-10,108.908,
2002-11,184.679,
2002-12,1053.469,
2003-01,656.633,
2003-02,6.198,
2003-03,135.413,
2003-04,17.031,
2003-05,324.458,
2003-06,292.177,
2003-07,232.546,
2003-08,383.001,
2003-09,129.557,
2003-10,159.750,
2003-11,339.182,
2003-12,1214.749,
2004-01,175.175,
2004-02,38.490,
2004-03,627.171,
2004-04,238.276,
2004-05,128.062,
2004-06,288.140,
2004-07,464.670,
2004-08,230.819,
2004-09,100.002,
2004-10,147.338,
2004-11,10.199,
2004-12,395.148,
2005-01,773.213,
2005-02,58.288,
2005-03,12.771,
2005-04,218.030,
2005-05,487.868,
2005-06,220.472,
2005-07,279.590,
2005-08,186.689,
2005-09,205.599,
2005-10,498.876,
2005-11,80.842,
2005-12,913.692,
2006-01,272.830,
2006-02,442.966,
2006-03,117.423,
2006-04,24.481,
2006-05,3.795,
2006-06,980.050,
2006-07,83.343,
2006-08,345.425,
2006-09,36.907,
2006-10,233.281,
2006-11,188.395,
2006-12,716.393,
2007-01,436.476,
2007-02,197.268,
2007-03,82.001,
2007-04,394.678,
2007-05,484.290,
2007-06,145.016,
2007-07,619.433,
2007-08,156.562,
2007-09,160.453,
2007-10,200.156,
2007-11,403.515,
2007-12,498.625,
2008-01,668.117,
2008-02,394.667,
2008-03,339.094,
2008-04,156.721,
2008-05,596.374,
2008-06,209.806,
2008-07,222.343,
2008-08,144.883,
2008-09,83.665,
2008-10,53.444,
2008-11,127.781,
2008-12,413.988,
2009-01,174.326,
2009-02,123.727,
2009-03,404.037,
2009-04,517.400,
2009-05,282.284,
2009-06,85.501,
2009-07,265.086,
2009-08,177.898,
2009-09,262.384,
2009-10,10.703,
2009-11,410.184,
2009-12,1557.522,
2010-01,571.268,
2010-02,647.244,
2010-03,65.665,
2010-04,13.059,
2010-05,191.729,
2010-06,77.749,
2010-07,671.824,
2010-08,125.761,
2010-09,15.049,
2010-10,77.451,
2010-11,204.752,
2010-12,719.421,
2011-01,776.559,
2011-02,727.558,
2011-03,199.617,
2011-04,45.440,
2011-05,176.830,
2011-06,305.525,
2011-07,125.814,
2011-08,644.219,
2011-09,157.788,
2011-10,169.342,
2011-11,436.295,
2011-12,663.936,
2012-01,197.287,
2012-02,466.467,
2012-03,290.936,
2012-04,520.910,
2012-05,485.489,
2012-06,94.975,
2012-07,54.398,
2012-08,505.666,
2012-09,391.769,
2012-10,346.409,
2012-11,525.785,
2012-12,266.196,
2013-01,256.324,
2013-02,225.634,
2013-03,565.277,
2013-04,440.114,
2013-05,353.728,
2013-06,364.069,
2013-07,272.456,
2013-08,141.794,
2013-09,199.592,
2013-10,564.645,
2013-11,285.214,
2013-12,576.886,
2014-01,1022.819,
2014-02,471.352,Provisional value
2014-03,390.061,Provisional value
2014-04,263.067,Provisional value
2014-05,270.036,Provisional value
2014-06,419.545,Provisional value
2014-07,62.920,Provisional value
2014-08,398.650,Provisional value
2014-09,410.800,
2014-10,93.624,
2014-11,130.421,
2014-12,470.850,Provisional value
