"",BBK01.CEFF03,BBK01.CEFF03_FLAGS
"",long-term loans                                              debtor: Total                    creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:31,
1999-01,2355.6,
1999-04,2394.2,
1999-07,2434.3,
1999-10,2488.5,
2000-01,2507.6,
2000-04,2533.4,
2000-07,2565.5,
2000-10,2587.9,
2001-01,2598.2,
2001-04,2614.5,
2001-07,2620.7,
2001-10,2642.8,
2002-01,2641.4,
2002-04,2632.1,
2002-07,2639.7,
2002-10,2640.2,
2003-01,2631.2,
2003-04,2627.1,
2003-07,2633.7,
2003-10,2632.9,
2004-01,2625.2,
2004-04,2632.9,
2004-07,2636.1,
2004-10,2627.6,
2005-01,2619.2,
2005-04,2629.2,
2005-07,2641.4,
2005-10,2651.6,
2006-01,2655.8,
2006-04,2655.2,
2006-07,2663.0,
2006-10,2655.5,
2007-01,2644.1,
2007-04,2652.1,
2007-07,2663.9,
2007-10,2672.6,
2008-01,2688.0,
2008-04,2723.1,
2008-07,2764.9,
2008-10,2782.3,
2009-01,2766.2,
2009-04,2767.1,
2009-07,2774.5,
2009-10,2780.9,
2010-01,2774.5,
2010-04,2799.9,
2010-07,2790.6,
2010-10,2771.1,
2011-01,2754.3,
2011-04,2749.1,
2011-07,2781.9,
2011-10,2824.2,
2012-01,2812.9,
2012-04,2826.0,
2012-07,2826.1,
2012-10,2819.3,
2013-01,2814.0,
2013-04,2809.3,
2013-07,2796.7,
2013-10,2794.9,
2014-01,2771.5,
2014-04,2774.6,
2014-07,2799.4,
