"",BBEX3.D.BRL.EUR.BB.AC.000,BBEX3.D.BRL.EUR.BB.AC.000_FLAGS
2011-09-29,2.4994,
2011-09-30,2.5067,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,2.5224,
2011-10-04,2.5024,
2011-10-05,2.4769,
2011-10-06,2.4350,
2011-10-07,2.3946,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,2.3723,
2011-10-11,2.4120,
2011-10-12,2.4462,
2011-10-13,2.4217,
2011-10-14,2.4042,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,2.4083,
2011-10-18,2.4332,
2011-10-19,2.4280,
2011-10-20,2.4417,
2011-10-21,2.4638,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,2.4650,
2011-10-25,2.4241,
2011-10-26,2.4459,
2011-10-27,2.4341,
2011-10-28,2.4082,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,2.3647,
2011-11-01,2.3945,
2011-11-02,2.4000,
2011-11-03,2.3675,
2011-11-04,2.3957,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,2.4022,
2011-11-08,2.4048,
2011-11-09,2.3863,
2011-11-10,2.3974,
2011-11-11,2.3956,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,2.4080,
2011-11-15,2.3904,
2011-11-16,2.3968,
2011-11-17,2.4000,
2011-11-18,2.4043,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,2.4257,
2011-11-22,2.4431,
2011-11-23,2.4682,
2011-11-24,2.4851,
2011-11-25,2.5127,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,2.4877,
2011-11-29,2.4621,
2011-11-30,2.4341,
2011-12-01,2.4189,
2011-12-02,2.4122,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,2.3957,
2011-12-06,2.3995,
2011-12-07,2.4018,
2011-12-08,2.3994,
2011-12-09,2.4243,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,2.4068,
2011-12-13,2.4292,
2011-12-14,2.4275,
2011-12-15,2.4226,
2011-12-16,2.4085,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,2.4272,
2011-12-20,2.4303,
2011-12-21,2.4223,
2011-12-22,2.4218,
2011-12-23,2.4234,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,2.4273,
2011-12-28,2.4328,
2011-12-29,2.4201,
2011-12-30,2.4159,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,2.4178,
2012-01-03,2.4069,
2012-01-04,2.3706,
2012-01-05,2.3551,
2012-01-06,2.3523,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,2.3477,
2012-01-10,2.3030,
2012-01-11,2.2937,
2012-01-12,2.2795,
2012-01-13,2.2740,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,2.2599,
2012-01-17,2.2661,
2012-01-18,2.2828,
2012-01-19,2.2804,
2012-01-20,2.2804,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,2.2825,
2012-01-24,2.2923,
2012-01-25,2.2830,
2012-01-26,2.2849,
2012-01-27,2.2903,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,2.2919,
2012-01-31,2.2893,
2012-02-01,2.2907,
2012-02-02,2.2702,
2012-02-03,2.2706,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,2.2549,
2012-02-07,2.2636,
2012-02-08,2.2853,
2012-02-09,2.2882,
2012-02-10,2.2767,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,2.2757,
2012-02-14,2.2633,
2012-02-15,2.2475,
2012-02-16,2.2552,
2012-02-17,2.2550,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,2.2731,
2012-02-21,2.2670,
2012-02-22,2.2721,
2012-02-23,2.2648,
2012-02-24,2.2943,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,2.2883,
2012-02-28,2.2873,
2012-02-29,2.2872,
2012-03-01,2.2886,
2012-03-02,2.2712,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,2.2844,
2012-03-06,2.3007,
2012-03-07,2.3209,
2012-03-08,2.3298,
2012-03-09,2.3307,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,2.3745,
2012-03-13,2.3778,
2012-03-14,2.3614,
2012-03-15,2.3468,
2012-03-16,2.3617,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,2.3796,
2012-03-20,2.4112,
2012-03-21,2.4125,
2012-03-22,2.4001,
2012-03-23,2.4109,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,2.4021,
2012-03-27,2.4271,
2012-03-28,2.4262,
2012-03-29,2.4315,
2012-03-30,2.4323,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,2.4340,
2012-04-03,2.4342,
2012-04-04,2.4060,
2012-04-05,2.3942,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,2.3836,
2012-04-11,2.4068,
2012-04-12,2.4075,
2012-04-13,2.4066,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,2.3965,
2012-04-17,2.4229,
2012-04-18,2.4369,
2012-04-19,2.4693,
2012-04-20,2.4779,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,2.4711,
2012-04-24,2.4729,
2012-04-25,2.4784,
2012-04-26,2.4873,
2012-04-27,2.4916,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,2.4920,
2012-05-01,.,No value available
2012-05-02,2.5105,
2012-05-03,2.5340,
2012-05-04,2.5107,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,2.5098,
2012-05-08,2.5090,
2012-05-09,2.5337,
2012-05-10,2.5456,
2012-05-11,2.5305,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,2.5417,
2012-05-15,2.5539,
2012-05-16,2.5355,
2012-05-17,2.5440,
2012-05-18,2.5376,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,2.5842,
2012-05-22,2.6062,
2012-05-23,2.6447,
2012-05-24,2.5565,
2012-05-25,2.5435,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,2.4826,
2012-05-29,2.4846,
2012-05-30,2.4921,
2012-05-31,2.4935,
2012-06-01,2.5021,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,2.5388,
2012-06-05,2.5503,
2012-06-06,2.5190,
2012-06-07,2.5557,
2012-06-08,2.5353,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,2.5350,
2012-06-12,2.5654,
2012-06-13,2.5783,
2012-06-14,2.5912,
2012-06-15,2.5924,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,2.5868,
2012-06-19,2.5848,
2012-06-20,2.5702,
2012-06-21,2.5719,
2012-06-22,2.5805,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,2.5932,
2012-06-26,2.5768,
2012-06-27,2.5850,
2012-06-28,2.5898,
2012-06-29,2.5788,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,2.5347,
2012-07-03,2.4930,
2012-07-04,2.5362,
2012-07-05,2.5116,
2012-07-06,2.5028,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,2.4948,
2012-07-10,2.4964,
2012-07-11,2.4899,
2012-07-12,2.4928,
2012-07-13,2.4800,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,2.4851,
2012-07-17,2.4966,
2012-07-18,2.4756,
2012-07-19,2.4806,
2012-07-20,2.4636,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,2.4698,
2012-07-24,2.4710,
2012-07-25,2.4738,
2012-07-26,2.4806,
2012-07-27,2.4875,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,2.4828,
2012-07-31,2.5117,
2012-08-01,2.5221,
2012-08-02,2.5134,
2012-08-03,2.5018,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,2.5130,
2012-08-07,2.5204,
2012-08-08,2.5103,
2012-08-09,2.4913,
2012-08-10,2.4772,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,2.4954,
2012-08-14,2.4945,
2012-08-15,2.4872,
2012-08-16,2.4817,
2012-08-17,2.4948,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,2.4817,
2012-08-21,2.4964,
2012-08-22,2.5119,
2012-08-23,2.5339,
2012-08-24,2.5397,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,2.5395,
2012-08-28,2.5560,
2012-08-29,2.5736,
2012-08-30,2.5738,
2012-08-31,2.5804,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,2.5503,
2012-09-04,2.5548,
2012-09-05,2.5695,
2012-09-06,2.5756,
2012-09-07,2.5769,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,2.5847,
2012-09-11,2.5851,
2012-09-12,2.6036,
2012-09-13,2.6190,
2012-09-14,2.6431,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,2.6411,
2012-09-18,2.6532,
2012-09-19,2.6317,
2012-09-20,2.6284,
2012-09-21,2.6289,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,2.6175,
2012-09-25,2.6192,
2012-09-26,2.6118,
2012-09-27,2.6136,
2012-09-28,2.6232,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,2.6098,
2012-10-02,2.6174,
2012-10-03,2.6148,
2012-10-04,2.6179,
2012-10-05,2.6258,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,2.6348,
2012-10-09,2.6289,
2012-10-10,2.6199,
2012-10-11,2.6339,
2012-10-12,2.6428,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,2.6459,
2012-10-16,2.6534,
2012-10-17,2.6676,
2012-10-18,2.6631,
2012-10-19,2.6440,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,2.6498,
2012-10-23,2.6373,
2012-10-24,2.6213,
2012-10-25,2.6345,
2012-10-26,2.6148,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,2.6169,
2012-10-30,2.6334,
2012-10-31,2.6389,
2012-11-01,2.6352,
2012-11-02,2.6106,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,2.5999,
2012-11-06,2.6033,
2012-11-07,2.5911,
2012-11-08,2.5918,
2012-11-09,2.6145,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,2.6053,
2012-11-13,2.6186,
2012-11-14,2.6280,
2012-11-15,2.6332,
2012-11-16,2.6391,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,2.6494,
2012-11-20,2.6648,
2012-11-21,2.6784,
2012-11-22,2.6959,
2012-11-23,2.7263,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,2.6932,
2012-11-27,2.6878,
2012-11-28,2.6947,
2012-11-29,2.7264,
2012-11-30,2.7391,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,2.7477,
2012-12-04,2.7575,
2012-12-05,2.7511,
2012-12-06,2.7199,
2012-12-07,2.6860,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,2.6877,
2012-12-11,2.6951,
2012-12-12,2.7112,
2012-12-13,2.7126,
2012-12-14,2.7244,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,2.7501,
2012-12-18,2.7595,
2012-12-19,2.7678,
2012-12-20,2.7308,
2012-12-21,2.7360,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,2.7487,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,2.7186,
2012-12-28,2.6928,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,2.7036,
2013-01-01,.,No value available
2013-01-02,2.7070,
2013-01-03,2.6828,
2013-01-04,2.6595,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,2.6473,
2013-01-08,2.6483,
2013-01-09,2.6601,
2013-01-10,2.6720,
2013-01-11,2.7013,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,2.7147,
2013-01-15,2.7157,
2013-01-16,2.7082,
2013-01-17,2.7294,
2013-01-18,2.7230,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,2.7197,
2013-01-22,2.7279,
2013-01-23,2.7205,
2013-01-24,2.7171,
2013-01-25,2.7339,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,2.7361,
2013-01-29,2.6773,
2013-01-30,2.6929,
2013-01-31,2.6892,
2013-02-01,2.7089,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,2.6975,
2013-02-05,2.6934,
2013-02-06,2.6869,
2013-02-07,2.6881,
2013-02-08,2.6188,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,2.6429,
2013-02-12,2.6506,
2013-02-13,2.6569,
2013-02-14,2.6220,
2013-02-15,2.6075,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,2.6279,
2013-02-19,2.6169,
2013-02-20,2.6145,
2013-02-21,2.5935,
2013-02-22,2.5939,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,2.6142,
2013-02-26,2.5922,
2013-02-27,2.5950,
2013-02-28,2.5871,
2013-03-01,2.5825,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,2.5809,
2013-03-05,2.5680,
2013-03-06,2.5631,
2013-03-07,2.5612,
2013-03-08,2.5578,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,2.5283,
2013-03-12,2.5519,
2013-03-13,2.5440,
2013-03-14,2.5460,
2013-03-15,2.5785,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,2.5697,
2013-03-19,2.5637,
2013-03-20,2.5651,
2013-03-21,2.5726,
2013-03-22,2.6072,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,2.6031,
2013-03-26,2.5894,
2013-03-27,2.5838,
2013-03-28,2.5703,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,2.5913,
2013-04-03,2.5912,
2013-04-04,2.5898,
2013-04-05,2.6060,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,2.5773,
2013-04-09,2.5946,
2013-04-10,2.5968,
2013-04-11,2.5876,
2013-04-12,2.5827,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,2.5854,
2013-04-16,2.6084,
2013-04-17,2.6094,
2013-04-18,2.6207,
2013-04-19,2.6398,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,2.6237,
2013-04-23,2.6266,
2013-04-24,2.6318,
2013-04-25,2.6266,
2013-04-26,2.6005,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,2.6112,
2013-04-30,2.6236,
2013-05-01,.,No value available
2013-05-02,2.6426,
2013-05-03,2.6334,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,2.6373,
2013-05-07,2.6374,
2013-05-08,2.6347,
2013-05-09,2.6356,
2013-05-10,2.6244,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,2.6147,
2013-05-14,2.6053,
2013-05-15,2.5997,
2013-05-16,2.6151,
2013-05-17,2.6100,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,2.6134,
2013-05-21,2.6293,
2013-05-22,2.6344,
2013-05-23,2.6463,
2013-05-24,2.6470,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,2.6542,
2013-05-28,2.6568,
2013-05-29,2.6866,
2013-05-30,2.6870,
2013-05-31,2.7664,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,2.7752,
2013-06-04,2.7749,
2013-06-05,2.7483,
2013-06-06,2.7849,
2013-06-07,2.8419,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,2.8284,
2013-06-11,2.8642,
2013-06-12,2.8243,
2013-06-13,2.8511,
2013-06-14,2.8302,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,2.8656,
2013-06-18,2.9203,
2013-06-19,2.9208,
2013-06-20,2.9514,
2013-06-21,2.9737,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,2.9575,
2013-06-25,2.8989,
2013-06-26,2.8828,
2013-06-27,2.8420,
2013-06-28,2.8899,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,2.9026,
2013-07-02,2.9182,
2013-07-03,2.9376,
2013-07-04,2.9432,
2013-07-05,2.8987,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,2.8916,
2013-07-09,2.9085,
2013-07-10,2.8990,
2013-07-11,2.9450,
2013-07-12,2.9542,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,2.9516,
2013-07-16,2.9022,
2013-07-17,2.9669,
2013-07-18,2.9332,
2013-07-19,2.9173,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,2.9497,
2013-07-23,2.9507,
2013-07-24,2.9396,
2013-07-25,2.9711,
2013-07-26,2.9764,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,2.9945,
2013-07-30,3.0219,
2013-07-31,3.0330,
2013-08-01,3.0087,
2013-08-02,3.0512,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,3.0321,
2013-08-06,3.0550,
2013-08-07,3.0641,
2013-08-08,3.0760,
2013-08-09,3.0466,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,3.0253,
2013-08-13,3.0483,
2013-08-14,3.0586,
2013-08-15,3.0883,
2013-08-16,3.1309,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,3.2158,
2013-08-20,3.2091,
2013-08-21,3.2155,
2013-08-22,3.2513,
2013-08-23,3.2059,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,3.1613,
2013-08-27,3.2176,
2013-08-28,3.1861,
2013-08-29,3.1142,
2013-08-30,3.1122,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,3.1257,
2013-09-03,3.1593,
2013-09-04,3.0883,
2013-09-05,3.1294,
2013-09-06,3.0395,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,3.0382,
2013-09-10,3.0007,
2013-09-11,3.0222,
2013-09-12,3.0331,
2013-09-13,3.0308,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,3.0086,
2013-09-17,3.0395,
2013-09-18,3.0067,
2013-09-19,2.9605,
2013-09-20,2.9929,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,2.9840,
2013-09-24,2.9773,
2013-09-25,2.9852,
2013-09-26,3.0034,
2013-09-27,3.0589,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,3.0406,
2013-10-01,3.0107,
2013-10-02,2.9927,
2013-10-03,2.9973,
2013-10-04,2.9926,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,3.0123,
2013-10-08,2.9847,
2013-10-09,2.9800,
2013-10-10,2.9722,
2013-10-11,2.9533,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,2.9507,
2013-10-15,2.9480,
2013-10-16,2.9465,
2013-10-17,2.9599,
2013-10-18,2.9448,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,2.9736,
2013-10-22,2.9886,
2013-10-23,2.9998,
2013-10-24,3.0346,
2013-10-25,3.0121,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,3.0115,
2013-10-29,3.0029,
2013-10-30,3.0135,
2013-10-31,2.9962,
2013-11-01,3.0409,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,3.0334,
2013-11-05,3.0614,
2013-11-06,3.0716,
2013-11-07,3.0406,
2013-11-08,3.0874,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,3.1002,
2013-11-12,3.1339,
2013-11-13,3.1205,
2013-11-14,3.1255,
2013-11-15,3.1146,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,3.0912,
2013-11-19,3.0623,
2013-11-20,3.0705,
2013-11-21,3.1130,
2013-11-22,3.0918,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,3.0956,
2013-11-26,3.1139,
2013-11-27,3.1311,
2013-11-28,3.1566,
2013-11-29,3.1587,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,3.1645,
2013-12-03,3.1951,
2013-12-04,3.2274,
2013-12-05,3.2225,
2013-12-06,3.2237,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,3.1885,
2013-12-10,3.1759,
2013-12-11,3.1997,
2013-12-12,3.2051,
2013-12-13,3.2005,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,3.2091,
2013-12-17,3.1891,
2013-12-18,3.1994,
2013-12-19,3.2112,
2013-12-20,3.2489,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,3.2504,
2013-12-24,3.2247,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,3.2519,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,3.2208,
2013-12-31,3.2576,
2014-01-01,.,No value available
2014-01-02,3.2753,
2014-01-03,3.2373,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,3.2400,
2014-01-07,3.2241,
2014-01-08,3.2246,
2014-01-09,3.2641,
2014-01-10,3.2511,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,3.2124,
2014-01-14,3.2284,
2014-01-15,3.1916,
2014-01-16,3.2269,
2014-01-17,3.2127,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,3.1637,
2014-01-21,3.1977,
2014-01-22,3.2072,
2014-01-23,3.2397,
2014-01-24,3.3004,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,3.2747,
2014-01-28,3.2934,
2014-01-29,3.3172,
2014-01-30,3.2955,
2014-01-31,3.2829,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,3.2478,
2014-02-04,3.2640,
2014-02-05,3.2697,
2014-02-06,3.2431,
2014-02-07,3.2395,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,3.2653,
2014-02-11,3.2895,
2014-02-12,3.2702,
2014-02-13,3.3189,
2014-02-14,3.2837,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,3.2752,
2014-02-18,3.2915,
2014-02-19,3.3069,
2014-02-20,3.2738,
2014-02-21,3.2577,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,3.2183,
2014-02-25,3.2115,
2014-02-26,3.2143,
2014-02-27,3.2098,
2014-02-28,3.2120,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,3.2125,
2014-03-04,3.2100,
2014-03-05,3.2156,
2014-03-06,3.1856,
2014-03-07,3.2387,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,3.2354,
2014-03-11,3.2489,
2014-03-12,3.2785,
2014-03-13,3.2680,
2014-03-14,3.2849,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,3.2720,
2014-03-18,3.2726,
2014-03-19,3.2493,
2014-03-20,3.2295,
2014-03-21,3.2138,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,3.1957,
2014-03-25,3.1990,
2014-03-26,3.1784,
2014-03-27,3.1553,
2014-03-28,3.1220,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,3.1276,
2014-04-01,3.1338,
2014-04-02,3.1212,
2014-04-03,3.1356,
2014-04-04,3.1074,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,3.0843,
2014-04-08,3.0304,
2014-04-09,3.0459,
2014-04-10,3.0442,
2014-04-11,3.0667,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,3.0648,
2014-04-15,3.0621,
2014-04-16,3.0827,
2014-04-17,3.1040,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,3.0979,
2014-04-23,3.1039,
2014-04-24,3.0621,
2014-04-25,3.0836,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,3.1035,
2014-04-29,3.0683,
2014-04-30,3.1248,
2014-05-01,.,No value available
2014-05-02,3.0894,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,3.0909,
2014-05-06,3.1202,
2014-05-07,3.1037,
2014-05-08,3.0902,
2014-05-09,3.0506,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,3.0485,
2014-05-13,3.0359,
2014-05-14,3.0422,
2014-05-15,3.0197,
2014-05-16,3.0353,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,3.0395,
2014-05-20,3.0362,
2014-05-21,3.0288,
2014-05-22,3.0258,
2014-05-23,3.0229,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,3.0288,
2014-05-27,3.0422,
2014-05-28,3.0569,
2014-05-29,3.0363,
2014-05-30,3.0315,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,3.0580,
2014-06-03,3.0909,
2014-06-04,3.1060,
2014-06-05,3.0873,
2014-06-06,3.0779,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,3.0488,
2014-06-10,3.0207,
2014-06-11,3.0194,
2014-06-12,3.0216,
2014-06-13,3.0289,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,3.0187,
2014-06-17,3.0322,
2014-06-18,3.0657,
2014-06-19,3.0426,
2014-06-20,3.0331,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,3.0261,
2014-06-24,3.0212,
2014-06-25,3.0133,
2014-06-26,3.0112,
2014-06-27,2.9905,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,3.0002,
2014-07-01,3.0349,
2014-07-02,3.0113,
2014-07-03,3.0388,
2014-07-04,3.0089,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,3.0137,
2014-07-08,3.0196,
2014-07-09,3.0133,
2014-07-10,3.0238,
2014-07-11,3.0251,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,3.0231,
2014-07-15,3.0166,
2014-07-16,3.0047,
2014-07-17,3.0175,
2014-07-18,3.0228,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,3.0101,
2014-07-22,2.9966,
2014-07-23,2.9864,
2014-07-24,2.9884,
2014-07-25,2.9968,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,2.9952,
2014-07-29,2.9905,
2014-07-30,2.9963,
2014-07-31,3.0156,
2014-08-01,3.0546,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,3.0264,
2014-08-05,3.0355,
2014-08-06,3.0584,
2014-08-07,3.0406,
2014-08-08,3.0632,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,3.0476,
2014-08-12,3.0458,
2014-08-13,3.0374,
2014-08-14,3.0463,
2014-08-15,3.0283,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,3.0191,
2014-08-19,3.0211,
2014-08-20,2.9932,
2014-08-21,2.9979,
2014-08-22,3.0177,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,3.0069,
2014-08-26,3.0136,
2014-08-27,2.9722,
2014-08-28,2.9732,
2014-08-29,2.9600,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,2.9375,
2014-09-02,2.9553,
2014-09-03,2.9397,
2014-09-04,2.9176,
