"",BBK01.QUK934,BBK01.QUK934_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Ghana / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:23,
2002-03,0.186,
2002-04,0.185,
2002-05,0.186,
2002-06,0.183,
2002-07,0.188,
2002-08,0.190,
2002-09,0.189,
2002-10,0.190,
2002-11,0.192,
2002-12,0.198,
2003-01,0.198,
2003-02,0.198,
2003-03,0.199,
2003-04,0.200,
2003-05,0.199,
2003-06,0.202,
2003-07,0.203,
2003-08,0.203,
2003-09,0.201,
2003-10,0.204,
2003-11,0.206,
2003-12,0.207,
2004-01,0.209,
2004-02,0.209,
2004-03,0.206,
2004-04,0.207,
2004-05,0.210,
2004-06,0.211,
2004-07,0.216,
2004-08,0.218,
2004-09,0.219,
2004-10,0.219,
2004-11,0.220,
2004-12,0.222,
2005-01,0.224,
2005-02,0.224,
2005-03,0.226,
2005-04,0.058,
2005-05,0.058,
2005-06,0.058,
2005-07,0.058,
2005-08,0.057,
2005-09,0.057,
2005-10,0.056,
2005-11,0.057,
2005-12,0.014,
2006-01,0.014,
2006-02,0.014,
2006-03,0.014,
2006-04,0.014,
2006-05,0.015,
2006-06,0.015,
2006-07,0.015,
2006-08,0.015,
2006-09,0.015,
2006-10,0.016,
2006-11,0.015,
2006-12,0.028,
2007-01,0.034,
2007-02,0.035,
2007-03,0.037,
2007-04,0.037,
2007-05,0.038,
2007-06,0.046,
2007-07,0.048,
2007-08,0.050,
2007-09,0.055,
2007-10,0.055,
2007-11,0.057,
2007-12,0.061,
2008-01,0.062,
2008-02,0.057,
2008-03,0.057,
2008-04,0.059,
2008-05,0.060,
2008-06,0.062,
2008-07,0.067,
2008-08,0.068,
2008-09,0.067,
2008-10,0.070,
2008-11,0.073,
2008-12,0.075,
2009-01,0.076,
2009-02,0.076,
2009-03,0.076,
2009-04,0.077,
2009-05,0.075,
2009-06,0.075,
2009-07,0.080,
2009-08,0.054,
2009-09,0.054,
2009-10,0.057,
2009-11,0.056,
2009-12,0.056,
2010-01,0.056,
2010-02,0.056,
2010-03,0.055,
2010-04,0.054,
2010-05,0.054,
2010-06,0.054,
2010-07,0.053,
2010-08,0.053,
2010-09,0.053,
2010-10,0.052,
2010-11,0.051,
2010-12,0.053,
2011-01,0.053,
2011-02,0.052,
2011-03,0.056,
2011-04,0.056,
2011-05,0.056,
2011-06,0.057,
2011-07,0.060,
2011-08,0.058,
2011-09,0.062,
2011-10,0.077,
2011-11,0.087,
2011-12,0.087,
2012-01,0.161,
2012-02,0.183,
2012-03,0.185,
2012-04,0.192,
2012-05,0.201,
2012-06,0.200,
2012-07,0.203,
2012-08,0.200,
2012-09,0.205,
2012-10,0.206,
2012-11,0.239,
2012-12,0.236,
2013-01,0.263,
2013-02,0.271,
2013-03,0.281,
2013-04,0.273,
2013-05,0.283,
2013-06,0.281,
2013-07,0.284,
2013-08,0.286,
2013-09,0.275,
2013-10,0.275,
2013-11,0.183,
2013-12,0.287,
2014-01,0.291,
2014-02,0.288,
2014-03,0.308,
2014-04,0.306,
2014-05,0.319,
2014-06,0.314,
2014-07,0.303,
2014-08,0.166,
2014-09,0.159,
2014-10,0.349,
