"",BBK01.OEAH67O,BBK01.OEAH67O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:28:12,
2002-01,4.154,
2002-04,3.359,
2002-07,2.980,
2002-10,0.639,
2003-01,-0.744,
2003-04,-1.262,
2003-07,-2.007,
2003-10,-3.723,
2004-01,-4.967,
2004-04,-5.556,
2004-07,-5.764,
2004-10,-6.103,
2005-01,30.988,
2005-04,30.729,
2005-07,30.395,
2005-10,30.667,
2006-01,30.364,
2006-04,30.061,
2006-07,29.522,
2006-10,29.314,
2007-01,28.388,
2007-04,27.551,
2007-07,26.714,
2007-10,26.117,
2008-01,25.370,
2008-04,24.632,
2008-07,23.526,
2008-10,23.523,
2009-01,24.061,
2009-04,25.197,
2009-07,26.370,
2009-10,27.524,
2010-01,28.287,
2010-04,28.477,
2010-07,28.631,
2010-10,29.077,
2011-01,29.173,
2011-04,29.011,
2011-07,28.778,
2011-10,28.861,
2012-01,28.792,
2012-04,28.450,
2012-07,28.156,
2012-10,28.115,
2013-01,27.741,
2013-04,27.451,
2013-07,27.209,
2013-10,27.399,
2014-01,27.261,
2014-04,27.027,
2014-07,26.968,
