"",BBK01.QUJ373,BBK01.QUJ373_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Slovenia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:35,
1994-01,0.247,
1994-02,0.252,
1994-03,0.236,
1994-04,0.248,
1994-05,0.275,
1994-06,0.242,
1994-07,0.234,
1994-08,0.261,
1994-09,0.225,
1994-10,0.231,
1994-11,0.208,
1994-12,0.225,
1995-01,0.230,
1995-02,0.220,
1995-03,0.214,
1995-04,0.227,
1995-05,0.215,
1995-06,0.210,
1995-07,0.229,
1995-08,0.223,
1995-09,0.229,
1995-10,0.238,
1995-11,0.224,
1995-12,0.224,
1996-01,0.222,
1996-02,0.234,
1996-03,0.235,
1996-04,0.227,
1996-05,0.242,
1996-06,0.242,
1996-07,0.259,
1996-08,0.236,
1996-09,0.266,
1996-10,0.243,
1996-11,0.244,
1996-12,0.323,
1997-01,0.254,
1997-02,0.221,
1997-03,0.247,
1997-04,0.235,
1997-05,0.215,
1997-06,0.302,
1997-07,0.319,
1997-08,0.345,
1997-09,0.352,
1997-10,0.387,
1997-11,0.410,
1997-12,0.313,
1998-01,0.338,
1998-02,0.352,
1998-03,0.290,
1998-04,0.235,
1998-05,0.260,
1998-06,0.279,
1998-07,0.262,
1998-08,0.263,
1998-09,0.479,
1998-10,0.453,
1998-11,0.497,
1998-12,0.559,
1999-01,0.541,
1999-02,0.499,
1999-03,0.528,
1999-04,0.456,
1999-05,0.634,
1999-06,0.553,
1999-07,0.391,
1999-08,0.340,
1999-09,0.437,
1999-10,0.429,
1999-11,0.522,
1999-12,0.485,
2000-01,0.384,
2000-02,0.386,
2000-03,0.490,
2000-04,0.442,
2000-05,0.535,
2000-06,0.362,
2000-07,0.374,
2000-08,0.470,
2000-09,0.398,
2000-10,0.359,
2000-11,0.337,
2000-12,0.422,
2001-01,0.290,
2001-02,0.528,
2001-03,0.650,
2001-04,0.496,
2001-05,0.496,
2001-06,0.471,
2001-07,0.355,
2001-08,0.506,
2001-09,0.625,
2001-10,0.708,
2001-11,0.642,
2001-12,0.761,
2002-01,0.639,
2002-02,0.557,
2002-03,0.701,
2002-04,0.691,
2002-05,0.738,
2002-06,0.776,
2002-07,0.690,
2002-08,0.693,
2002-09,0.533,
2002-10,0.502,
2002-11,0.770,
2002-12,0.431,
2003-01,0.750,
2003-02,0.696,
2003-03,0.671,
2003-04,0.472,
2003-05,0.233,
2003-06,0.323,
2003-07,0.282,
2003-08,0.440,
2003-09,0.422,
2003-10,0.358,
2003-11,0.772,
2003-12,0.516,
2004-01,0.441,
2004-02,0.284,
2004-03,0.384,
2004-04,0.281,
2004-05,0.416,
2004-06,0.331,
2004-07,0.266,
2004-08,0.352,
2004-09,0.241,
2004-10,0.300,
2004-11,0.296,
2004-12,0.385,
2005-01,0.382,
2005-02,0.346,
2005-03,0.430,
2005-04,0.379,
2005-05,0.328,
2005-06,0.411,
2005-07,0.355,
2005-08,0.326,
2005-09,0.337,
2005-10,0.368,
2005-11,0.343,
2005-12,0.367,
2006-01,0.299,
2006-02,0.329,
2006-03,0.273,
2006-04,0.304,
2006-05,0.364,
2006-06,0.401,
2006-07,0.341,
2006-08,0.297,
2006-09,0.410,
2006-10,0.343,
2006-11,0.307,
2006-12,0.564,
2007-01,0.459,
2007-02,0.438,
2007-03,0.449,
2007-04,0.598,
2007-05,0.371,
2007-06,0.671,
2007-07,0.532,
2007-08,0.607,
2007-09,0.602,
2007-10,0.650,
2007-11,0.650,
2007-12,0.740,
2008-01,0.780,
2008-02,0.872,
2008-03,0.632,
2008-04,0.546,
2008-05,0.584,
2008-06,0.673,
2008-07,0.671,
2008-08,0.678,
2008-09,0.603,
2008-10,0.701,
2008-11,0.676,
2008-12,0.422,
2009-01,0.446,
2009-02,0.465,
2009-03,0.473,
2009-04,0.548,
2009-05,0.640,
2009-06,0.470,
2009-07,0.453,
2009-08,0.300,
2009-09,0.419,
2009-10,0.459,
2009-11,0.439,
2009-12,0.458,
2010-01,0.480,
2010-02,0.415,
2010-03,0.407,
2010-04,0.408,
2010-05,0.502,
2010-06,0.523,
2010-07,0.485,
2010-08,0.484,
2010-09,0.483,
2010-10,0.454,
2010-11,0.596,
2010-12,0.294,
2011-01,0.544,
2011-02,0.274,
2011-03,0.404,
2011-04,0.345,
2011-05,0.345,
2011-06,0.338,
2011-07,0.334,
2011-08,0.367,
2011-09,0.362,
2011-10,0.343,
2011-11,0.270,
2011-12,0.227,
2012-01,0.287,
2012-02,0.227,
2012-03,0.414,
2012-04,0.398,
2012-05,0.389,
2012-06,0.319,
2012-07,0.284,
2012-08,0.330,
2012-09,0.274,
2012-10,0.289,
2012-11,0.270,
2012-12,0.202,
2013-01,0.252,
2013-02,0.244,
2013-03,0.317,
2013-04,0.366,
2013-05,0.332,
2013-06,0.290,
2013-07,0.220,
2013-08,0.228,
2013-09,0.261,
2013-10,0.269,
2013-11,0.318,
2013-12,0.319,
2014-01,0.355,
2014-02,0.363,
2014-03,0.382,
2014-04,0.351,
2014-05,0.357,
2014-06,0.573,
2014-07,0.578,
2014-08,0.603,
2014-09,0.617,
2014-10,0.538,
2014-11,0.572,
2014-12,0.562,
