"",BBNZ1.Q.DE.N.G.0161.A,BBNZ1.Q.DE.N.G.0161.A_FLAGS
"",Germany / National accounts / Use of GDP / Changes in inventories and net increase in valuables / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:42,
1991-01,14.372,
1991-04,2.512,
1991-07,10.259,
1991-10,-15.058,
1992-01,11.446,
1992-04,-1.780,
1992-07,6.937,
1992-10,-16.917,
1993-01,5.958,
1993-04,-3.006,
1993-07,8.380,
1993-10,-15.101,
1994-01,6.393,
1994-04,-4.782,
1994-07,9.112,
1994-10,-11.571,
1995-01,12.502,
1995-04,-1.811,
1995-07,10.602,
1995-10,-12.169,
1996-01,11.448,
1996-04,-4.620,
1996-07,6.021,
1996-10,-14.031,
1997-01,9.906,
1997-04,-2.562,
1997-07,9.769,
1997-10,-11.826,
1998-01,12.477,
1998-04,0.940,
1998-07,12.108,
1998-10,-11.962,
1999-01,12.044,
1999-04,-2.605,
1999-07,11.755,
1999-10,-11.317,
2000-01,12.785,
2000-04,-0.419,
2000-07,14.507,
2000-10,-8.989,
2001-01,14.016,
2001-04,0.303,
2001-07,12.635,
2001-10,-15.466,
2002-01,8.626,
2002-04,-4.016,
2002-07,9.863,
2002-10,-19.492,
2003-01,13.039,
2003-04,-4.041,
2003-07,8.368,
2003-10,-15.289,
2004-01,8.970,
2004-04,-7.839,
2004-07,12.155,
2004-10,-16.596,
2005-01,7.364,
2005-04,-6.827,
2005-07,7.813,
2005-10,-15.370,
2006-01,16.040,
2006-04,-4.911,
2006-07,12.492,
2006-10,-24.777,
2007-01,19.493,
2007-04,-4.286,
2007-07,16.515,
2007-10,-16.782,
2008-01,19.888,
2008-04,-6.281,
2008-07,17.717,
2008-10,-16.109,
2009-01,13.191,
2009-04,-18.631,
2009-07,4.899,
2009-10,-23.991,
2010-01,16.243,
2010-04,-6.973,
2010-07,11.592,
2010-10,-15.825,
2011-01,21.618,
2011-04,-4.161,
2011-07,13.534,
2011-10,-19.134,
2012-01,14.704,
2012-04,-16.561,
2012-07,2.668,
2012-10,-24.663,
2013-01,14.569,
2013-04,-16.472,
2013-07,4.404,
2013-10,-24.816,
2014-01,14.849,
2014-04,-16.139,
2014-07,-1.502,
2014-10,-30.021,
