"",BBK01.PQ1929,BBK01.PQ1929_FLAGS
"",Lending to manufacture of rubber and plastic products / Total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:45,
1968-10,-,Nothing exists
1969-01,-,Nothing exists
1969-04,0.001,
1969-07,0.001,
1969-10,0.001,
1970-01,0.001,
1970-04,0.001,
1970-07,0.001,
1970-10,0.001,
1971-01,0.001,
1971-04,0.001,
1971-07,0.002,
1971-10,0.002,
1972-01,0.003,
1972-04,0.003,
1972-07,0.002,
1972-10,0.002,
1973-01,0.002,
1973-04,0.001,
1973-07,0.001,
1973-10,0.002,
1974-01,0.001,
1974-04,0.001,
1974-07,0.001,
1974-10,0.001,
1975-01,0.001,
1975-04,0.001,
1975-07,0.001,
1975-10,0.001,
1976-01,0.001,
1976-04,0.001,
1976-07,0.003,
1976-10,0.002,
1977-01,0.002,
1977-04,0.003,
1977-07,0.003,
1977-10,0.005,
1978-01,0.005,
1978-04,0.005,
1978-07,0.005,
1978-10,0.005,
1979-01,0.005,
1979-04,0.005,
1979-07,0.005,
1979-10,0.005,
1980-01,0.005,
1980-04,0.006,
1980-07,0.006,
1980-10,0.053,
1981-01,0.056,
1981-04,0.057,
1981-07,0.057,
1981-10,0.061,
1982-01,0.062,
1982-04,0.066,
1982-07,0.067,
1982-10,0.067,
1983-01,0.067,
1983-04,0.061,
1983-07,0.065,
1983-10,0.066,
1984-01,0.066,
1984-04,0.066,
1984-07,0.069,
1984-10,0.078,
1985-01,0.076,
1985-04,0.077,
1985-07,0.077,
1985-10,0.079,
1986-01,0.081,
1986-04,0.080,
1986-07,0.079,
1986-10,0.080,
1987-01,0.081,
1987-04,0.082,
1987-07,0.097,
1987-10,0.103,
1988-01,0.107,
1988-04,0.111,
1988-07,0.120,
1988-10,0.130,
1989-01,0.128,
1989-04,0.125,
1989-07,0.133,
1989-10,0.116,
1990-01,0.117,
1990-04,0.118,
1990-07,0.123,
1990-10,0.124,
1991-01,0.124,
1991-04,0.125,
1991-07,0.126,
1991-10,0.132,
1992-01,0.129,
1992-04,0.128,
1992-07,0.118,
1992-10,0.126,
1993-01,0.124,
1993-04,0.122,
1993-07,0.120,
1993-10,0.127,
1994-01,0.131,
1994-04,0.140,
1994-07,0.140,
1994-10,0.137,
1995-01,0.138,
1995-04,0.150,
1995-07,0.145,
1995-10,0.142,
1996-01,0.141,
1996-04,0.132,
1996-07,0.127,
1996-10,0.124,
1997-01,0.116,
1997-04,0.105,
1997-07,0.103,
1997-10,0.099,
1998-01,0.097,
1998-04,0.101,
1998-07,0.105,
1998-10,0.100,
1999-01,0.104,
1999-04,0.105,
1999-07,0.104,
1999-10,0.103,
2000-01,0.103,
2000-04,0.099,
2000-07,0.098,
2000-10,0.102,
2001-01,0.098,
2001-04,0.099,
2001-07,0.099,
2001-10,0.091,
2002-01,0.090,
2002-04,0.085,
2002-07,0.081,
2002-10,0.084,
2003-01,0.084,
2003-04,0.085,
2003-07,0.080,
2003-10,0.082,
2004-01,0.075,
2004-04,0.072,
2004-07,0.070,
2004-10,0.067,
2005-01,0.064,
2005-04,0.065,
2005-07,0.076,
2005-10,0.073,
2006-01,0.073,
2006-04,0.068,
2006-07,0.053,
2006-10,0.054,
2007-01,0.050,
2007-04,0.046,
2007-07,0.043,
2007-10,0.041,
2008-01,0.039,
2008-04,0.039,
2008-07,0.036,
2008-10,0.034,
2009-01,0.033,
2009-04,0.032,
2009-07,0.028,
2009-10,0.028,
2010-01,0.026,
2010-04,0.026,
2010-07,0.027,
2010-10,0.024,
2011-01,0.022,
2011-04,0.020,
2011-07,0.020,
2011-10,0.019,
2012-01,0.019,
2012-04,0.017,
2012-07,0.017,
2012-10,0.015,
2013-01,0.015,
2013-04,0.014,
2013-07,0.013,
2013-10,0.014,
2014-01,0.013,
2014-04,0.009,
2014-07,0.008,
2014-10,0.008,
