"",BBK01.OUL154,BBK01.OUL154_FLAGS
"",Sight deposits of local government and local government associations / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:14,
1968-12,0.111,
1969-01,0.100,
1969-02,0.137,
1969-03,0.107,
1969-04,0.098,
1969-05,0.134,
1969-06,0.097,
1969-07,0.093,
1969-08,0.132,
1969-09,0.105,
1969-10,0.099,
1969-11,0.142,
1969-12,0.165,
1970-01,0.115,
1970-02,0.141,
1970-03,0.105,
1970-04,0.100,
1970-05,0.140,
1970-06,0.103,
1970-07,0.092,
1970-08,0.136,
1970-09,0.108,
1970-10,0.101,
1970-11,0.150,
1970-12,0.127,
1971-01,0.115,
1971-02,0.155,
1971-03,0.114,
1971-04,0.100,
1971-05,0.159,
1971-06,0.116,
1971-07,0.105,
1971-08,0.158,
1971-09,0.123,
1971-10,0.116,
1971-11,0.164,
1971-12,0.145,
1972-01,0.133,
1972-02,0.173,
1972-03,0.133,
1972-04,0.126,
1972-05,0.178,
1972-06,0.130,
1972-07,0.133,
1972-08,0.185,
1972-09,0.154,
1972-10,0.144,
1972-11,0.208,
1972-12,0.173,
1973-01,0.156,
1973-02,0.203,
1973-03,0.150,
1973-04,0.142,
1973-05,0.194,
1973-06,0.141,
1973-07,0.129,
1973-08,0.184,
1973-09,0.139,
1973-10,0.128,
1973-11,0.205,
1973-12,0.207,
1974-01,0.183,
1974-02,0.232,
1974-03,0.170,
1974-04,0.154,
1974-05,0.219,
1974-06,0.158,
1974-07,0.145,
1974-08,0.218,
1974-09,0.173,
1974-10,0.155,
1974-11,0.235,
1974-12,0.197,
1975-01,0.165,
1975-02,0.216,
1975-03,0.160,
1975-04,0.151,
1975-05,0.230,
1975-06,0.171,
1975-07,0.159,
1975-08,0.242,
1975-09,0.185,
1975-10,0.174,
1975-11,0.268,
1975-12,0.232,
1976-01,0.199,
1976-02,0.264,
1976-03,0.210,
1976-04,0.193,
1976-05,0.295,
1976-06,0.211,
1976-07,0.192,
1976-08,0.278,
1976-09,0.220,
1976-10,0.207,
1976-11,0.312,
1976-12,0.245,
1977-01,0.226,
1977-02,0.304,
1977-03,0.228,
1977-04,0.220,
1977-05,0.326,
1977-06,0.226,
1977-07,0.224,
1977-08,0.318,
1977-09,0.250,
1977-10,0.237,
1977-11,0.365,
1977-12,0.295,
1978-01,0.241,
1978-02,0.338,
1978-03,0.266,
1978-04,0.240,
1978-05,0.355,
1978-06,0.259,
1978-07,0.238,
1978-08,0.329,
1978-09,0.268,
1978-10,0.258,
1978-11,0.377,
1978-12,0.330,
1979-01,0.269,
1979-02,0.376,
1979-03,0.298,
1979-04,0.264,
1979-05,0.384,
1979-06,0.281,
1979-07,0.253,
1979-08,0.370,
1979-09,0.280,
1979-10,0.257,
1979-11,0.377,
1979-12,0.307,
1980-01,0.246,
1980-02,0.343,
1980-03,0.259,
1980-04,0.255,
1980-05,0.372,
1980-06,0.262,
1980-07,0.242,
1980-08,0.360,
1980-09,0.296,
1980-10,0.258,
1980-11,0.405,
1980-12,0.335,
1981-01,0.258,
1981-02,0.359,
1981-03,0.261,
1981-04,0.242,
1981-05,0.377,
1981-06,0.255,
1981-07,0.221,
1981-08,0.350,
1981-09,0.261,
1981-10,0.235,
1981-11,0.374,
1981-12,0.288,
1982-01,0.225,
1982-02,0.338,
1982-03,0.256,
1982-04,0.243,
1982-05,0.378,
1982-06,0.272,
1982-07,0.232,
1982-08,0.368,
1982-09,0.266,
1982-10,0.276,
1982-11,0.419,
1982-12,0.341,
1983-01,0.276,
1983-02,0.388,
1983-03,0.306,
1983-04,0.289,
1983-05,0.423,
1983-06,0.301,
1983-07,0.274,
1983-08,0.423,
1983-09,0.351,
1983-10,0.301,
1983-11,0.462,
1983-12,0.368,
1984-01,0.291,
1984-02,0.409,
1984-03,0.335,
1984-04,0.317,
1984-05,0.434,
1984-06,0.342,
1984-07,0.326,
1984-08,0.422,
1984-09,0.330,
1984-10,0.326,
1984-11,0.464,
1984-12,0.386,
1985-01,0.295,
1985-02,0.412,
1985-03,0.306,
1985-04,0.301,
1985-05,0.433,
1985-06,0.315,
1985-07,0.304,
1985-08,0.450,
1985-09,0.337,
1985-10,0.322,
1985-11,0.489,
1985-12,0.485,
1986-01,0.365,
1986-02,0.495,
1986-03,0.406,
1986-04,0.374,
1986-05,0.548,
1986-06,0.407,
1986-07,0.376,
1986-08,0.507,
1986-09,0.397,
1986-10,0.392,
1986-11,0.562,
1986-12,0.493,
1987-01,0.370,
1987-02,0.494,
1987-03,0.418,
1987-04,0.394,
1987-05,0.547,
1987-06,0.425,
1987-07,0.374,
1987-08,0.545,
1987-09,0.415,
1987-10,0.423,
1987-11,0.622,
1987-12,0.508,
1988-01,0.376,
1988-02,0.555,
1988-03,0.434,
1988-04,0.413,
1988-05,0.605,
1988-06,0.439,
1988-07,0.401,
1988-08,0.581,
1988-09,0.447,
1988-10,0.441,
1988-11,0.625,
1988-12,0.579,
1989-01,0.429,
1989-02,0.591,
1989-03,0.478,
1989-04,0.431,
1989-05,0.616,
1989-06,0.471,
1989-07,0.444,
1989-08,0.621,
1989-09,0.463,
1989-10,0.441,
1989-11,0.644,
1989-12,0.628,
1990-01,0.451,
1990-02,0.661,
1990-03,0.482,
1990-04,0.457,
1990-05,0.614,
1990-06,0.466,
1990-07,0.444,
1990-08,0.588,
1990-09,0.471,
1990-10,0.474,
1990-11,0.656,
1990-12,0.665,
1991-01,0.461,
1991-02,0.622,
1991-03,0.517,
1991-04,0.454,
1991-05,0.656,
1991-06,0.486,
1991-07,0.470,
1991-08,0.663,
1991-09,0.547,
1991-10,0.512,
1991-11,0.743,
1991-12,0.764,
1992-01,0.518,
1992-02,0.684,
1992-03,0.584,
1992-04,0.542,
1992-05,0.744,
1992-06,0.648,
1992-07,0.507,
1992-08,0.781,
1992-09,0.561,
1992-10,0.593,
1992-11,0.853,
1992-12,0.866,
1993-01,0.591,
1993-02,0.805,
1993-03,0.601,
1993-04,0.617,
1993-05,0.826,
1993-06,0.642,
1993-07,0.603,
1993-08,0.808,
1993-09,0.663,
1993-10,0.661,
1993-11,0.920,
1993-12,0.900,
1994-01,0.685,
1994-02,0.867,
1994-03,0.713,
1994-04,0.669,
1994-05,0.904,
1994-06,0.686,
1994-07,0.667,
1994-08,0.916,
1994-09,0.690,
1994-10,0.707,
1994-11,0.940,
1994-12,0.976,
1995-01,0.685,
1995-02,0.892,
1995-03,0.714,
1995-04,0.698,
1995-05,0.849,
1995-06,0.663,
1995-07,0.661,
1995-08,0.869,
1995-09,0.675,
1995-10,0.729,
1995-11,0.943,
1995-12,1.000,
1996-01,0.688,
1996-02,0.869,
1996-03,0.738,
1996-04,0.711,
1996-05,0.896,
1996-06,0.850,
1996-07,0.721,
1996-08,0.898,
1996-09,0.736,
1996-10,0.691,
1996-11,1.011,
1996-12,0.987,
1997-01,0.717,
1997-02,0.887,
1997-03,0.731,
1997-04,0.716,
1997-05,1.002,
1997-06,0.753,
1997-07,0.745,
1997-08,1.066,
1997-09,0.802,
1997-10,0.761,
1997-11,1.016,
1997-12,0.952,
1998-01,0.716,
1998-02,0.891,
1998-03,0.718,
1998-04,0.709,
1998-05,0.949,
1998-06,0.838,
1998-07,0.754,
1998-08,1.001,
1998-09,0.827,
1998-10,0.800,
1998-11,1.206,
1998-12,1.201,
1999-01,0.786,
1999-02,0.971,
1999-03,0.755,
1999-04,0.815,
1999-05,1.090,
1999-06,0.874,
1999-07,0.889,
1999-08,1.187,
1999-09,0.926,
1999-10,0.898,
1999-11,1.152,
1999-12,0.978,
2000-01,0.824,
2000-02,0.990,
2000-03,0.872,
2000-04,0.808,
2000-05,0.964,
2000-06,0.847,
2000-07,0.801,
2000-08,0.957,
2000-09,0.874,
2000-10,0.796,
2000-11,0.952,
2000-12,0.989,
2001-01,0.814,
2001-02,0.985,
2001-03,0.808,
2001-04,0.821,
2001-05,0.978,
2001-06,0.858,
2001-07,0.891,
2001-08,0.962,
2001-09,0.801,
2001-10,0.779,
2001-11,0.974,
2001-12,1.058,
2002-01,0.794,
2002-02,1.007,
2002-03,0.866,
2002-04,0.829,
2002-05,1.043,
2002-06,0.868,
2002-07,0.782,
2002-08,0.992,
2002-09,0.801,
2002-10,0.777,
2002-11,1.015,
2002-12,1.081,
2003-01,0.836,
2003-02,1.017,
2003-03,0.857,
2003-04,0.823,
2003-05,1.037,
2003-06,0.890,
2003-07,0.912,
2003-08,1.154,
2003-09,0.933,
