"",BBK01.OUA325,BBK01.OUA325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:52,
1999-01,202.393,
1999-02,214.570,
1999-03,217.966,
1999-04,221.144,
1999-05,221.462,
1999-06,222.845,
1999-07,220.857,
1999-08,221.858,
1999-09,227.638,
1999-10,230.527,
1999-11,251.781,
1999-12,245.474,
2000-01,254.012,
2000-02,256.004,
2000-03,273.567,
2000-04,277.628,
2000-05,280.015,
2000-06,263.284,
2000-07,267.400,
2000-08,273.276,
2000-09,275.644,
2000-10,286.756,
2000-11,287.660,
2000-12,272.820,
2001-01,282.749,
2001-02,289.073,
2001-03,302.567,
2001-04,318.043,
2001-05,332.930,
2001-06,315.247,
2001-07,317.568,
2001-08,317.576,
2001-09,312.148,
2001-10,328.468,
2001-11,317.132,
2001-12,303.483,
2002-01,312.272,
2002-02,312.082,
2002-03,313.242,
2002-04,315.034,
2002-05,314.920,
2002-06,295.901,
2002-07,300.345,
2002-08,288.590,
2002-09,292.287,
2002-10,293.881,
2002-11,298.237,
2002-12,271.321,
2003-01,274.717,
2003-02,278.750,
2003-03,289.501,
2003-04,284.846,
2003-05,286.405,
2003-06,277.849,
2003-07,281.026,
2003-08,279.928,
2003-09,281.747,
2003-10,284.211,
2003-11,286.316,
2003-12,261.944,
2004-01,271.517,
2004-02,283.437,
2004-03,278.789,
2004-04,276.038,
2004-05,277.724,
2004-06,259.993,
2004-07,259.480,
2004-08,268.086,
2004-09,275.940,
2004-10,273.725,
2004-11,283.240,
2004-12,261.950,
2005-01,292.769,
2005-02,303.931,
2005-03,286.766,
2005-04,307.300,
2005-05,302.822,
2005-06,275.255,
2005-07,273.358,
2005-08,269.598,
2005-09,279.805,
2005-10,278.746,
2005-11,288.051,
2005-12,260.237,
2006-01,283.376,
2006-02,269.130,
2006-03,265.366,
2006-04,269.859,
2006-05,263.907,
2006-06,263.583,
2006-07,262.105,
2006-08,278.127,
2006-09,277.636,
2006-10,277.638,
2006-11,276.224,
2006-12,252.008,
2007-01,256.256,
2007-02,262.326,
2007-03,252.537,
2007-04,260.696,
2007-05,275.178,
2007-06,267.328,
2007-07,251.805,
2007-08,251.084,
2007-09,251.353,
2007-10,246.205,
2007-11,264.016,
2007-12,240.780,
2008-01,253.509,
2008-02,268.004,
2008-03,271.825,
2008-04,280.959,
2008-05,272.944,
2008-06,262.419,
2008-07,273.674,
2008-08,278.139,
2008-09,265.396,
2008-10,267.297,
2008-11,251.506,
2008-12,275.836,
2009-01,294.779,
2009-02,269.890,
2009-03,263.618,
2009-04,280.126,
2009-05,230.441,
2009-06,229.402,
2009-07,242.770,
2009-08,236.218,
2009-09,228.536,
2009-10,235.884,
2009-11,230.707,
2009-12,210.098,
2010-01,229.274,
2010-02,235.976,
2010-03,227.775,
2010-04,254.063,
2010-05,257.419,
2010-06,241.383,
2010-07,246.675,
2010-08,245.933,
2010-09,242.642,
2010-10,244.763,
2010-11,255.743,
2010-12,215.570,
2011-01,228.126,
2011-02,225.906,
2011-03,208.018,
2011-04,223.771,
2011-05,224.696,
2011-06,218.132,
2011-07,216.987,
2011-08,220.925,
2011-09,230.807,
2011-10,237.244,
2011-11,229.574,
2011-12,214.515,
2012-01,219.890,
2012-02,222.311,
2012-03,230.037,
2012-04,233.551,
2012-05,232.558,
2012-06,226.152,
2012-07,234.763,
2012-08,233.757,
2012-09,236.954,
2012-10,233.429,
2012-11,231.677,
2012-12,227.494,
2013-01,229.518,
2013-02,236.572,
2013-03,234.716,
2013-04,247.172,
2013-05,249.113,
2013-06,241.642,
2013-07,239.815,
2013-08,244.960,
2013-09,237.388,
2013-10,238.790,
2013-11,249.282,
2013-12,250.851,
2014-01,248.645,
2014-02,245.172,
2014-03,241.482,
2014-04,248.438,
2014-05,249.861,
2014-06,248.541,
2014-07,258.665,
2014-08,251.845,
2014-09,253.260,
2014-10,252.961,
2014-11,251.201,
2014-12,214.900,Provisional value
