"",BBK01.WX0200,BBK01.WX0200_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 28.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:33,
2002-01,5.438,
2002-02,5.574,
2002-03,5.810,
2002-04,5.727,
2002-05,5.756,
2002-06,5.451,
2002-07,5.343,
2002-08,5.200,
2002-09,5.119,
2002-10,5.302,
2002-11,5.275,
2002-12,5.081,
2003-01,4.925,
2003-02,4.974,
2003-03,5.116,
2003-04,5.170,
2003-05,4.908,
2003-06,5.076,
2003-07,5.354,
2003-08,5.181,
2003-09,5.191,
2003-10,5.283,
2003-11,5.357,
2003-12,5.261,
2004-01,5.289,
2004-02,5.201,
2004-03,5.121,
2004-04,5.228,
2004-05,5.378,
2004-06,5.213,
2004-07,5.126,
2004-08,4.980,
2004-09,4.925,
2004-10,4.850,
2004-11,4.683,
2004-12,4.536,
2005-01,4.272,
2005-02,4.425,
2005-03,4.356,
2005-04,4.256,
2005-05,4.088,
2005-06,3.913,
2005-07,4.013,
2005-08,3.830,
2005-09,3.852,
2005-10,4.024,
2005-11,4.038,
2005-12,3.827,
2006-01,4.023,
2006-02,4.015,
2006-03,4.306,
2006-04,4.494,
2006-05,4.612,
2006-06,4.629,
2006-07,4.527,
2006-08,4.318,
2006-09,4.171,
2006-10,4.075,
2006-11,4.051,
2006-12,4.288,
2007-01,4.454,
2007-02,4.320,
2007-03,4.476,
2007-04,4.532,
2007-05,4.756,
2007-06,4.969,
2007-07,4.792,
2007-08,4.823,
2007-09,4.907,
2007-10,4.831,
2007-11,4.920,
2007-12,4.917,
2008-01,4.778,
2008-02,4.714,
2008-03,4.713,
2008-04,4.853,
2008-05,5.001,
2008-06,4.897,
2008-07,4.760,
2008-08,4.626,
2008-09,4.456,
2008-10,4.203,
2008-11,3.535,
2008-12,3.467,
2009-01,3.660,
2009-02,3.478,
2009-03,3.688,
2009-04,3.792,
2009-05,4.050,
2009-06,4.125,
2009-07,4.047,
2009-08,3.958,
2009-09,4.039,
2009-10,4.018,
2009-11,3.880,
2009-12,4.018,
2010-01,3.907,
2010-02,3.783,
2010-03,3.782,
2010-04,3.614,
2010-05,3.246,
2010-06,3.298,
2010-07,3.432,
2010-08,2.606,
2010-09,2.874,
2010-10,2.989,
2010-11,3.210,
2010-12,3.531,
2011-01,3.712,
2011-02,3.699,
2011-03,3.918,
2011-04,3.829,
2011-05,3.689,
2011-06,3.925,
2011-07,3.482,
2011-08,3.247,
2011-09,2.744,
2011-10,2.858,
2011-11,2.873,
2011-12,2.574,
2012-01,2.506,
2012-02,2.540,
2012-03,2.571,
2012-04,2.528,
2012-05,1.873,
2012-06,2.304,
2012-07,2.255,
2012-08,2.232,
2012-09,2.383,
2012-10,2.402,
2012-11,2.361,
2012-12,2.296,
2013-01,2.499,
2013-02,2.469,
2013-03,2.401,
2013-04,2.219,
2013-05,2.494,
2013-06,2.583,
2013-07,2.583,
2013-08,2.784,
2013-09,2.693,
2013-10,2.702,
2013-11,2.693,
2013-12,2.834,
2014-01,2.602,
2014-02,2.597,
2014-03,2.532,
2014-04,2.447,
2014-05,2.354,
2014-06,2.273,
2014-07,2.141,
2014-08,1.816,
2014-09,1.991,
2014-10,1.864,
2014-11,1.666,
2014-12,1.495,
2015-01,1.183,
