"",BBK01.OEAA01P,BBK01.OEAA01P_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:47,
2002-01,23.146,
2002-04,23.259,
2002-07,23.285,
2002-10,22.998,
2003-01,23.425,
2003-04,23.519,
2003-07,23.365,
2003-10,23.390,
2004-01,23.358,
2004-04,23.594,
2004-07,23.820,
2004-10,23.775,
2005-01,24.081,
2005-04,24.371,
2005-07,24.446,
2005-10,24.280,
2006-01,24.307,
2006-04,24.404,
2006-07,24.208,
2006-10,24.586,
2007-01,24.499,
2007-04,24.578,
2007-07,24.787,
2007-10,25.232,
2008-01,25.349,
2008-04,26.086,
2008-07,26.359,
2008-10,26.390,
2009-01,26.341,
2009-04,26.680,
2009-07,26.713,
2009-10,26.931,
2010-01,26.939,
2010-04,27.426,
2010-07,27.255,
2010-10,27.705,
2011-01,27.945,
2011-04,28.399,
2011-07,28.495,
2011-10,28.978,
2012-01,29.229,
2012-04,29.864,
2012-07,29.919,
2012-10,30.092,
2013-01,30.162,
2013-04,31.497,
2013-07,31.606,
2013-10,31.629,
2014-01,31.570,
2014-04,31.587,
2014-07,31.613,
