"",BBK01.TU2015,BBK01.TU2015_FLAGS
"",Foreign branches: Other assets,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:14,
1973-06,0.087,
1973-07,0.135,
1973-08,0.044,
1973-09,0.145,
1973-10,0.051,
1973-11,0.063,
1973-12,0.061,
1974-01,0.096,
1974-02,0.111,
1974-03,0.085,
1974-04,0.085,
1974-05,0.136,
1974-06,0.200,
1974-07,0.218,
1974-08,0.185,
1974-09,0.164,
1974-10,0.121,
1974-11,0.144,
1974-12,0.047,
1975-01,0.209,
1975-02,0.096,
1975-03,0.178,
1975-04,0.222,
1975-05,0.239,
1975-06,0.190,
1975-07,0.085,
1975-08,0.063,
1975-09,0.138,
1975-10,0.067,
1975-11,0.075,
1975-12,0.288,
1976-01,0.166,
1976-02,0.061,
1976-03,0.050,
1976-04,0.095,
1976-05,0.069,
1976-06,0.098,
1976-07,0.138,
1976-08,0.181,
1976-09,0.176,
1976-10,0.072,
1976-11,0.733,
1976-12,0.522,
1977-01,0.199,
1977-02,0.171,
1977-03,0.306,
1977-04,0.228,
1977-05,0.165,
1977-06,0.265,
1977-07,0.298,
1977-08,0.153,
1977-09,0.131,
1977-10,0.148,
1977-11,0.178,
1977-12,0.415,
1978-01,0.363,
1978-02,0.615,
1978-03,0.170,
1978-04,0.341,
1978-05,0.164,
1978-06,0.273,
1978-07,0.217,
1978-08,0.665,
1978-09,0.426,
1978-10,0.395,
1978-11,0.298,
1978-12,1.036,
1979-01,0.667,
1979-02,0.535,
1979-03,0.457,
1979-04,0.605,
1979-05,0.528,
1979-06,0.356,
1979-07,0.313,
1979-08,0.442,
1979-09,0.401,
1979-10,0.555,
1979-11,0.433,
1979-12,1.123,
1980-01,0.918,
1980-02,0.692,
1980-03,0.652,
1980-04,0.897,
1980-05,0.480,
1980-06,0.769,
1980-07,0.709,
1980-08,0.801,
1980-09,0.897,
1980-10,0.695,
1980-11,0.659,
1980-12,0.827,
1981-01,0.786,
1981-02,0.699,
1981-03,1.037,
1981-04,0.632,
1981-05,0.692,
1981-06,0.644,
1981-07,0.787,
1981-08,0.689,
1981-09,0.837,
1981-10,0.782,
1981-11,0.682,
1981-12,1.033,
1982-01,0.943,
1982-02,0.775,
1982-03,1.081,
1982-04,0.764,
1982-05,0.703,
1982-06,0.825,
1982-07,0.952,
1982-08,0.784,
1982-09,0.762,
1982-10,0.853,
1982-11,0.745,
1982-12,0.878,
1983-01,0.802,
1983-02,0.844,
1983-03,0.923,
1983-04,0.788,
1983-05,1.020,
1983-06,1.207,
1983-07,1.530,
1983-08,1.272,
1983-09,1.071,
1983-10,1.127,
1983-11,0.970,
1983-12,1.682,
1984-01,0.947,
1984-02,1.061,
1984-03,1.266,
1984-04,1.116,
1984-05,0.987,
1984-06,1.631,
1984-07,1.921,
1984-08,1.559,
1984-09,2.039,
1984-10,1.839,
1984-11,1.905,
1984-12,2.682,
1985-01,2.120,
1985-02,1.992,
1985-03,1.544,
1985-04,2.039,
1985-05,1.450,
1985-06,1.603,
1985-07,1.287,
1985-08,1.730,
1985-09,1.616,
1985-10,1.883,
1985-11,1.479,
1985-12,2.091,
1986-01,1.398,
1986-02,0.937,
1986-03,0.949,
1986-04,1.009,
1986-05,1.038,
1986-06,1.020,
1986-07,1.159,
1986-08,1.345,
1986-09,1.076,
1986-10,1.289,
1986-11,1.291,
1986-12,1.367,
1987-01,1.252,
1987-02,1.321,
1987-03,1.409,
1987-04,1.085,
1987-05,1.068,
1987-06,1.134,
1987-07,1.052,
1987-08,0.955,
1987-09,1.135,
1987-10,1.224,
1987-11,1.587,
1987-12,1.887,
1988-01,1.598,
1988-02,1.535,
1988-03,1.641,
1988-04,1.646,
1988-05,1.746,
1988-06,1.526,
1988-07,1.593,
1988-08,1.896,
1988-09,2.244,
1988-10,2.209,
1988-11,2.131,
1988-12,2.666,
1989-01,2.109,
1989-02,2.552,
1989-03,2.124,
1989-04,2.774,
1989-05,2.777,
1989-06,2.590,
1989-07,2.588,
1989-08,2.350,
1989-09,2.950,
1989-10,2.675,
1989-11,3.391,
1989-12,3.944,
1990-01,2.725,
1990-02,2.601,
1990-03,3.557,
1990-04,2.977,
1990-05,2.812,
1990-06,2.621,
1990-07,3.095,
1990-08,2.958,
1990-09,3.460,
1990-10,4.047,
1990-11,2.848,
1990-12,4.774,
1991-01,3.576,
1991-02,3.735,
1991-03,4.791,
1991-04,4.971,
1991-05,4.642,
1991-06,5.963,
1991-07,5.839,
1991-08,6.278,
1991-09,4.735,
1991-10,4.870,
1991-11,5.001,
1991-12,6.457,
1992-01,6.087,
1992-02,5.972,
1992-03,5.206,
1992-04,5.641,
1992-05,5.178,
1992-06,6.494,
1992-07,6.078,
1992-08,5.837,
1992-09,4.554,
1992-10,4.851,
1992-11,4.982,
1992-12,7.071,
1993-01,4.500,
1993-02,4.818,
1993-03,5.797,
1993-04,5.423,
1993-05,5.251,
1993-06,5.940,
1993-07,5.174,
1993-08,5.919,
1993-09,5.226,
1993-10,5.960,
1993-11,5.556,
1993-12,6.975,
1994-01,7.637,
1994-02,5.743,
1994-03,5.695,
1994-04,5.588,
1994-05,5.321,
1994-06,5.624,
1994-07,5.189,
1994-08,4.832,
1994-09,5.658,
1994-10,5.385,
1994-11,5.681,
1994-12,6.940,
1995-01,6.340,
1995-02,6.847,
1995-03,6.761,
1995-04,6.471,
1995-05,6.142,
1995-06,6.225,
1995-07,6.194,
1995-08,6.755,
1995-09,6.991,
1995-10,7.480,
1995-11,7.439,
1995-12,9.460,
1996-01,8.237,
1996-02,8.249,
1996-03,8.028,
1996-04,7.816,
1996-05,8.713,
1996-06,8.952,
1996-07,9.142,
1996-08,9.542,
1996-09,9.849,
1996-10,10.413,
1996-11,9.616,
1996-12,11.805,
1997-01,12.740,
1997-02,12.272,
1997-03,12.622,
1997-04,12.717,
1997-05,12.284,
1997-06,12.752,
1997-07,14.188,
1997-08,14.506,
1997-09,14.841,
1997-10,14.740,
1997-11,15.857,
1997-12,20.936,
1998-01,16.848,
1998-02,18.126,
1998-03,21.016,
1998-04,22.120,
1998-05,24.874,
1998-06,31.216,
1998-07,33.536,
1998-08,35.300,
1998-09,31.415,
1998-10,34.371,
1998-11,37.164,
1998-12,45.822,
1999-01,43.999,
1999-02,45.030,
1999-03,39.671,
1999-04,47.595,
1999-05,43.134,
1999-06,48.828,
1999-07,55.992,
1999-08,60.141,
1999-09,61.437,
1999-10,63.629,
1999-11,60.824,
1999-12,63.447,
2000-01,51.013,
2000-02,59.454,
2000-03,58.066,
2000-04,44.031,
2000-05,54.935,
2000-06,60.766,
2000-07,60.764,
2000-08,65.359,
2000-09,69.656,
2000-10,67.279,
2000-11,66.410,
2000-12,72.026,
2001-01,61.643,
2001-02,67.487,
2001-03,47.000,
2001-04,62.794,
2001-05,69.360,
2001-06,49.760,
2001-07,63.780,
2001-08,71.203,
2001-09,73.793,
2001-10,74.199,
2001-11,73.867,
2001-12,73.896,
2002-01,70.965,
2002-02,77.830,
2002-03,80.689,
2002-04,67.437,
2002-05,49.739,
2002-06,58.353,
2002-07,60.388,
2002-08,56.322,
2002-09,45.134,
2002-10,63.083,
2002-11,69.431,
2002-12,59.019,
2003-01,60.387,
2003-02,54.244,
2003-03,48.628,
2003-04,49.499,
2003-05,54.638,
2003-06,66.961,
2003-07,78.611,
2003-08,70.029,
2003-09,60.135,
2003-10,66.786,
2003-11,66.585,
2003-12,62.474,
2004-01,69.084,
2004-02,67.813,
2004-03,67.918,
2004-04,68.831,
2004-05,71.155,
2004-06,83.291,
2004-07,85.571,
2004-08,89.078,
2004-09,87.320,
2004-10,93.640,
2004-11,100.094,
2004-12,100.732,
2005-01,108.887,
2005-02,108.843,
2005-03,111.728,
2005-04,114.814,
2005-05,117.437,
2005-06,117.172,
2005-07,120.023,
2005-08,130.881,
2005-09,128.642,
2005-10,140.972,
2005-11,156.284,
2005-12,107.594,
2006-01,112.161,
2006-02,95.785,
2006-03,94.313,
2006-04,92.965,
2006-05,85.519,
2006-06,92.064,
2006-07,106.798,
2006-08,109.157,
2006-09,104.091,
2006-10,114.788,
2006-11,135.087,
2006-12,134.339,
2007-01,147.413,
2007-02,141.353,
2007-03,130.248,
2007-04,141.643,
2007-05,142.055,
2007-06,159.695,
2007-07,151.712,
2007-08,153.490,
2007-09,157.381,
2007-10,157.169,
2007-11,165.372,
2007-12,161.844,
2008-01,155.280,
2008-02,145.836,
2008-03,142.175,
2008-04,158.256,
2008-05,152.902,
2008-06,128.877,
2008-07,130.181,
2008-08,128.217,
2008-09,123.967,
2008-10,191.864,
2008-11,177.522,
2008-12,159.513,
2009-01,177.136,
2009-02,215.704,
2009-03,201.392,
2009-04,217.372,
2009-05,220.920,
2009-06,204.421,
2009-07,203.171,
2009-08,202.586,
2009-09,193.524,
2009-10,219.547,
2009-11,238.416,
2009-12,190.936,
2010-01,231.479,
2010-02,225.256,
2010-03,182.371,
2010-04,188.153,
2010-05,196.784,
2010-06,217.381,
2010-07,208.343,
2010-08,196.998,
2010-09,192.911,
2010-10,236.541,
2010-11,262.638,
2010-12,938.206,
2011-01,775.387,
2011-02,773.393,
2011-03,755.406,
2011-04,816.385,
2011-05,761.547,
2011-06,763.758,
2011-07,825.258,
2011-08,939.080,
2011-09,1131.843,
2011-10,983.557,
2011-11,1031.268,
2011-12,1070.222,
2012-01,1035.657,
2012-02,1020.113,
2012-03,902.286,
2012-04,941.214,
2012-05,1123.646,
2012-06,1004.047,
2012-07,1089.912,
2012-08,1052.290,
2012-09,994.613,
2012-10,1000.029,
2012-11,1003.416,
2012-12,940.387,
2013-01,933.788,
2013-02,926.499,
2013-03,886.158,
2013-04,918.110,
2013-05,873.834,
2013-06,818.318,
2013-07,793.890,
2013-08,772.257,
2013-09,688.446,
2013-10,754.392,
2013-11,761.376,
2013-12,771.077,
2014-01,790.053,
2014-02,740.657,
2014-03,667.877,
2014-04,689.500,
2014-05,717.560,
2014-06,674.110,
2014-07,714.785,
2014-08,772.972,
2014-09,706.921,
2014-10,774.974,
2014-11,825.500,
