"",BBDE1.M.DE.Y.BAA1.N2C190000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C190000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 19 Manufacture of coke and refined petroleum products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:51,
1991-01,93.3,
1991-02,94.5,
1991-03,92.7,
1991-04,92.4,
1991-05,96.2,
1991-06,95.6,
1991-07,94.8,
1991-08,92.3,
1991-09,91.9,
1991-10,94.5,
1991-11,93.1,
1991-12,85.7,
1992-01,97.1,
1992-02,95.5,
1992-03,96.0,
1992-04,94.4,
1992-05,86.6,
1992-06,91.9,
1992-07,90.4,
1992-08,99.0,
1992-09,92.7,
1992-10,90.3,
1992-11,94.1,
1992-12,93.2,
1993-01,93.1,
1993-02,92.3,
1993-03,89.8,
1993-04,97.3,
1993-05,90.4,
1993-06,93.2,
1993-07,97.4,
1993-08,97.2,
1993-09,97.7,
1993-10,88.8,
1993-11,95.3,
1993-12,100.2,
1994-01,95.3,
1994-02,95.5,
1994-03,94.9,
1994-04,95.3,
1994-05,99.5,
1994-06,99.1,
1994-07,96.2,
1994-08,96.5,
1994-09,95.7,
1994-10,98.9,
1994-11,100.5,
1994-12,96.4,
1995-01,99.8,
1995-02,98.5,
1995-03,97.2,
1995-04,96.3,
1995-05,95.6,
1995-06,94.8,
1995-07,96.8,
1995-08,99.3,
1995-09,100.2,
1995-10,99.0,
1995-11,97.2,
1995-12,96.5,
1996-01,95.3,
1996-02,95.6,
1996-03,99.6,
1996-04,93.7,
1996-05,97.3,
1996-06,99.2,
1996-07,97.8,
1996-08,96.2,
1996-09,100.2,
1996-10,98.4,
1996-11,97.7,
1996-12,96.7,
1997-01,92.0,
1997-02,95.7,
1997-03,99.8,
1997-04,100.8,
1997-05,95.9,
1997-06,85.8,
1997-07,90.9,
1997-08,88.8,
1997-09,87.8,
1997-10,89.8,
1997-11,90.6,
1997-12,93.6,
1998-01,100.9,
1998-02,100.5,
1998-03,95.9,
1998-04,100.9,
1998-05,103.8,
1998-06,99.6,
1998-07,103.2,
1998-08,101.9,
1998-09,103.6,
1998-10,102.2,
1998-11,95.8,
1998-12,96.3,
1999-01,99.2,
1999-02,102.7,
1999-03,108.2,
1999-04,88.0,
1999-05,99.2,
1999-06,100.3,
1999-07,98.9,
1999-08,100.8,
1999-09,101.4,
1999-10,100.9,
1999-11,106.4,
1999-12,108.5,
2000-01,105.0,
2000-02,102.7,
2000-03,104.1,
2000-04,103.6,
2000-05,103.6,
2000-06,94.4,
2000-07,103.5,
2000-08,108.1,
2000-09,100.0,
2000-10,104.1,
2000-11,101.9,
2000-12,104.0,
2001-01,105.5,
2001-02,100.1,
2001-03,100.3,
2001-04,98.6,
2001-05,100.8,
2001-06,100.2,
2001-07,103.4,
2001-08,101.1,
2001-09,93.6,
2001-10,93.7,
2001-11,100.1,
2001-12,106.5,
2002-01,99.4,
2002-02,100.2,
2002-03,102.2,
2002-04,102.3,
2002-05,97.4,
2002-06,97.5,
2002-07,100.5,
2002-08,100.7,
2002-09,99.5,
2002-10,95.6,
2002-11,97.4,
2002-12,99.0,
2003-01,97.6,
2003-02,99.3,
2003-03,100.5,
2003-04,103.6,
2003-05,96.2,
2003-06,96.2,
2003-07,89.3,
2003-08,98.3,
2003-09,102.3,
2003-10,101.7,
2003-11,102.6,
2003-12,98.3,
2004-01,102.8,
2004-02,107.1,
2004-03,102.3,
2004-04,108.1,
2004-05,113.9,
2004-06,112.4,
2004-07,110.2,
2004-08,109.7,
2004-09,108.8,
2004-10,112.1,
2004-11,106.3,
2004-12,110.7,
2005-01,116.2,
2005-02,110.9,
2005-03,112.3,
2005-04,106.4,
2005-05,115.3,
2005-06,111.6,
2005-07,108.5,
2005-08,115.9,
2005-09,113.2,
2005-10,116.0,
2005-11,112.6,
2005-12,114.1,
2006-01,110.8,
2006-02,111.1,
2006-03,106.5,
2006-04,111.5,
2006-05,117.1,
2006-06,114.5,
2006-07,112.3,
2006-08,113.9,
2006-09,108.0,
2006-10,109.2,
2006-11,116.2,
2006-12,114.1,
2007-01,113.2,
2007-02,114.1,
2007-03,112.3,
2007-04,109.1,
2007-05,107.6,
2007-06,112.4,
2007-07,112.4,
2007-08,105.9,
2007-09,112.8,
2007-10,109.8,
2007-11,110.7,
2007-12,113.2,
2008-01,112.4,
2008-02,111.0,
2008-03,118.4,
2008-04,114.4,
2008-05,109.2,
2008-06,109.3,
2008-07,110.7,
2008-08,107.9,
2008-09,100.9,
2008-10,113.2,
2008-11,115.3,
2008-12,107.5,
2009-01,100.2,
2009-02,100.9,
2009-03,105.5,
2009-04,107.0,
2009-05,102.1,
2009-06,106.6,
2009-07,102.8,
2009-08,101.1,
2009-09,101.7,
2009-10,98.9,
2009-11,99.2,
2009-12,92.7,
2010-01,97.7,
2010-02,95.5,
2010-03,94.8,
2010-04,98.7,
2010-05,100.7,
2010-06,102.6,
2010-07,99.9,
2010-08,101.9,
2010-09,103.8,
2010-10,101.5,
2010-11,101.9,
2010-12,101.3,
2011-01,102.5,
2011-02,100.9,
2011-03,98.8,
2011-04,98.1,
2011-05,96.9,
2011-06,97.6,
2011-07,102.5,
2011-08,101.1,
2011-09,98.6,
2011-10,102.2,
2011-11,99.1,
2011-12,100.7,
2012-01,98.9,
2012-02,100.6,
2012-03,101.3,
2012-04,101.5,
2012-05,103.1,
2012-06,92.5,
2012-07,101.4,
2012-08,103.3,
2012-09,105.3,
2012-10,103.6,
2012-11,102.3,
2012-12,102.5,
2013-01,101.0,
2013-02,99.1,
2013-03,98.7,
2013-04,95.6,
2013-05,99.8,
2013-06,100.1,
2013-07,99.8,
2013-08,98.8,
2013-09,96.4,
2013-10,99.3,
2013-11,99.1,
2013-12,98.8,
2014-01,100.2,
2014-02,101.7,
2014-03,99.6,
2014-04,104.7,
2014-05,97.5,
2014-06,87.0,
2014-07,93.8,
2014-08,102.1,
2014-09,99.3,
2014-10,94.8,Provisional value
2014-11,96.6,Provisional value
2014-12,99.9,Provisional value
