"",BBK01.PQL353,BBK01.PQL353_FLAGS
"",Lending to domestic enterprises and resident individuals / Long-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:12,
1958-10,0.852,
1959-01,-,Nothing exists
1959-04,0.951,
1959-07,-,Nothing exists
1959-10,1.107,
1960-01,-,Nothing exists
1960-04,1.230,
1960-07,-,Nothing exists
1960-10,1.332,
1961-01,-,Nothing exists
1961-04,1.470,
1961-07,-,Nothing exists
1961-10,1.665,
1962-01,-,Nothing exists
1962-04,1.858,
1962-07,-,Nothing exists
1962-10,2.182,
1963-01,-,Nothing exists
1963-04,2.404,
1963-07,-,Nothing exists
1963-10,2.699,
1964-01,-,Nothing exists
1964-04,2.969,
1964-07,-,Nothing exists
1964-10,3.308,
1965-01,3.456,
1965-04,3.614,
1965-07,3.830,
1965-10,4.247,
1966-01,4.402,
1966-04,4.533,
1966-07,4.692,
1966-10,4.783,
1967-01,4.865,
1967-04,4.950,
1967-07,5.112,
1967-10,5.359,
1968-01,5.567,
1968-04,5.780,
1968-07,6.085,
1968-10,6.706,
1969-01,6.965,
1969-04,7.247,
1969-07,7.639,
1969-10,8.025,
1970-01,8.266,
1970-04,8.549,
1970-07,8.923,
1970-10,9.349,
1971-01,9.669,
1971-04,10.086,
1971-07,10.640,
1971-10,11.145,
1972-01,11.589,
1972-04,12.177,
1972-07,12.829,
1972-10,13.640,
1973-01,14.226,
1973-04,14.755,
1973-07,15.183,
1973-10,16.672,
1974-01,16.843,
1974-04,17.104,
1974-07,17.413,
1974-10,17.839,
1975-01,18.088,
1975-04,18.535,
1975-07,19.226,
1975-10,20.191,
1976-01,20.763,
1976-04,21.508,
1976-07,22.384,
1976-10,23.673,
1977-01,24.276,
1977-04,25.120,
1977-07,26.100,
1977-10,27.298,
1978-01,28.052,
1978-04,29.241,
1978-07,30.720,
1978-10,32.568,
1979-01,33.763,
1979-04,35.422,
1979-07,37.331,
1979-10,39.437,
1980-01,40.766,
1980-04,42.044,
1980-07,43.374,
1980-10,45.022,
1981-01,45.919,
1981-04,46.889,
1981-07,47.896,
1981-10,49.031,
1982-01,49.487,
1982-04,50.234,
1982-07,51.363,
1982-10,52.781,
1983-01,53.397,
1983-04,55.242,
1983-07,56.961,
1983-10,59.336,
1984-01,60.149,
1984-04,61.478,
1984-07,63.204,
1984-10,65.232,
1985-01,65.974,
1985-04,67.160,
1985-07,68.489,
1985-10,78.598,
1986-01,78.996,
1986-04,80.129,
1986-07,81.459,
1986-10,83.429,
1987-01,83.893,
1987-04,85.074,
1987-07,86.890,
1987-10,89.137,
1988-01,90.230,
1988-04,91.647,
1988-07,93.806,
1988-10,95.941,
1989-01,96.925,
1989-04,98.674,
1989-07,100.448,
1989-10,103.073,
1990-01,104.030,
1990-04,105.953,
1990-07,108.140,
1990-10,110.972,
1991-01,111.559,
1991-04,113.016,
1991-07,115.696,
1991-10,119.579,
1992-01,121.227,
1992-04,123.887,
1992-07,127.035,
1992-10,130.704,
1993-01,131.965,
1993-04,135.091,
1993-07,138.950,
1993-10,145.436,
1994-01,149.083,
1994-04,153.595,
1994-07,158.607,
1994-10,165.677,
1995-01,168.341,
1995-04,172.011,
1995-07,176.457,
1995-10,182.340,
1996-01,184.650,
1996-04,188.335,
1996-07,192.913,
1996-10,198.930,
1997-01,200.671,
1997-04,204.539,
1997-07,208.980,
1997-10,214.210,
1998-01,216.023,
1998-04,219.310,
1998-07,223.898,
1998-10,231.560,
1999-01,204.874,
1999-04,211.259,
1999-07,216.260,
1999-10,225.134,
2000-01,226.965,
2000-04,230.017,
2000-07,233.064,
2000-10,237.375,
2001-01,237.772,
2001-04,239.849,
2001-07,242.345,
2001-10,245.532,
2002-01,246.188,
2002-04,248.553,
2002-07,250.839,
2002-10,254.006,
2003-01,254.004,
2003-04,256.761,
2003-07,260.313,
2003-10,264.371,
2004-01,265.029,
2004-04,267.853,
2004-07,270.900,
2004-10,275.494,
2005-01,275.369,
2005-04,278.224,
2005-07,281.688,
2005-10,286.011,
2006-01,287.363,
2006-04,290.533,
2006-07,293.471,
2006-10,295.028,
2007-01,295.525,
2007-04,297.666,
2007-07,300.538,
2007-10,302.689,
2008-01,303.163,
2008-04,306.015,
2008-07,309.272,
2008-10,311.502,
2009-01,312.045,
2009-04,315.668,
2009-07,320.294,
2009-10,325.098,
2010-01,326.605,
2010-04,332.383,
2010-07,337.488,
2010-10,342.539,
2011-01,344.844,
2011-04,349.829,
2011-07,354.510,
2011-10,359.624,
2012-01,362.096,
2012-04,365.388,
2012-07,370.693,
2012-10,375.538,
2013-01,377.655,
2013-04,382.738,
2013-07,388.915,
2013-10,393.500,
2014-01,396.074,
2014-04,400.939,
2014-07,406.754,
2014-10,412.189,
