"",BBK01.BQ3320,BBK01.BQ3320_FLAGS
"",State government debt (Germany as a whole) - loans from other non-banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:48,
1991-01,5611.0,Corrected value
1991-04,5609.4,Corrected value
1991-07,5471.0,Corrected value
1991-10,5566.6,Corrected value
1992-01,5390.6,Corrected value
1992-04,5276.9,Corrected value
1992-07,5151.6,Corrected value
1992-10,5309.1,Corrected value
1993-01,5244.1,Corrected value
1993-04,5157.7,Corrected value
1993-07,5034.2,Corrected value
1993-10,6074.1,Corrected value
1994-01,5720.8,Corrected value
1994-04,5612.2,Corrected value
1994-07,5238.1,Corrected value
1994-10,5973.4,Corrected value
1995-01,6363.8,Corrected value
1995-04,6112.3,Corrected value
1995-07,6018.8,Corrected value
1995-10,6340.3,Corrected value
1996-01,6053.7,Corrected value
1996-04,6305.3,Corrected value
1996-07,6383.3,Corrected value
1996-10,6518.5,Corrected value
1997-01,6364.4,Corrected value
1997-04,6273.6,Corrected value
1997-07,6223.6,Corrected value
1997-10,6126.2,Corrected value
1998-01,5980.9,Corrected value
1998-04,5527.1,Corrected value
1998-07,4810.5,Corrected value
1998-10,5596.5,Corrected value
1999-01,4655.5,
1999-04,4704.8,
1999-07,4658.3,
1999-10,5168.2,
2000-01,4967.9,
2000-04,5137.9,
2000-07,5100.4,
2000-10,5973.8,
2001-01,5628.7,
2001-04,6778.2,
2001-07,6987.3,
2001-10,9144.6,
2002-01,11491.4,
2002-04,11955.3,
2002-07,13314.7,
2002-10,15113.0,
2003-01,18813.9,Corrected value
2003-04,20826.1,Corrected value
2003-07,22462.9,
2003-10,23854.4,
2004-01,29547.6,
2004-04,32054.0,
2004-07,33112.2,
2004-10,39122.4,
2005-01,41038.5,
2005-04,42463.3,
2005-07,44301.3,
2005-10,48216.3,
2006-01,50056.5,
2006-04,51748.3,
2006-07,53090.5,
2006-10,55876.2,
2007-01,50949.7,Provisional value
2007-04,54626.7,
2007-07,53290.1,
2007-10,60264.2,
2008-01,58039.4,
2008-04,57116.4,
2008-07,58000.7,
2008-10,68241.4,
2009-01,66089.6,
2009-04,76149.4,
2009-07,78357.9,
2009-10,88389.0,
2010-01,87136.5,
2010-04,88618.0,
2010-07,89558.2,
2010-10,94458.7,
2011-01,95433.2,
2011-04,97431.3,
2011-07,96337.9,
2011-10,97386.5,
2012-01,95639.1,
2012-04,102409.0,
2012-07,102764.1,
2012-10,101385.5,
2013-01,99509.8,
2013-04,99871.3,
2013-07,99989.0,
2013-10,98343.4,
2014-01,98495.3,Provisional value
2014-04,98912.6,Provisional value
2014-07,98275.6,Provisional value
