"",BBK01.PQC351,BBK01.PQC351_FLAGS
"",Lending to domestic enterprises and resident individuals / Short-term / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:46,
1958-10,4.988,
1959-01,-,Nothing exists
1959-04,5.109,
1959-07,-,Nothing exists
1959-10,5.425,
1960-01,-,Nothing exists
1960-04,5.684,
1960-07,-,Nothing exists
1960-10,6.231,
1961-01,-,Nothing exists
1961-04,7.006,
1961-07,-,Nothing exists
1961-10,7.212,
1962-01,-,Nothing exists
1962-04,7.415,
1962-07,-,Nothing exists
1962-10,7.295,
1963-01,-,Nothing exists
1963-04,7.609,
1963-07,-,Nothing exists
1963-10,7.501,
1964-01,-,Nothing exists
1964-04,7.883,
1964-07,-,Nothing exists
1964-10,8.205,
1965-01,8.263,
1965-04,8.941,
1965-07,8.691,
1965-10,8.523,
1966-01,8.668,
1966-04,8.976,
1966-07,8.716,
1966-10,8.572,
1967-01,8.393,
1967-04,8.749,
1967-07,8.919,
1967-10,8.931,
1968-01,8.838,
1968-04,9.262,
1968-07,9.456,
1968-10,9.563,
1969-01,10.236,
1969-04,10.660,
1969-07,10.952,
1969-10,12.600,
1970-01,11.676,
1970-04,12.021,
1970-07,11.873,
1970-10,12.388,
1971-01,12.501,
1971-04,13.151,
1971-07,12.587,
1971-10,13.773,
1972-01,13.555,
1972-04,14.896,
1972-07,14.579,
1972-10,15.688,
1973-01,15.642,
1973-04,15.638,
1973-07,16.812,
1973-10,15.974,
1974-01,16.053,
1974-04,17.015,
1974-07,17.637,
1974-10,17.924,
1975-01,16.251,
1975-04,16.637,
1975-07,15.567,
1975-10,16.117,
1976-01,14.966,
1976-04,16.253,
1976-07,15.319,
1976-10,17.413,
1977-01,15.592,
1977-04,17.282,
1977-07,17.092,
1977-10,18.063,
1978-01,17.046,
1978-04,17.970,
1978-07,17.624,
1978-10,19.464,
1979-01,18.251,
1979-04,19.440,
1979-07,18.663,
1979-10,20.210,
1980-01,18.921,
1980-04,20.703,
1980-07,20.698,
1980-10,22.664,
1981-01,21.446,
1981-04,22.351,
1981-07,22.171,
1981-10,23.370,
1982-01,22.709,
1982-04,23.478,
1982-07,23.679,
1982-10,24.784,
1983-01,23.639,
1983-04,25.076,
1983-07,25.241,
1983-10,26.753,
1984-01,25.899,
1984-04,27.638,
1984-07,28.263,
1984-10,29.339,
1985-01,29.584,
1985-04,29.792,
1985-07,29.253,
1985-10,31.354,
1986-01,31.028,
1986-04,33.414,
1986-07,33.144,
1986-10,34.020,
1987-01,32.255,
1987-04,32.309,
1987-07,33.560,
1987-10,33.464,
1988-01,33.308,
1988-04,35.473,
1988-07,34.129,
1988-10,36.922,
1989-01,36.964,
1989-04,38.653,
1989-07,39.717,
1989-10,41.836,
1990-01,42.820,
1990-04,45.043,
1990-07,48.706,
1990-10,52.212,
1991-01,56.435,
1991-04,59.533,
1991-07,62.544,
1991-10,67.051,
1992-01,65.842,
1992-04,67.460,
1992-07,63.721,
1992-10,65.143,
1993-01,62.505,
1993-04,62.369,
1993-07,62.548,
1993-10,60.997,
1994-01,58.304,
1994-04,57.372,
1994-07,57.977,
1994-10,59.213,
1995-01,58.952,
1995-04,63.253,
1995-07,63.627,
1995-10,63.748,
1996-01,63.904,
1996-04,65.784,
1996-07,64.666,
1996-10,67.092,
1997-01,67.218,
1997-04,70.367,
1997-07,67.963,
1997-10,68.173,
1998-01,67.946,
1998-04,67.891,
1998-07,67.476,
1998-10,71.458,
1999-01,78.882,
1999-04,83.518,
1999-07,75.810,
1999-10,80.664,
2000-01,82.684,
2000-04,86.539,
2000-07,85.254,
2000-10,80.695,
2001-01,83.907,
2001-04,83.607,
2001-07,79.128,
2001-10,80.196,
2002-01,74.019,
2002-04,73.456,
2002-07,72.855,
2002-10,66.866,
2003-01,65.110,
2003-04,63.646,
2003-07,66.301,
2003-10,62.815,
2004-01,58.889,
2004-04,55.355,
2004-07,54.926,
2004-10,61.828,
2005-01,62.999,
2005-04,64.740,
2005-07,72.246,
2005-10,64.621,
2006-01,77.293,
2006-04,77.989,
2006-07,85.128,
2006-10,62.165,
2007-01,76.915,
2007-04,75.052,
2007-07,77.691,
2007-10,70.810,
2008-01,86.054,
2008-04,88.187,
2008-07,87.228,
2008-10,69.770,
2009-01,74.227,
2009-04,74.428,
2009-07,83.799,
2009-10,68.897,
2010-01,67.852,
2010-04,74.605,
2010-07,69.413,
2010-10,68.727,
2011-01,69.047,
2011-04,79.285,
2011-07,77.770,
2011-10,81.326,
2012-01,82.707,
2012-04,84.412,
2012-07,92.455,
2012-10,81.768,
2013-01,93.668,
2013-04,103.020,
2013-07,47.996,
2013-10,46.086,
2014-01,48.079,
2014-04,49.338,
2014-07,48.897,
2014-10,45.237,
