"",BBK01.OEAH16H,BBK01.OEAH16H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:49,
2002-01,86.659,
2002-04,92.141,
2002-07,91.276,
2002-10,97.958,
2003-01,96.580,
2003-04,101.594,
2003-07,100.463,
2003-10,100.886,
2004-01,102.448,
2004-04,97.926,
2004-07,97.303,
2004-10,98.985,
2005-01,105.206,
2005-04,110.329,
2005-07,113.478,
2005-10,117.056,
2006-01,118.633,
2006-04,121.799,
2006-07,121.002,
2006-10,123.045,
2007-01,125.181,
2007-04,132.436,
2007-07,132.362,
2007-10,135.205,
2008-01,139.008,
2008-04,138.573,
2008-07,141.179,
2008-10,145.802,
2009-01,166.781,
2009-04,159.633,
2009-07,163.641,
2009-10,177.101,
2010-01,174.143,
2010-04,180.037,
2010-07,181.162,
2010-10,190.336,
2011-01,194.424,
2011-04,189.892,
2011-07,202.157,
2011-10,196.733,
2012-01,200.706,
2012-04,214.980,
2012-07,224.442,
2012-10,229.824,
2013-01,234.307,
2013-04,240.585,
2013-07,242.731,
2013-10,244.322,
2014-01,245.634,
2014-04,250.840,
2014-07,256.250,
