"",BBK01.AU1726,BBK01.AU1726_FLAGS
"","Main refinancing operations / Bundesbank Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 15:18:31,
1999-02,54989,
1999-03,64222,
1999-04,67659,
1999-05,59998,
1999-06,67545,
1999-07,70264,
1999-08,71695,
1999-09,68454,
1999-10,66618,
1999-11,68711,
1999-12,57496,
2000-01,48999,
2000-02,65377,
2000-03,61796,
2000-04,62049,
2000-05,60106,
2000-06,59609,
2000-07,67889,
2000-08,71599,
2000-09,81936,
2000-10,87240,
2000-11,99056,
2000-12,103518,
2001-01,103068,
2001-02,93232,
2001-03,87645,
2001-04,84532,
2001-05,67374,
2001-06,79915,
2001-07,85370,
2001-08,76979,
2001-09,73285,
2001-10,66250,
2001-11,68249,
2001-12,62430,
2002-01,63293,
2002-02,63346,
2002-03,58471,
2002-04,57584,
2002-05,53133,
2002-06,60617,
2002-07,67608,
2002-08,63096,
2002-09,64353,
2002-10,68959,
2002-11,73218,
2002-12,91059,
2003-01,85061,
2003-02,81640,
2003-03,89996,
2003-04,95623,
2003-05,98844,
2003-06,112408,
2003-07,115530,
2003-08,110967,
2003-09,114036,
2003-10,106527,
2003-11,102255,
2003-12,118294,
2004-01,119475,
2004-02,.,No value available
2004-03,109652,
2004-04,97880,
2004-05,100744,
2004-06,115645,
2004-07,127927,
2004-08,136939,
2004-09,131719,
2004-10,129791,
2004-11,136033,
2004-12,142375,
2005-01,144676,
2005-02,137743,
2005-03,145323,
2005-04,133341,
2005-05,140296,
2005-06,139328,
2005-07,149515,
2005-08,155616,
2005-09,148421,
2005-10,149441,
2005-11,145023,
2005-12,140939,
2006-01,154108,
2006-02,158125,
2006-03,145794,
2006-04,137771,
2006-05,152180,
2006-06,153916,
2006-07,162353,
2006-08,171608,
2006-09,156818,
2006-10,155575,
2006-11,162601,
2006-12,155280,
2007-01,165045,
2007-02,153676,
2007-03,134991,
2007-04,128213,
2007-05,130614,
2007-06,123987,
2007-07,125063,
2007-08,135411,
2007-09,125040,
2007-10,93187,
2007-11,78318,
2007-12,73160,
2008-01,102084,
2008-02,60832,
2008-03,59829,
2008-04,76714,
2008-05,75652,
2008-06,73505,
2008-07,79388,
2008-08,70789,
2008-09,76674,
2008-10,74809,
2008-11,103566,
2008-12,105109,
2009-01,72395,
2009-02,79377,
2009-03,72928,
2009-04,74736,
2009-05,87510,
2009-06,94976,
2009-07,81042,
2009-08,47576,
2009-09,40567,
2009-10,37272,
2009-11,34573,
2009-12,33659,
2010-01,42779,
2010-02,42211,
2010-03,51777,
2010-04,40928,
2010-05,40489,
2010-06,42967,
2010-07,55174,
2010-08,61726,
2010-09,52590,
2010-10,54407,
2010-11,63686,
2010-12,60541,
2011-01,55183,
2011-02,44620,
2011-03,31299,
2011-04,24074,
2011-05,17900,
2011-06,10588,
2011-07,22775,
2011-08,13554,
2011-09,6637,
2011-10,10695,
2011-11,4029,
2011-12,3016,
2012-01,4369,
2012-02,1801,
2012-03,1200,
2012-04,1236,
2012-05,1336,
2012-06,3798,
2012-07,3062,
2012-08,2540,
2012-09,1648,
2012-10,1715,
2012-11,1916,
2012-12,1808,
2013-01,2077,
2013-02,730,
2013-03,651,
2013-04,147,
2013-05,348,
2013-06,168,
2013-07,586,
2013-08,604,
2013-09,181,
2013-10,186,
2013-11,168,
2013-12,330,
2014-01,18278,
2014-02,13545,
2014-03,4478,
2014-04,5544,
2014-05,19270,
2014-06,28375,
2014-07,9953,
2014-08,6161,
2014-09,4113,
2014-10,5576,
2014-11,7998,
2014-12,6648,
2015-01,13373,
