"",BBK01.RJ1881,BBK01.RJ1881_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:23:44,
1989,76,
1990,47,
1991,31,
1992,18,
1993,.,No value available
1994,.,No value available
1995,.,No value available
1996,.,No value available
1997,.,No value available
1998,43,
1999,49,
2000,47,
2001,51,
2002,46,
2003,56,
2004,97,
2005,124,
2006,89,
2007,127,
2008,187,
2009,254,
2010,271,
2011,320,
2012,323,
