"",BBK01.OEAE31H,BBK01.OEAE31H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:15,
2002-01,35.974,
2002-04,36.691,
2002-07,36.996,
2002-10,37.090,
2003-01,37.071,
2003-04,36.883,
2003-07,36.434,
2003-10,38.115,
2004-01,37.441,
2004-04,36.582,
2004-07,36.777,
2004-10,36.439,
2005-01,36.550,
2005-04,35.971,
2005-07,36.105,
2005-10,35.207,
2006-01,35.522,
2006-04,34.988,
2006-07,34.425,
2006-10,33.843,
2007-01,33.240,
2007-04,32.512,
2007-07,32.407,
2007-10,31.556,
2008-01,31.275,
2008-04,30.992,
2008-07,30.672,
2008-10,30.427,
2009-01,27.241,
2009-04,23.250,
2009-07,23.217,
2009-10,25.206,
2010-01,23.194,
2010-04,23.332,
2010-07,23.651,
2010-10,23.118,
2011-01,23.936,
2011-04,23.836,
2011-07,23.980,
2011-10,24.345,
2012-01,25.240,
2012-04,25.291,
2012-07,25.496,
2012-10,25.910,
2013-01,25.959,
2013-04,25.983,
2013-07,24.424,
2013-10,24.303,
2014-01,23.764,
2014-04,23.816,
2014-07,24.085,
