"",BBK01.WX0218,BBK01.WX0218_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 46.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:40,
2002-01,5.204,
2002-02,5.326,
2002-03,5.523,
2002-04,5.463,
2002-05,5.472,
2002-06,5.158,
2002-07,5.051,
2002-08,4.934,
2002-09,4.836,
2002-10,5.002,
2002-11,4.982,
2002-12,4.796,
2003-01,4.652,
2003-02,4.734,
2003-03,4.884,
2003-04,4.943,
2003-05,4.884,
2003-06,5.076,
2003-07,5.353,
2003-08,5.168,
2003-09,5.203,
2003-10,5.249,
2003-11,5.343,
2003-12,5.254,
2004-01,5.246,
2004-02,5.188,
2004-03,5.107,
2004-04,5.214,
2004-05,5.338,
2004-06,5.191,
2004-07,5.098,
2004-08,4.968,
2004-09,4.921,
2004-10,4.876,
2004-11,4.706,
2004-12,4.558,
2005-01,4.287,
2005-02,4.453,
2005-03,4.361,
2005-04,4.289,
2005-05,4.103,
2005-06,3.931,
2005-07,4.040,
2005-08,3.843,
2005-09,3.864,
2005-10,4.028,
2005-11,4.010,
2005-12,3.781,
2006-01,3.952,
2006-02,3.942,
2006-03,4.216,
2006-04,4.406,
2006-05,4.557,
2006-06,4.552,
2006-07,4.451,
2006-08,4.238,
2006-09,4.069,
2006-10,3.935,
2006-11,3.909,
2006-12,4.118,
2007-01,4.280,
2007-02,4.167,
2007-03,4.329,
2007-04,4.382,
2007-05,4.578,
2007-06,4.777,
2007-07,4.590,
2007-08,4.645,
2007-09,4.733,
2007-10,4.638,
2007-11,4.733,
2007-12,4.677,
2008-01,4.561,
2008-02,4.467,
2008-03,4.467,
2008-04,4.624,
2008-05,4.767,
2008-06,4.573,
2008-07,4.413,
2008-08,4.338,
2008-09,4.140,
2008-10,3.869,
2008-11,3.010,
2008-12,2.982,
2009-01,3.118,
2009-02,2.844,
2009-03,3.285,
2009-04,3.335,
2009-05,3.527,
2009-06,3.681,
2009-07,3.531,
2009-08,3.525,
2009-09,3.663,
2009-10,3.624,
2009-11,3.461,
2009-12,3.603,
2010-01,3.520,
2010-02,3.397,
2010-03,3.409,
2010-04,3.246,
2010-05,2.923,
2010-06,2.976,
2010-07,3.140,
2010-08,2.334,
2010-09,2.583,
2010-10,2.629,
2010-11,2.817,
2010-12,3.170,
2011-01,3.342,
2011-02,3.313,
2011-03,3.538,
2011-04,3.483,
2011-05,3.374,
2011-06,3.789,
2011-07,3.380,
2011-08,3.179,
2011-09,2.703,
2011-10,2.800,
2011-11,2.827,
2011-12,2.537,
2012-01,2.413,
2012-02,2.445,
2012-03,2.522,
2012-04,2.512,
2012-05,1.888,
2012-06,2.380,
2012-07,2.477,
2012-08,2.420,
2012-09,2.628,
2012-10,2.574,
2012-11,2.547,
2012-12,2.492,
2013-01,2.625,
2013-02,2.594,
2013-03,2.531,
2013-04,2.381,
2013-05,2.618,
2013-06,2.705,
2013-07,2.603,
2013-08,2.838,
2013-09,2.751,
2013-10,2.768,
2013-11,2.698,
2013-12,2.788,
2014-01,2.588,
2014-02,2.604,
2014-03,2.557,
2014-04,2.457,
2014-05,2.356,
2014-06,2.247,
2014-07,2.181,
2014-08,1.890,
2014-09,2.047,
2014-10,1.928,
2014-11,1.705,
2014-12,1.550,
2015-01,1.185,
