"",BBK01.QUW866,BBK01.QUW866_FLAGS
"",Foreign subsidiaries in euro-area member states: Shares and participating interests / All countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:01,
2001-12,16.331,
2002-01,15.982,
2002-02,16.214,
2002-03,16.124,
2002-04,16.887,
2002-05,17.818,
2002-06,18.001,
2002-07,16.643,
2002-08,14.964,
2002-09,15.183,
2002-10,14.602,
2002-11,14.516,
2002-12,14.141,
2003-01,13.662,
2003-02,13.545,
2003-03,13.941,
2003-04,12.835,
2003-05,13.392,
2003-06,12.200,
2003-07,12.607,
2003-08,12.753,
2003-09,11.661,
2003-10,11.677,
2003-11,11.409,
2003-12,11.315,
2004-01,11.504,
2004-02,11.297,
2004-03,11.423,
2004-04,11.508,
2004-05,11.343,
2004-06,11.784,
2004-07,12.162,
2004-08,11.917,
2004-09,12.494,
2004-10,11.601,
2004-11,11.358,
2004-12,11.680,
2005-01,11.915,
2005-02,12.720,
2005-03,12.641,
2005-04,13.706,
2005-05,14.646,
2005-06,13.404,
2005-07,13.144,
2005-08,13.175,
2005-09,13.714,
2005-10,13.819,
2005-11,17.126,
2005-12,14.577,
2006-01,14.335,
2006-02,18.315,
2006-03,18.631,
2006-04,21.459,
2006-05,20.927,
2006-06,18.924,
2006-07,14.473,
2006-08,14.137,
2006-09,13.842,
2006-10,14.131,
2006-11,13.248,
2006-12,16.474,
2007-01,6.538,
2007-02,7.797,
2007-03,7.416,
2007-04,8.694,
2007-05,9.082,
2007-06,8.457,
2007-07,7.053,
2007-08,5.682,
2007-09,5.972,
2007-10,6.267,
2007-11,6.055,
2007-12,9.095,
2008-01,9.090,
2008-02,9.061,
2008-03,9.035,
2008-04,7.891,
2008-05,9.536,
2008-06,9.395,
2008-07,9.014,
2008-08,9.110,
2008-09,8.959,
2008-10,8.773,
2008-11,8.555,
2008-12,7.735,
2009-01,7.518,
2009-02,7.580,
2009-03,7.625,
2009-04,7.433,
2009-05,7.236,
2009-06,7.099,
2009-07,7.082,
2009-08,7.075,
2009-09,7.073,
2009-10,7.056,
2009-11,6.974,
2009-12,3.314,
2010-01,3.261,
2010-02,3.279,
2010-03,3.273,
2010-04,3.605,
2010-05,3.653,
2010-06,3.613,
2010-07,3.588,
2010-08,3.618,
2010-09,3.620,
2010-10,3.797,
2010-11,3.556,
2010-12,3.525,
2011-01,3.246,
2011-02,3.237,
2011-03,3.232,
2011-04,3.219,
2011-05,3.736,
2011-06,4.028,
2011-07,4.037,
2011-08,4.010,
2011-09,4.026,
2011-10,4.074,
2011-11,4.152,
2011-12,4.037,
2012-01,1.919,
2012-02,1.913,
2012-03,1.919,
2012-04,1.903,
2012-05,2.737,
2012-06,2.869,
2012-07,3.494,
2012-08,3.338,
2012-09,3.346,
2012-10,3.295,
2012-11,4.128,
2012-12,3.130,
2013-01,3.004,
2013-02,3.020,
2013-03,3.020,
2013-04,2.974,
2013-05,2.889,
2013-06,2.282,
2013-07,2.293,
2013-08,2.383,
2013-09,2.065,
2013-10,2.001,
2013-11,1.787,
2013-12,1.744,
2014-01,1.737,
2014-02,1.731,
2014-03,1.729,
2014-04,1.900,
2014-05,2.473,
2014-06,2.493,
2014-07,2.541,
2014-08,2.581,
2014-09,2.601,
2014-10,2.670,
2014-11,2.570,
