"",BBK01.QUW806,BBK01.QUW806_FLAGS
"","Foreign subsidiaries: Foreign money market paper, bonds and notes / EU member states / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:12:16,
2001-12,78.609,
2002-01,79.499,
2002-02,78.027,
2002-03,80.492,
2002-04,56.357,
2002-05,56.445,
2002-06,57.173,
2002-07,57.273,
2002-08,56.677,
2002-09,56.616,
2002-10,57.695,
2002-11,58.075,
2002-12,57.343,
2003-01,58.328,
2003-02,59.641,
2003-03,57.500,
2003-04,56.447,
2003-05,56.077,
2003-06,56.860,
2003-07,57.466,
2003-08,57.673,
2003-09,57.913,
2003-10,58.810,
2003-11,59.592,
2003-12,57.226,
2004-01,58.438,
2004-02,58.175,
2004-03,60.111,
2004-04,61.347,
2004-05,69.384,
2004-06,71.833,
2004-07,71.765,
2004-08,72.418,
2004-09,73.438,
2004-10,74.971,
2004-11,77.241,
2004-12,77.430,
2005-01,80.632,
2005-02,83.452,
2005-03,85.780,
2005-04,86.070,
2005-05,90.618,
2005-06,94.491,
2005-07,96.653,
2005-08,94.624,
2005-09,93.983,
2005-10,94.253,
2005-11,96.987,
2005-12,94.903,
2006-01,101.274,
2006-02,102.366,
2006-03,104.658,
2006-04,106.691,
2006-05,105.690,
2006-06,107.442,
2006-07,109.227,
2006-08,108.012,
2006-09,111.462,
2006-10,113.449,
2006-11,112.358,
2006-12,113.633,
2007-01,99.311,
2007-02,99.736,
2007-03,101.544,
2007-04,102.208,
2007-05,105.666,
2007-06,106.875,
2007-07,104.449,
2007-08,103.102,
2007-09,100.280,
2007-10,99.783,
2007-11,98.275,
2007-12,89.850,
2008-01,90.752,
2008-02,90.193,
2008-03,88.959,
2008-04,89.493,
2008-05,89.819,
2008-06,89.856,
2008-07,89.863,
2008-08,89.144,
2008-09,86.467,
2008-10,85.403,
2008-11,84.145,
2008-12,82.498,
2009-01,81.464,
2009-02,79.967,
2009-03,78.049,
2009-04,78.474,
2009-05,76.205,
2009-06,75.479,
2009-07,74.884,
2009-08,74.021,
2009-09,70.228,
2009-10,69.933,
2009-11,68.518,
2009-12,66.830,
2010-01,66.511,
2010-02,66.330,
2010-03,66.148,
2010-04,65.379,
2010-05,58.596,
2010-06,57.728,
2010-07,56.352,
2010-08,56.484,
2010-09,55.314,
2010-10,54.886,
2010-11,53.865,
2010-12,53.472,
2011-01,54.492,
2011-02,52.612,
2011-03,52.157,
2011-04,52.422,
2011-05,51.850,
2011-06,52.024,
2011-07,51.835,
2011-08,50.274,
2011-09,48.978,
2011-10,48.074,
2011-11,48.091,
2011-12,48.681,
2012-01,48.024,
2012-02,46.897,
2012-03,44.774,
2012-04,41.860,
2012-05,41.565,
2012-06,41.562,
2012-07,41.762,
2012-08,41.994,
2012-09,41.107,
2012-10,42.240,
2012-11,43.300,
2012-12,42.556,
2013-01,43.376,
2013-02,43.158,
2013-03,39.415,
2013-04,39.928,
2013-05,39.127,
2013-06,37.931,
2013-07,38.329,
2013-08,38.269,
2013-09,37.562,
2013-10,37.375,
2013-11,36.337,
2013-12,36.306,
2014-01,34.985,
2014-02,34.530,
2014-03,31.958,
2014-04,32.109,
2014-05,31.765,
2014-06,30.784,
2014-07,28.591,
2014-08,28.608,
2014-09,27.117,
2014-10,27.402,
2014-11,27.423,
