"",BBK01.OUC352,BBK01.OUC352_FLAGS
"",Loans to the federal states / Total / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:27,
1999-01,5.030,
1999-02,4.598,
1999-03,4.870,
1999-04,5.038,
1999-05,5.971,
1999-06,5.048,
1999-07,5.519,
1999-08,6.161,
1999-09,5.427,
1999-10,6.845,
1999-11,9.371,
1999-12,10.979,
2000-01,9.834,
2000-02,9.297,
2000-03,8.695,
2000-04,8.842,
2000-05,9.382,
2000-06,7.339,
2000-07,8.971,
2000-08,8.422,
2000-09,7.973,
2000-10,8.587,
2000-11,9.529,
2000-12,8.502,
2001-01,8.698,
2001-02,7.522,
2001-03,7.069,
2001-04,6.936,
2001-05,7.349,
2001-06,7.223,
2001-07,7.905,
2001-08,7.898,
2001-09,7.725,
2001-10,6.644,
2001-11,7.325,
2001-12,7.674,
2002-01,6.425,
2002-02,7.187,
2002-03,7.521,
2002-04,7.867,
2002-05,7.910,
2002-06,5.776,
2002-07,6.336,
2002-08,5.973,
2002-09,6.035,
2002-10,6.186,
2002-11,5.588,
2002-12,6.537,
2003-01,5.656,
2003-02,5.726,
2003-03,5.590,
2003-04,7.079,
2003-05,5.416,
2003-06,5.096,
2003-07,5.101,
2003-08,5.650,
2003-09,4.806,
2003-10,5.956,
2003-11,5.094,
2003-12,5.183,
2004-01,5.102,
2004-02,4.690,
2004-03,5.648,
2004-04,6.410,
2004-05,5.024,
2004-06,4.879,
2004-07,4.815,
2004-08,4.928,
2004-09,5.840,
2004-10,5.164,
2004-11,5.343,
2004-12,9.911,
2005-01,9.523,
2005-02,9.293,
2005-03,9.669,
2005-04,9.432,
2005-05,9.711,
2005-06,10.297,
2005-07,9.747,
2005-08,9.863,
2005-09,10.024,
2005-10,9.890,
2005-11,9.691,
2005-12,9.950,
2006-01,9.602,
2006-02,9.387,
2006-03,9.155,
2006-04,8.901,
2006-05,8.836,
2006-06,7.807,
2006-07,8.058,
2006-08,7.955,
2006-09,7.799,
2006-10,7.227,
2006-11,7.865,
2006-12,7.833,
2007-01,8.320,
2007-02,7.688,
2007-03,8.470,
2007-04,8.252,
2007-05,8.140,
2007-06,7.956,
2007-07,7.559,
2007-08,7.451,
2007-09,7.050,
2007-10,7.292,
2007-11,7.533,
2007-12,7.965,
2008-01,7.890,
2008-02,8.847,
2008-03,8.970,
2008-04,10.389,
2008-05,9.482,
2008-06,9.252,
2008-07,8.992,
2008-08,8.751,
2008-09,8.411,
2008-10,7.971,
2008-11,7.852,
2008-12,7.868,
2009-01,7.604,
2009-02,7.584,
2009-03,7.380,
2009-04,7.488,
2009-05,7.294,
2009-06,7.022,
2009-07,7.043,
2009-08,7.214,
2009-09,7.046,
2009-10,6.962,
2009-11,7.359,
2009-12,6.764,
2010-01,6.666,
2010-02,6.058,
2010-03,6.034,
2010-04,5.746,
2010-05,5.777,
2010-06,5.966,
2010-07,5.870,
2010-08,5.991,
2010-09,6.233,
2010-10,6.188,
2010-11,6.021,
2010-12,6.992,
2011-01,7.094,
2011-02,7.142,
2011-03,6.780,
2011-04,6.750,
2011-05,7.090,
2011-06,7.156,
2011-07,7.554,
2011-08,7.772,
2011-09,7.508,
2011-10,7.355,
2011-11,7.061,
2011-12,6.711,
2012-01,6.598,
2012-02,6.402,
2012-03,6.485,
2012-04,7.004,
2012-05,7.065,
2012-06,7.192,
2012-07,7.108,
2012-08,7.012,
2012-09,7.170,
2012-10,6.957,
2012-11,6.954,
2012-12,6.877,
2013-01,7.187,
2013-02,7.249,
2013-03,7.168,
2013-04,7.219,
2013-05,6.916,
2013-06,7.063,
2013-07,7.315,
2013-08,7.313,
2013-09,6.782,
2013-10,6.645,
2013-11,6.824,
2013-12,6.522,
2014-01,6.629,
2014-02,6.775,
2014-03,7.336,
2014-04,7.407,
2014-05,7.905,
2014-06,7.164,
2014-07,7.049,
2014-08,7.489,
2014-09,7.582,
2014-10,9.558,
2014-11,9.916,
2014-12,10.109,Provisional value
