"",BBK01.OEBB03H,BBK01.OEBB03H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:41,
2002-01,16.431,
2002-04,16.472,
2002-07,16.236,
2002-10,15.847,
2003-01,16.195,
2003-04,15.937,
2003-07,16.577,
2003-10,16.551,
2004-01,15.774,
2004-04,16.977,
2004-07,15.997,
2004-10,15.784,
2005-01,16.356,
2005-04,16.804,
2005-07,16.961,
2005-10,17.754,
2006-01,17.422,
2006-04,16.668,
2006-07,16.560,
2006-10,16.400,
2007-01,16.344,
2007-04,17.028,
2007-07,16.590,
2007-10,16.983,
2008-01,17.019,
2008-04,17.545,
2008-07,17.417,
2008-10,18.232,
2009-01,18.506,
2009-04,18.926,
2009-07,19.100,
2009-10,18.650,
2010-01,17.941,
2010-04,18.462,
2010-07,17.631,
2010-10,18.131,
2011-01,18.584,
2011-04,18.649,
2011-07,26.120,
2011-10,28.414,
2012-01,26.333,
2012-04,26.346,
2012-07,26.686,
2012-10,27.243,
2013-01,28.296,
2013-04,25.775,
2013-07,25.315,
2013-10,25.279,
2014-01,25.148,
2014-04,25.933,
2014-07,26.284,
