"",BBEX3.M.AED.USD.CA.AC.A01,BBEX3.M.AED.USD.CA.AC.A01_FLAGS
"",Exchange rates for the US dollar in the United Arab Emirates / USD 1 = AED ... (middle),
unit,AED (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 15:15:30,
1980-12,3.67100,
1981-01,3.67100,
1981-02,3.67100,
1981-03,3.67100,
1981-04,3.67100,
1981-05,3.67100,
1981-06,3.67100,
1981-07,3.67100,
1981-08,3.67100,
1981-09,3.67100,
1981-10,3.67100,
1981-11,3.67100,
1981-12,3.67100,
1982-01,3.67100,
1982-02,3.67100,
1982-03,3.67100,
1982-04,3.67100,
1982-05,3.67100,
1982-06,3.67100,
1982-07,3.67100,
1982-08,3.67100,
1982-09,3.67100,
1982-10,3.67100,
1982-11,3.67100,
1982-12,3.67100,
1983-01,3.67100,
1983-02,3.67100,
1983-03,3.67100,
1983-04,3.67100,
1983-05,3.67100,
1983-06,3.67100,
1983-07,3.67100,
1983-08,3.67100,
1983-09,3.67100,
1983-10,3.67100,
1983-11,3.67100,
1983-12,3.67100,
1984-01,3.67100,
1984-02,3.67100,
1984-03,3.67100,
1984-04,3.67100,
1984-05,3.67100,
1984-06,3.67100,
1984-07,3.67100,
1984-08,3.67100,
1984-09,3.67100,
1984-10,3.67100,
1984-11,3.67100,
1984-12,3.67100,
1985-01,3.67100,
1985-02,3.67100,
1985-03,3.67100,
1985-04,3.67100,
1985-05,3.67100,
1985-06,3.67100,
1985-07,3.67100,
1985-08,3.67100,
1985-09,3.67100,
1985-10,3.67100,
1985-11,3.67100,
1985-12,3.67100,
1986-01,3.67100,
1986-02,3.67100,
1986-03,3.67100,
1986-04,3.67100,
1986-05,3.67100,
1986-06,3.67100,
1986-07,3.67100,
1986-08,3.67100,
1986-09,3.67100,
1986-10,3.67100,
1986-11,3.67100,
1986-12,3.67100,
1987-01,3.67100,
1987-02,3.67100,
1987-03,3.67100,
1987-04,3.67100,
1987-05,3.67100,
1987-06,3.67100,
1987-07,3.67100,
1987-08,3.67100,
1987-09,3.67100,
1987-10,3.67100,
1987-11,3.67100,
1987-12,3.67100,
1988-01,3.67100,
1988-02,3.67100,
1988-03,3.67100,
1988-04,3.67100,
1988-05,3.67100,
1988-06,3.67100,
1988-07,3.67100,
1988-08,3.67100,
1988-09,3.67100,
1988-10,3.67100,
1988-11,3.67100,
1988-12,3.67100,
1989-01,3.67100,
1989-02,3.67100,
1989-03,3.67100,
1989-04,3.67100,
1989-05,3.67100,
1989-06,3.67100,
1989-07,3.67100,
1989-08,3.67100,
1989-09,3.67100,
1989-10,3.67100,
1989-11,3.67100,
1989-12,3.67100,
1990-01,3.67100,
1990-02,3.67100,
1990-03,3.67100,
1990-04,3.67100,
1990-05,3.67100,
1990-06,3.67100,
1990-07,3.67100,
1990-08,3.67100,
1990-09,3.67100,
1990-10,3.67100,
1990-11,3.67100,
1990-12,3.67100,
1991-01,3.67100,
1991-02,3.67100,
1991-03,3.67100,
1991-04,3.67100,
1991-05,3.67100,
1991-06,3.67100,
1991-07,3.67100,
1991-08,3.67100,
1991-09,3.67100,
1991-10,3.67100,
1991-11,3.67100,
1991-12,3.67100,
1992-01,3.67100,
1992-02,3.67100,
1992-03,3.67100,
1992-04,3.67100,
1992-05,3.67100,
1992-06,3.67100,
1992-07,3.67100,
1992-08,3.67100,
1992-09,3.67100,
1992-10,3.67100,
1992-11,3.67100,
1992-12,3.67100,
1993-01,3.67100,
1993-02,3.67100,
1993-03,3.67100,
1993-04,3.67100,
1993-05,3.67100,
1993-06,3.67100,
1993-07,3.67100,
1993-08,3.67100,
1993-09,3.67100,
1993-10,3.67100,
1993-11,3.67100,
1993-12,3.67100,
1994-01,3.67100,
1994-02,3.67100,
1994-03,3.67100,
1994-04,3.67100,
1994-05,3.67100,
1994-06,3.67100,
1994-07,3.67100,
1994-08,3.67100,
1994-09,3.67100,
1994-10,3.67100,
1994-11,3.67100,
1994-12,3.67100,
1995-01,3.67100,
1995-02,3.67100,
1995-03,3.67100,
1995-04,3.67100,
1995-05,3.67100,
1995-06,3.67100,
1995-07,3.67100,
1995-08,3.67100,
1995-09,3.67100,
1995-10,3.67100,
1995-11,3.67100,
1995-12,3.67100,
1996-01,3.67100,
1996-02,3.67100,
1996-03,3.67100,
1996-04,3.67100,
1996-05,3.67100,
1996-06,3.67100,
1996-07,3.67100,
1996-08,3.67100,
1996-09,3.67100,
1996-10,3.67100,
1996-11,3.67100,
1996-12,3.67100,
1997-01,3.67100,
1997-02,3.67100,
1997-03,3.67100,
1997-04,3.67100,
1997-05,3.67100,
1997-06,3.67100,
1997-07,3.67100,
1997-08,3.67100,
1997-09,3.67100,
1997-10,3.67100,
1997-11,3.67100,
1997-12,3.67100,
1998-01,3.67100,
1998-02,3.67100,
1998-03,3.67100,
1998-04,3.67100,
1998-05,3.67100,
1998-06,3.67100,
1998-07,3.67100,
1998-08,3.67100,
1998-09,3.67100,
1998-10,3.67100,
1998-11,3.67100,
1998-12,3.67100,
1999-01,3.67100,
1999-02,3.67100,
1999-03,3.67100,
1999-04,3.67100,
1999-05,3.67100,
1999-06,3.67100,
1999-07,3.67100,
1999-08,3.67100,
1999-09,3.67100,
1999-10,3.67100,
1999-11,3.67100,
1999-12,3.67100,
2000-01,3.67100,
2000-02,3.67100,
2000-03,3.67100,
2000-04,3.67100,
2000-05,3.67100,
2000-06,3.67100,
2000-07,3.67100,
2000-08,3.67100,
2000-09,3.67100,
2000-10,3.67100,
2000-11,3.67100,
2000-12,3.67100,
2001-01,3.67100,
2001-02,3.67100,
2001-03,3.67100,
2001-04,3.67100,
2001-05,3.67100,
2001-06,3.67100,
2001-07,3.67100,
2001-08,3.67100,
2001-09,3.67100,
2001-10,3.67100,
2001-11,3.67100,
2001-12,3.67100,
2002-01,3.67100,
2002-02,3.67100,
2002-03,3.67100,
2002-04,3.67100,
2002-05,3.67100,
2002-06,3.67100,
2002-07,3.67100,
2002-08,3.67100,
2002-09,3.67100,
2002-10,3.67100,
2002-11,3.67100,
2002-12,3.67100,
2003-01,3.67100,
2003-02,3.67100,
2003-03,3.67100,
2003-04,3.67100,
2003-05,3.67100,
2003-06,3.67100,
2003-07,3.67100,
2003-08,3.67100,
2003-09,3.67100,
2003-10,3.67100,
2003-11,3.67100,
2003-12,3.67100,
2004-01,3.67100,
2004-02,3.67100,
2004-03,3.67100,
2004-04,3.67100,
2004-05,3.67100,
2004-06,3.67100,
2004-07,3.67100,
2004-08,3.67100,
2004-09,3.67100,
2004-10,3.67100,
2004-11,3.67100,
2004-12,3.67100,
2005-01,3.67100,
2005-02,3.67100,
2005-03,3.67100,
2005-04,3.67100,
2005-05,3.67100,
2005-06,3.67100,
2005-07,3.67100,
2005-08,3.67100,
2005-09,3.67100,
2005-10,3.67100,
2005-11,3.67100,
2005-12,3.67100,
2006-01,3.67100,
2006-02,3.67100,
2006-03,3.67100,
2006-04,3.67100,
2006-05,3.67100,
2006-06,3.67100,
2006-07,3.67100,
2006-08,3.67100,
2006-09,3.67100,
2006-10,3.67100,
2006-11,3.67100,
2006-12,3.67100,
2007-01,3.67100,
2007-02,3.67100,
2007-03,3.67100,
2007-04,3.67100,
2007-05,3.67100,
2007-06,3.67100,
2007-07,3.67100,
2007-08,3.67100,
2007-09,3.67100,
2007-10,3.67100,
2007-11,3.67100,
2007-12,3.67100,
2008-01,3.67100,
2008-02,3.67100,
2008-03,3.67100,
2008-04,3.67100,
2008-05,3.67100,
2008-06,3.67100,
2008-07,3.67100,
2008-08,3.67100,
2008-09,3.67100,
2008-10,3.67100,
2008-11,3.67100,
2008-12,3.67100,
2009-01,3.66800,
2009-02,3.66800,
2009-03,3.66800,
2009-04,3.66800,
2009-05,3.66800,
2009-06,3.66800,
2009-07,3.66800,
2009-08,3.66800,
2009-09,3.66800,
2009-10,3.66800,
2009-11,3.66900,
2009-12,3.66900,
2010-01,3.66900,
2010-02,3.66900,
2010-03,3.66900,
2010-04,3.66900,
2010-05,3.66900,
2010-06,3.66900,
2010-07,3.66900,
2010-08,3.66900,
2010-09,3.66900,
2010-10,3.66900,
2010-11,3.66900,
2010-12,3.66900,
2011-01,3.66900,
2011-02,3.66900,
2011-03,3.66900,
2011-04,3.66900,
2011-05,3.66900,
2011-06,3.66900,
2011-07,3.66900,
2011-08,3.66900,
2011-09,3.66900,
2011-10,3.66900,
2011-11,3.66900,
2011-12,3.66900,
2012-01,3.66900,
2012-02,3.66900,
2012-03,3.66900,
2012-04,3.66900,
2012-05,3.66900,
2012-06,3.66900,
2012-07,3.66900,
2012-08,3.66900,
2012-09,3.66900,
2012-10,3.66900,
2012-11,3.66900,
2012-12,3.66900,
2013-01,3.66900,
2013-02,3.66900,
2013-03,3.66900,
2013-04,3.66900,
2013-05,3.66900,
2013-06,3.66900,
2013-07,3.66900,
2013-08,3.66900,
2013-09,3.66900,
2013-10,3.66900,
2013-11,3.66900,
2013-12,3.66900,
2014-01,3.67250,
2014-02,3.67250,
2014-03,3.67250,
2014-04,3.67250,
2014-05,3.67250,
2014-06,3.67250,
2014-07,3.67250,
2014-08,3.67250,
2014-09,3.67250,
2014-10,3.67250,
2014-11,3.67250,
2014-12,3.67250,
2015-01,3.67250,
2015-02,3.67250,
"","General: The Dirham is pegged to the US dollar; until 17 February 2002, de jure pegged to the SDR.",
"","Source: Since 2014 International Monetary Fund, Washington  Until 2013 calculated on the basis of the buying and selling rates of the following banks: October 2007 - December 2013 Emirates NBD, Dubai 1980 - September 2007 National Bank of Dubai Ltd., Dubai",
