"",BBK01.OEAH15M,BBK01.OEAH15M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:42,
2002-01,150.303,
2002-04,150.577,
2002-07,150.315,
2002-10,156.260,
2003-01,155.678,
2003-04,156.685,
2003-07,157.394,
2003-10,157.773,
2004-01,156.982,
2004-04,159.572,
2004-07,161.941,
2004-10,167.798,
2005-01,172.270,
2005-04,173.633,
2005-07,175.047,
2005-10,179.002,
2006-01,178.052,
2006-04,178.799,
2006-07,180.011,
2006-10,183.100,
2007-01,184.032,
2007-04,184.466,
2007-07,186.363,
2007-10,194.056,
2008-01,194.996,
2008-04,195.715,
2008-07,196.332,
2008-10,213.684,
2009-01,216.038,
2009-04,219.469,
2009-07,220.608,
2009-10,219.697,
2010-01,219.059,
2010-04,223.970,
2010-07,223.307,
2010-10,225.676,
2011-01,226.852,
2011-04,228.542,
2011-07,231.586,
2011-10,237.964,
2012-01,237.630,
2012-04,243.418,
2012-07,242.849,
2012-10,245.513,
2013-01,240.680,
2013-04,244.850,
2013-07,238.950,
2013-10,240.919,
2014-01,242.855,
2014-04,244.350,
2014-07,248.471,
