"",BBK01.OUM405,BBK01.OUM405_FLAGS
"",Balances and loans to foreign banks (MFIs) / medium-term / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:57,
1999-01,0.099,
1999-02,0.060,
1999-03,0.075,
1999-04,0.164,
1999-05,0.166,
1999-06,0.165,
1999-07,0.165,
1999-08,0.165,
1999-09,0.165,
1999-10,0.165,
1999-11,0.184,
1999-12,0.184,
2000-01,0.183,
2000-02,0.308,
2000-03,0.437,
2000-04,0.563,
2000-05,0.614,
2000-06,0.617,
2000-07,1.112,
2000-08,1.139,
2000-09,1.153,
2000-10,1.219,
2000-11,0.663,
2000-12,0.764,
2001-01,1.328,
2001-02,1.305,
2001-03,1.337,
2001-04,1.343,
2001-05,1.498,
2001-06,1.555,
2001-07,1.459,
2001-08,1.506,
2001-09,1.503,
2001-10,1.490,
2001-11,1.720,
2001-12,1.732,
2002-01,1.853,
2002-02,1.889,
2002-03,1.824,
2002-04,1.829,
2002-05,1.824,
2002-06,1.902,
2002-07,3.375,
2002-08,3.404,
2002-09,2.680,
2002-10,2.676,
2002-11,2.098,
2002-12,2.068,
2003-01,2.608,
2003-02,2.566,
2003-03,2.658,
2003-04,2.705,
2003-05,2.708,
2003-06,2.714,
2003-07,2.742,
2003-08,2.728,
2003-09,2.751,
2003-10,2.755,
2003-11,2.494,
2003-12,2.437,
2004-01,2.412,
2004-02,2.339,
2004-03,2.568,
2004-04,2.519,
2004-05,2.155,
2004-06,2.196,
2004-07,2.028,
2004-08,1.765,
2004-09,1.910,
2004-10,1.800,
2004-11,1.798,
2004-12,1.389,
2005-01,1.396,
2005-02,2.012,
2005-03,2.073,
2005-04,2.087,
2005-05,2.196,
2005-06,2.224,
2005-07,2.290,
2005-08,2.892,
2005-09,3.401,
2005-10,3.903,
2005-11,3.802,
2005-12,3.782,
2006-01,8.931,
2006-02,8.936,
2006-03,8.744,
2006-04,8.821,
2006-05,9.000,
2006-06,8.848,
2006-07,8.737,
2006-08,8.824,
2006-09,8.865,
2006-10,8.962,
2006-11,9.392,
2006-12,9.202,
2007-01,8.993,
2007-02,8.922,
2007-03,8.829,
2007-04,8.688,
2007-05,10.226,
2007-06,9.800,
2007-07,9.946,
2007-08,10.856,
2007-09,9.655,
2007-10,9.300,
2007-11,9.107,
2007-12,9.023,
2008-01,9.111,
2008-02,9.120,
2008-03,9.085,
2008-04,8.979,
2008-05,9.025,
2008-06,8.682,
2008-07,8.945,
2008-08,8.824,
2008-09,8.634,
2008-10,8.493,
2008-11,8.116,
2008-12,7.778,
2009-01,7.978,
2009-02,7.929,
2009-03,7.721,
2009-04,7.224,
2009-05,7.161,
2009-06,6.748,
2009-07,6.489,
2009-08,6.419,
2009-09,6.256,
2009-10,5.980,
2009-11,6.446,
2009-12,7.760,
2010-01,7.639,
2010-02,8.496,
2010-03,8.501,
2010-04,8.450,
2010-05,9.031,
2010-06,15.784,
2010-07,15.887,
2010-08,16.014,
2010-09,15.852,
2010-10,13.506,
2010-11,13.605,
2010-12,13.412,
2011-01,13.435,
2011-02,12.793,
2011-03,12.358,
2011-04,12.549,
2011-05,12.449,
2011-06,12.405,
2011-07,11.754,
2011-08,12.189,
2011-09,12.439,
2011-10,13.762,
2011-11,14.440,
2011-12,14.621,
2012-01,14.209,
2012-02,14.203,
2012-03,14.309,
2012-04,14.544,
2012-05,14.781,
2012-06,14.566,
2012-07,14.881,
2012-08,13.804,
2012-09,13.407,
2012-10,13.120,
2012-11,12.686,
2012-12,12.314,
2013-01,11.866,
2013-02,11.335,
2013-03,11.371,
2013-04,11.009,
2013-05,10.680,
2013-06,10.833,
2013-07,10.694,
2013-08,8.339,
2013-09,8.309,
2013-10,8.144,
2013-11,8.110,
2013-12,7.844,
2014-01,7.815,
2014-02,7.285,
2014-03,7.425,
2014-04,7.192,
2014-05,7.360,
2014-06,7.452,
2014-07,7.557,
2014-08,7.671,
2014-09,7.638,
2014-10,7.122,
2014-11,6.956,
2014-12,6.848,Provisional value
