"",BBK01.RU5793,BBK01.RU5793_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Liberia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:17:21,
1982-06,0.119,
1982-07,0.121,
1982-08,0.126,
1982-09,0.116,
1982-10,0.069,
1982-11,0.057,
1982-12,0.056,
1983-01,0.054,
1983-02,0.055,
1983-03,0.046,
1983-04,0.047,
1983-05,0.047,
1983-06,0.082,
1983-07,0.058,
1983-08,0.073,
1983-09,0.065,
1983-10,0.069,
1983-11,0.052,
1983-12,0.057,
1984-01,0.060,
1984-02,0.050,
1984-03,0.046,
1984-04,0.055,
1984-05,0.053,
1984-06,0.055,
1984-07,0.053,
1984-08,0.059,
1984-09,0.059,
1984-10,0.054,
1984-11,0.063,
1984-12,0.087,
1985-01,0.083,
1985-02,0.078,
1985-03,0.065,
1985-04,0.066,
1985-05,0.070,
1985-06,0.082,
1985-07,0.088,
1985-08,0.075,
1985-09,0.090,
1985-10,0.078,
1985-11,0.075,
1985-12,0.080,
1986-01,0.078,
1986-02,0.077,
1986-03,0.089,
1986-04,0.078,
1986-05,0.083,
1986-06,0.078,
1986-07,0.080,
1986-08,0.078,
1986-09,0.072,
1986-10,0.074,
1986-11,0.073,
1986-12,0.077,
1987-01,0.080,
1987-02,0.079,
1987-03,0.083,
1987-04,0.086,
1987-05,0.091,
1987-06,0.094,
1987-07,0.104,
1987-08,0.099,
1987-09,0.100,
1987-10,0.110,
1987-11,0.102,
1987-12,0.106,
1988-01,0.101,
1988-02,0.104,
1988-03,0.106,
1988-04,0.105,
1988-05,0.117,
1988-06,0.116,
1988-07,0.128,
1988-08,0.118,
1988-09,0.127,
1988-10,0.117,
1988-11,0.102,
1988-12,0.026,
1989-01,0.025,
1989-02,0.020,
1989-03,0.021,
1989-04,0.024,
1989-05,0.021,
1989-06,0.025,
1989-07,0.026,
1989-08,0.027,
1989-09,0.036,
1989-10,0.059,
1989-11,0.058,
1989-12,0.055,
1990-01,0.061,
1990-02,0.069,
1990-03,0.082,
1990-04,0.090,
1990-05,0.093,
1990-06,0.101,
1990-07,0.101,
1990-08,0.102,
1990-09,0.104,
1990-10,0.100,
1990-11,0.097,
1990-12,0.102,
1991-01,0.099,
1991-02,0.110,
1991-03,0.114,
1991-04,0.117,
1991-05,0.115,
1991-06,0.111,
1991-07,0.115,
1991-08,0.115,
1991-09,0.132,
1991-10,0.114,
1991-11,0.126,
1991-12,0.118,
1992-01,0.132,
1992-02,0.139,
1992-03,0.134,
1992-04,0.139,
1992-05,0.128,
1992-06,0.128,
1992-07,0.116,
1992-08,0.111,
1992-09,0.102,
1992-10,0.083,
1992-11,0.087,
1992-12,0.077,
1993-01,0.054,
1993-02,0.053,
1993-03,0.052,
1993-04,0.048,
1993-05,0.052,
1993-06,0.048,
1993-07,0.055,
1993-08,0.056,
1993-09,0.054,
1993-10,0.062,
1993-11,0.063,
1993-12,0.058,
1994-01,0.073,
1994-02,0.069,
1994-03,0.061,
1994-04,0.065,
1994-05,0.069,
1994-06,0.071,
1994-07,0.066,
1994-08,0.072,
1994-09,0.057,
1994-10,0.056,
1994-11,0.061,
1994-12,.,No value available
1995-01,0.067,
1995-02,.,No value available
1995-03,0.043,
1995-04,0.039,
1995-05,0.046,
1995-06,0.040,
1995-07,0.043,
1995-08,0.053,
1995-09,0.055,
1995-10,0.059,
1995-11,0.052,
1995-12,0.063,
1996-01,0.052,
1996-02,0.056,
1996-03,0.056,
1996-04,0.062,
1996-05,0.074,
1996-06,0.066,
1996-07,0.077,
1996-08,0.063,
1996-09,0.062,
1996-10,0.065,
1996-11,0.079,
1996-12,0.068,
1997-01,0.078,
1997-02,0.114,
1997-03,0.095,
1997-04,0.104,
1997-05,0.108,
1997-06,0.105,
1997-07,0.114,
1997-08,0.118,
1997-09,0.109,
1997-10,0.102,
1997-11,0.103,
1997-12,0.109,
1998-01,0.115,
1998-02,0.123,
1998-03,0.118,
1998-04,0.174,
1998-05,0.112,
1998-06,0.137,
1998-07,0.126,
1998-08,0.168,
1998-09,0.152,
1998-10,0.164,
1998-11,0.151,
1998-12,0.145,
1999-01,0.143,
1999-02,0.147,
1999-03,0.137,
1999-04,0.145,
1999-05,0.141,
1999-06,0.136,
1999-07,0.134,
1999-08,0.141,
1999-09,0.132,
1999-10,0.116,
1999-11,0.133,
1999-12,0.100,
2000-01,0.102,
2000-02,0.126,
2000-03,0.106,
2000-04,0.105,
2000-05,0.107,
2000-06,0.105,
2000-07,0.114,
2000-08,0.124,
2000-09,0.133,
2000-10,0.144,
2000-11,0.130,
2000-12,0.130,
2001-01,0.188,
2001-02,0.210,
2001-03,0.300,
2001-04,0.269,
2001-05,0.265,
2001-06,0.279,
2001-07,0.271,
2001-08,0.256,
2001-09,0.277,
2001-10,0.257,
2001-11,0.269,
2001-12,0.237,
2002-01,0.253,
2002-02,0.287,
2002-03,0.194,
2002-04,0.309,
2002-05,0.189,
2002-06,0.147,
2002-07,0.147,
2002-08,0.154,
2002-09,0.162,
2002-10,0.150,
2002-11,0.106,
2002-12,0.109,
2003-01,0.256,
2003-02,0.249,
2003-03,0.243,
2003-04,0.234,
2003-05,0.223,
2003-06,0.212,
2003-07,0.206,
2003-08,0.206,
2003-09,0.212,
2003-10,0.240,
2003-11,0.238,
2003-12,0.220,
2004-01,0.237,
2004-02,0.235,
2004-03,0.265,
2004-04,0.310,
2004-05,0.298,
2004-06,0.307,
2004-07,0.295,
2004-08,0.291,
2004-09,0.312,
2004-10,0.280,
2004-11,0.276,
2004-12,0.341,
2005-01,0.364,
2005-02,0.385,
2005-03,0.387,
2005-04,0.372,
2005-05,0.453,
2005-06,0.406,
2005-07,0.384,
2005-08,0.376,
2005-09,0.395,
2005-10,0.559,
2005-11,0.630,
2005-12,0.624,
2006-01,0.427,
2006-02,0.438,
2006-03,0.423,
2006-04,0.406,
2006-05,0.407,
2006-06,0.401,
2006-07,0.506,
2006-08,0.512,
2006-09,0.523,
2006-10,0.505,
2006-11,0.484,
2006-12,0.335,
2007-01,0.362,
2007-02,0.375,
2007-03,0.385,
2007-04,0.380,
2007-05,0.360,
2007-06,0.342,
2007-07,0.330,
2007-08,0.333,
2007-09,0.416,
