"",BBK01.OEAH01S,BBK01.OEAH01S_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:08,
2002-01,27.625,
2002-04,27.498,
2002-07,27.519,
2002-10,28.505,
2003-01,28.108,
2003-04,27.916,
2003-07,28.014,
2003-10,29.141,
2004-01,28.745,
2004-04,28.754,
2004-07,28.820,
2004-10,28.393,
2005-01,29.618,
2005-04,29.557,
2005-07,29.607,
2005-10,30.671,
2006-01,30.312,
2006-04,30.350,
2006-07,30.310,
2006-10,31.640,
2007-01,31.554,
2007-04,31.661,
2007-07,31.981,
2007-10,33.161,
2008-01,32.804,
2008-04,32.979,
2008-07,33.121,
2008-10,34.344,
2009-01,34.515,
2009-04,33.547,
2009-07,33.608,
2009-10,34.746,
2010-01,34.815,
2010-04,35.352,
2010-07,35.829,
2010-10,36.502,
2011-01,36.091,
2011-04,36.134,
2011-07,36.396,
2011-10,38.199,
2012-01,37.991,
2012-04,38.127,
2012-07,38.978,
2012-10,39.427,
2013-01,39.062,
2013-04,39.968,
2013-07,40.390,
2013-10,41.030,
2014-01,41.027,
2014-04,41.495,
2014-07,42.227,
