"",BBK01.QUY350,BBK01.QUY350_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Iceland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:10,
2002-03,0.421,
2002-04,0.418,
2002-05,0.415,
2002-06,0.400,
2002-07,0.409,
2002-08,0.401,
2002-09,0.384,
2002-10,0.391,
2002-11,0.401,
2002-12,0.391,
2003-01,0.390,
2003-02,0.437,
2003-03,0.410,
2003-04,0.429,
2003-05,0.427,
2003-06,0.426,
2003-07,0.426,
2003-08,0.443,
2003-09,0.462,
2003-10,0.464,
2003-11,0.459,
2003-12,0.472,
2004-01,0.623,
2004-02,0.592,
2004-03,0.553,
2004-04,0.555,
2004-05,0.539,
2004-06,0.543,
2004-07,0.536,
2004-08,0.524,
2004-09,0.527,
2004-10,0.543,
2004-11,0.535,
2004-12,0.534,
2005-01,0.526,
2005-02,0.549,
2005-03,0.549,
2005-04,0.549,
2005-05,0.561,
2005-06,0.653,
2005-07,0.593,
2005-08,0.536,
2005-09,0.541,
2005-10,0.499,
2005-11,0.495,
2005-12,0.499,
2006-01,0.500,
2006-02,0.612,
2006-03,1.117,
2006-04,1.118,
2006-05,1.115,
2006-06,0.997,
2006-07,1.067,
2006-08,1.096,
2006-09,1.254,
2006-10,1.286,
2006-11,0.777,
2006-12,1.268,
2007-01,1.287,
2007-02,1.578,
2007-03,1.327,
2007-04,1.335,
2007-05,1.386,
2007-06,1.415,
2007-07,1.419,
2007-08,1.390,
2007-09,1.387,
2007-10,1.306,
2007-11,1.429,
2007-12,1.514,
2008-01,1.523,
2008-02,1.801,
2008-03,1.268,
2008-04,1.709,
2008-05,1.674,
2008-06,1.766,
2008-07,1.720,
2008-08,1.858,
2008-09,1.668,
2008-10,1.143,
2008-11,1.089,
2008-12,0.926,
2009-01,0.960,
2009-02,0.956,
2009-03,0.927,
2009-04,0.935,
2009-05,0.907,
2009-06,0.900,
2009-07,0.871,
2009-08,0.822,
2009-09,0.835,
2009-10,0.796,
2009-11,0.801,
2009-12,0.826,
2010-01,0.834,
2010-02,0.771,
2010-03,0.690,
2010-04,0.685,
2010-05,0.663,
2010-06,0.655,
2010-07,0.612,
2010-08,0.608,
2010-09,0.625,
2010-10,0.560,
2010-11,0.736,
2010-12,0.736,
2011-01,0.514,
2011-02,0.527,
2011-03,0.511,
2011-04,0.517,
2011-05,0.520,
2011-06,0.534,
2011-07,0.548,
2011-08,0.517,
2011-09,0.522,
2011-10,0.510,
2011-11,0.513,
2011-12,0.511,
2012-01,0.521,
2012-02,0.510,
2012-03,0.394,
2012-04,0.394,
2012-05,0.406,
2012-06,0.400,
2012-07,0.406,
2012-08,0.399,
2012-09,0.394,
2012-10,0.387,
2012-11,0.387,
2012-12,0.371,
2013-01,0.353,
2013-02,0.349,
2013-03,0.348,
2013-04,0.352,
2013-05,0.362,
2013-06,0.360,
2013-07,0.347,
2013-08,0.346,
2013-09,0.342,
2013-10,0.316,
2013-11,0.316,
2013-12,0.313,
2014-01,0.317,
2014-02,0.314,
2014-03,0.314,
2014-04,0.313,
2014-05,0.315,
2014-06,0.316,
2014-07,0.321,
2014-08,0.322,
2014-09,0.329,
2014-10,0.337,
