"",BBK01.TVD417,BBK01.TVD417_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / General governement / Securities / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:53,
1980-01,0,
1980-02,-350,
1980-03,-444,
1980-04,286,
1980-05,-506,
1980-06,6,
1980-07,-356,
1980-08,-62,
1980-09,-260,
1980-10,121,
1980-11,-541,
1980-12,-361,
1981-01,-127,
1981-02,-455,
1981-03,82,
1981-04,-473,
1981-05,-324,
1981-06,287,
1981-07,-4,
1981-08,228,
1981-09,1823,
1981-10,-1,
1981-11,-388,
1981-12,-192,
1982-01,155,
1982-02,79,
1982-03,1118,
1982-04,791,
1982-05,404,
1982-06,-556,
1982-07,1117,
1982-08,1613,
1982-09,131,
1982-10,1330,
1982-11,1094,
1982-12,736,
1983-01,211,
1983-02,1233,
1983-03,392,
1983-04,157,
1983-05,617,
1983-06,290,
1983-07,135,
1983-08,426,
1983-09,-227,
1983-10,590,
1983-11,-311,
1983-12,963,
1984-01,-893,
1984-02,-171,
1984-03,608,
1984-04,263,
1984-05,243,
1984-06,-241,
1984-07,59,
1984-08,796,
1984-09,1038,
1984-10,826,
1984-11,523,
1984-12,790,
1985-01,421,
1985-02,1611,
1985-03,-13,
1985-04,259,
1985-05,480,
1985-06,358,
1985-07,986,
1985-08,-361,
1985-09,444,
1985-10,-674,
1985-11,1122,
1985-12,651,
1986-01,168,
1986-02,-475,
1986-03,-618,
1986-04,916,
1986-05,188,
1986-06,-793,
1986-07,1488,
1986-08,-1041,
1986-09,1036,
1986-10,612,
1986-11,799,
1986-12,-539,
1987-01,-683,
1987-02,891,
1987-03,580,
1987-04,-1089,
1987-05,862,
1987-06,-221,
1987-07,937,
1987-08,1648,
1987-09,259,
1987-10,2906,
1987-11,-1513,
1987-12,490,
1988-01,1506,
1988-02,89,
1988-03,1234,
1988-04,-620,
1988-05,1476,
1988-06,2201,
1988-07,811,
1988-08,2171,
1988-09,1085,
1988-10,-382,
1988-11,-123,
1988-12,-353,
1989-01,1197,
1989-02,1216,
1989-03,1453,
1989-04,-625,
1989-05,846,
1989-06,-594,
1989-07,-240,
1989-08,-697,
1989-09,665,
1989-10,-2127,
1989-11,717,
1989-12,12,
1990-01,247,
1990-02,711,
1990-03,698,
1990-04,-738,
1990-05,1883,
1990-06,-1077,
1990-07,819,
1990-08,4208,
1990-09,1366,
1990-10,1953,
1990-11,-229,
1990-12,376,
1991-01,-3340,
1991-02,-601,
1991-03,2224,
1991-04,-1311,
1991-05,1510,
1991-06,-1205,
1991-07,-462,
1991-08,77,
1991-09,-25,
1991-10,-1069,
1991-11,524,
1991-12,-1166,
1992-01,4866,
1992-02,871,
1992-03,-97,
1992-04,4939,
1992-05,1729,
1992-06,680,
1992-07,2872,
1992-08,1722,
1992-09,-2011,
1992-10,3563,
1992-11,13800,
1992-12,7401,
1993-01,5892,
1993-02,2675,
1993-03,1997,
1993-04,-2440,
1993-05,2918,
1993-06,949,
1993-07,-1278,
1993-08,2769,
1993-09,1559,
1993-10,4795,
1993-11,2825,
1993-12,-2914,
1994-01,3499,
1994-02,4788,
1994-03,3960,
1994-04,114,
1994-05,2993,
1994-06,1068,
1994-07,3005,
1994-08,612,
1994-09,-473,
1994-10,373,
1994-11,299,
1994-12,1416,
1995-01,-965,
1995-02,5269,
1995-03,-4459,
1995-04,-2140,
1995-05,680,
1995-06,-2346,
1995-07,-1917,
1995-08,1371,
1995-09,-12,
1995-10,6126,
1995-11,750,
1995-12,-3447,
1996-01,5098,
1996-02,4636,
1996-03,877,
1996-04,1531,
1996-05,115,
1996-06,1798,
1996-07,-2358,
1996-08,933,
1996-09,-2588,
1996-10,4364,
1996-11,125,
1996-12,-5681,
1997-01,8366,
1997-02,379,
1997-03,4253,
1997-04,-1364,
1997-05,1739,
1997-06,-970,
1997-07,998,
1997-08,2535,
1997-09,-6007,
1997-10,447,
1997-11,975,
1997-12,-8385,
1998-01,5557,
1998-02,-3353,
1998-03,9760,
1998-04,2670,
1998-05,1466,
1998-06,2958,
1998-07,-3198,
1998-08,-1026,
1998-09,-6762,
1998-10,3980,
1998-11,4933,
1998-12,-18148,
1999-01,-4829,
1999-02,3095,
1999-03,-3134,
1999-04,592,
1999-05,9509,
1999-06,-10515,
1999-07,1109,
1999-08,-3536,
1999-09,3625,
1999-10,2242,
1999-11,1804,
1999-12,-6348,
2000-01,8057,
2000-02,3804,
2000-03,-7947,
2000-04,-1188,
2000-05,-3095,
2000-06,-2364,
2000-07,-1584,
2000-08,1090,
2000-09,-5284,
2000-10,2771,
2000-11,3640,
2000-12,-2528,
2001-01,-15558,
2001-02,-848,
2001-03,3516,
2001-04,-2690,
2001-05,-70,
2001-06,5364,
2001-07,9607,
2001-08,-7692,
2001-09,-10130,
2001-10,-1545,
2001-11,893,
2001-12,2443,
2002-01,-504,
2002-02,3797,
2002-03,210,
2002-04,4537,
2002-05,6713,
2002-06,-1865,
2002-07,2648,
2002-08,1689,
2002-09,3117,
2002-10,-1235,
2002-11,4804,
2002-12,-4555,
2003-01,8802,
2003-02,1988,
2003-03,9659,
2003-04,-853,
2003-05,5536,
2003-06,-10465,
2003-07,2271,
2003-08,-6193,
2003-09,938,
2003-10,3946,
2003-11,3411,
2003-12,-9464,
2004-01,2966,
2004-02,17180,
2004-03,-39,
2004-04,146,
2004-05,6474,
2004-06,8279,
2004-07,753,
2004-08,4197,
2004-09,1128,
2004-10,584,
2004-11,1629,
2004-12,-8446,
2005-01,5366,
2005-02,-2160,
2005-03,4195,
