"",BBK01.TUD424,BBK01.TUD424_FLAGS
"",Claims on non-euro-area residents / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:10,
1979-12,52687,
1980-01,52383,
1980-02,52994,
1980-03,56065,
1980-04,57055,
1980-05,56786,
1980-06,56545,
1980-07,55984,
1980-08,57054,
1980-09,57069,
1980-10,59787,
1980-11,62209,
1980-12,61388,
1981-01,61610,
1981-02,61711,
1981-03,63182,
1981-04,62333,
1981-05,64966,
1981-06,64951,
1981-07,66056,
1981-08,66705,
1981-09,65362,
1981-10,66898,
1981-11,68637,
1981-12,70361,
1982-01,68326,
1982-02,69455,
1982-03,69546,
1982-04,68369,
1982-05,68972,
1982-06,69409,
1982-07,68872,
1982-08,69269,
1982-09,70082,
1982-10,70477,
1982-11,71543,
1982-12,71905,
1983-01,69862,
1983-02,69384,
1983-03,68186,
1983-04,68439,
1983-05,69253,
1983-06,71687,
1983-07,70148,
1983-08,69864,
1983-09,71265,
1983-10,71913,
1983-11,73473,
1983-12,75489,
1984-01,74133,
1984-02,74290,
1984-03,74207,
1984-04,73732,
1984-05,75027,
1984-06,75695,
1984-07,75605,
1984-08,75811,
1984-09,80055,
1984-10,81459,
1984-11,83268,
1984-12,87650,
1985-01,86791,
1985-02,91588,
1985-03,89449,
1985-04,88739,
1985-05,88140,
1985-06,92371,
1985-07,90110,
1985-08,90711,
1985-09,91065,
1985-10,92996,
1985-11,95273,
1985-12,102471,
1986-01,101347,
1986-02,105215,
1986-03,106661,
1986-04,106449,
1986-05,110240,
1986-06,112234,
1986-07,110623,
1986-08,114173,
1986-09,120257,
1986-10,120232,
1986-11,125652,
1986-12,127342,
1987-01,126365,
1987-02,128312,
1987-03,132255,
1987-04,132836,
1987-05,136358,
1987-06,139983,
1987-07,138349,
1987-08,138772,
1987-09,138954,
1987-10,137949,
1987-11,136136,
1987-12,135336,
1988-01,134125,
1988-02,135629,
1988-03,134997,
1988-04,133314,
1988-05,135346,
1988-06,141348,
1988-07,143792,
1988-08,146798,
1988-09,149908,
1988-10,149805,
1988-11,150692,
1988-12,150534,
1989-01,147760,
1989-02,146381,
1989-03,148967,
1989-04,151557,
1989-05,158043,
1989-06,162176,
1989-07,162110,
1989-08,165346,
1989-09,167755,
1989-10,169058,
1989-11,179751,
1989-12,182931,
1990-01,182504,
1990-02,185591,
1990-03,185697,
1990-04,187637,
1990-05,190332,
1990-06,203008,
1990-07,204949,
1990-08,205841,
1990-09,210282,
1990-10,206510,
1990-11,211790,
1990-12,217367,
1991-01,213958,
1991-02,221823,
1991-03,223025,
1991-04,216551,
1991-05,214561,
1991-06,219506,
1991-07,213213,
1991-08,215247,
1991-09,214801,
1991-10,216497,
1991-11,222291,
1991-12,223499,
1992-01,223222,
1992-02,223573,
1992-03,223800,
1992-04,223270,
1992-05,221092,
1992-06,217230,
1992-07,216530,
1992-08,217186,
1992-09,217362,
1992-10,227886,
1992-11,232476,
1992-12,228067,
1993-01,225213,
1993-02,234638,
1993-03,240745,
1993-04,241794,
1993-05,244898,
1993-06,259576,
1993-07,260184,
1993-08,247575,
1993-09,255381,
1993-10,259546,
1993-11,268988,
1993-12,288960,
1994-01,287982,
1994-02,287121,
1994-03,274641,
1994-04,271906,
1994-05,267710,
1994-06,265959,
1994-07,256841,
1994-08,259892,
1994-09,257189,
1994-10,255059,
1994-11,265662,
1994-12,280600,
1995-01,271749,
1995-02,272357,
1995-03,269988,
1995-04,276964,
1995-05,283935,
1995-06,288049,
1995-07,291046,
1995-08,304688,
1995-09,307264,
1995-10,305415,
1995-11,308914,
1995-12,311132,
1996-01,310726,
1996-02,315668,
1996-03,317325,
1996-04,321292,
1996-05,325159,
1996-06,328483,
1996-07,320755,
1996-08,324212,
1996-09,329964,
1996-10,320673,
1996-11,335079,
1996-12,346690,
1997-01,352102,
1997-02,365066,
1997-03,372566,
1997-04,379055,
1997-05,378281,
1997-06,392148,
1997-07,404310,
1997-08,400196,
1997-09,397556,
