"",BBK01.OECB10H,BBK01.OECB10H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:54,
2002-01,12.701,
2002-04,13.107,
2002-07,13.114,
2002-10,13.196,
2003-01,11.085,
2003-04,9.459,
2003-07,9.669,
2003-10,9.088,
2004-01,9.829,
2004-04,9.872,
2004-07,9.976,
2004-10,8.966,
2005-01,8.734,
2005-04,9.565,
2005-07,10.863,
2005-10,8.175,
2006-01,15.590,
2006-04,11.102,
2006-07,16.264,
2006-10,11.962,
2007-01,15.507,
2007-04,12.411,
2007-07,17.541,
2007-10,12.247,
2008-01,19.261,
2008-04,26.136,
2008-07,26.527,
2008-10,9.838,
2009-01,13.833,
2009-04,16.281,
2009-07,16.595,
2009-10,13.521,
2010-01,13.983,
2010-04,12.066,
2010-07,14.498,
2010-10,11.654,
2011-01,10.561,
2011-04,12.156,
2011-07,8.857,
2011-10,7.299,
2012-01,15.129,
2012-04,11.511,
2012-07,16.487,
2012-10,10.283,
2013-01,16.257,
2013-04,18.782,
2013-07,6.829,
2013-10,6.520,
2014-01,6.522,
2014-04,6.793,
2014-07,7.737,
