"",BBK01.SU1001,BBK01.SU1001_FLAGS
"",Balance sheet total / All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:19,
1973-12,36.013,
1974-01,35.967,
1974-02,35.711,
1974-03,36.059,
1974-04,36.296,
1974-05,36.368,
1974-06,36.525,
1974-07,36.605,
1974-08,36.553,
1974-09,37.083,
1974-10,37.349,
1974-11,37.351,
1974-12,39.720,
1975-01,39.582,
1975-02,39.391,
1975-03,39.938,
1975-04,40.311,
1975-05,40.331,
1975-06,40.619,
1975-07,40.781,
1975-08,40.823,
1975-09,41.572,
1975-10,42.144,
1975-11,42.216,
1975-12,44.458,
1976-01,44.298,
1976-02,44.314,
1976-03,44.796,
1976-04,45.258,
1976-05,45.153,
1976-06,45.324,
1976-07,45.544,
1976-08,45.533,
1976-09,46.184,
1976-10,46.553,
1976-11,46.484,
1976-12,48.525,
1977-01,48.356,
1977-02,48.203,
1977-03,48.753,
1977-04,48.993,
1977-05,48.854,
1977-06,49.092,
1977-07,49.259,
1977-08,49.272,
1977-09,50.020,
1977-10,50.368,
1977-11,50.361,
1977-12,52.230,
1978-01,52.309,
1978-02,52.265,
1978-03,52.817,
1978-04,53.080,
1978-05,52.933,
1978-06,53.369,
1978-07,53.584,
1978-08,53.674,
1978-09,54.443,
1978-10,54.776,
1978-11,54.941,
1978-12,56.867,
1979-01,56.812,
1979-02,56.810,
1979-03,57.504,
1979-04,57.833,
1979-05,58.010,
1979-06,58.538,
1979-07,59.110,
1979-08,59.339,
1979-09,60.142,
1979-10,60.535,
1979-11,60.544,
1979-12,62.343,
1980-01,62.139,
1980-02,62.240,
1980-03,63.118,
1980-04,63.559,
1980-05,63.635,
1980-06,64.352,
1980-07,64.550,
1980-08,64.845,
1980-09,65.619,
1980-10,66.016,
1980-11,66.127,
1980-12,67.747,
1981-01,67.598,
1981-02,67.678,
1981-03,68.281,
1981-04,69.164,
1981-05,69.127,
1981-06,69.523,
1981-07,69.971,
1981-08,70.147,
1981-09,70.966,
1981-10,71.510,
1981-11,71.443,
1981-12,73.104,
1982-01,72.903,
1982-02,72.683,
1982-03,73.343,
1982-04,73.705,
1982-05,73.546,
1982-06,73.892,
1982-07,73.865,
1982-08,73.876,
1982-09,74.536,
1982-10,75.100,
1982-11,74.698,
1982-12,76.517,
1983-01,75.787,
1983-02,75.864,
1983-03,76.605,
1983-04,77.220,
1983-05,77.050,
1983-06,77.764,
1983-07,77.636,
1983-08,77.481,
1983-09,77.838,
1983-10,78.161,
1983-11,77.714,
1983-12,79.451,
1984-01,79.219,
1984-02,79.246,
1984-03,79.397,
1984-04,79.765,
1984-05,79.570,
1984-06,80.102,
1984-07,80.080,
1984-08,80.090,
1984-09,80.335,
1984-10,80.548,
1984-11,80.368,
1984-12,82.286,
1985-01,81.309,
1985-02,80.635,
1985-03,80.821,
1985-04,81.207,
1985-05,80.946,
1985-06,81.506,
1985-07,81.295,
1985-08,80.919,
1985-09,80.864,
1985-10,81.158,
1985-11,80.726,
1985-12,82.310,
1986-01,81.284,
1986-02,80.727,
1986-03,80.370,
1986-04,80.709,
1986-05,80.036,
1986-06,80.462,
1986-07,80.286,
1986-08,80.066,
1986-09,80.115,
1986-10,80.013,
1986-11,79.866,
1986-12,80.837,
1987-01,80.632,
1987-02,79.913,
1987-03,79.539,
1987-04,79.649,
1987-05,79.312,
1987-06,79.210,
1987-07,78.981,
1987-08,78.807,
1987-09,78.872,
1987-10,78.841,
1987-11,78.430,
1987-12,79.816,
1988-01,79.418,
1988-02,78.882,
1988-03,79.110,
1988-04,79.479,
1988-05,79.179,
1988-06,79.322,
1988-07,79.226,
1988-08,79.156,
1988-09,79.501,
1988-10,79.345,
1988-11,79.344,
1988-12,80.043,
1989-01,79.417,
1989-02,79.287,
1989-03,79.394,
1989-04,79.680,
1989-05,79.626,
1989-06,80.019,
1989-07,79.429,
1989-08,79.464,
1989-09,80.207,
1989-10,80.341,
1989-11,80.791,
1989-12,82.335,
1990-01,82.492,
1990-02,82.271,
1990-03,82.801,
1990-04,82.979,
1990-05,83.136,
1990-06,83.380,
1990-07,83.029,
1990-08,83.654,
1990-09,83.815,
