"",BBK01.QUY403,BBK01.QUY403_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Czech Republic / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:31,
2002-03,0.803,
2002-04,0.759,
2002-05,0.823,
2002-06,0.977,
2002-07,0.933,
2002-08,0.887,
2002-09,0.961,
2002-10,0.894,
2002-11,0.786,
2002-12,0.826,
2003-01,1.002,
2003-02,1.058,
2003-03,0.960,
2003-04,0.930,
2003-05,0.915,
2003-06,1.070,
2003-07,0.978,
2003-08,1.016,
2003-09,1.094,
2003-10,1.282,
2003-11,1.157,
2003-12,1.075,
2004-01,1.003,
2004-02,1.053,
2004-03,1.213,
2004-04,1.284,
2004-05,1.284,
2004-06,1.904,
2004-07,1.935,
2004-08,1.962,
2004-09,1.888,
2004-10,1.802,
2004-11,1.801,
2004-12,1.930,
2005-01,1.894,
2005-02,1.984,
2005-03,2.279,
2005-04,2.340,
2005-05,2.105,
2005-06,2.514,
2005-07,2.472,
2005-08,2.481,
2005-09,2.450,
2005-10,2.463,
2005-11,2.539,
2005-12,1.626,
2006-01,1.559,
2006-02,1.535,
2006-03,1.686,
2006-04,1.604,
2006-05,1.625,
2006-06,1.600,
2006-07,1.567,
2006-08,1.513,
2006-09,1.441,
2006-10,1.481,
2006-11,1.465,
2006-12,1.324,
2007-01,1.422,
2007-02,1.429,
2007-03,1.414,
2007-04,1.440,
2007-05,1.439,
2007-06,1.409,
2007-07,1.352,
2007-08,1.301,
2007-09,1.292,
2007-10,1.291,
2007-11,1.250,
2007-12,1.299,
2008-01,1.233,
2008-02,1.156,
2008-03,1.136,
2008-04,1.246,
2008-05,1.290,
2008-06,1.810,
2008-07,1.780,
2008-08,1.787,
2008-09,1.726,
2008-10,1.709,
2008-11,1.697,
2008-12,1.678,
2009-01,1.641,
2009-02,1.604,
2009-03,1.646,
2009-04,1.639,
2009-05,1.706,
2009-06,1.587,
2009-07,1.532,
2009-08,1.535,
2009-09,1.538,
2009-10,1.537,
2009-11,1.492,
2009-12,1.485,
2010-01,1.505,
2010-02,1.505,
2010-03,1.533,
2010-04,1.516,
2010-05,1.502,
2010-06,1.436,
2010-07,1.460,
2010-08,1.299,
2010-09,1.543,
2010-10,1.488,
2010-11,1.474,
2010-12,1.230,
2011-01,1.268,
2011-02,1.276,
2011-03,1.249,
2011-04,1.262,
2011-05,1.333,
2011-06,1.303,
2011-07,1.293,
2011-08,1.314,
2011-09,1.334,
2011-10,1.459,
2011-11,1.240,
2011-12,1.201,
2012-01,1.242,
2012-02,1.353,
2012-03,1.305,
2012-04,1.365,
2012-05,1.349,
2012-06,1.367,
2012-07,1.292,
2012-08,1.344,
2012-09,1.291,
2012-10,1.329,
2012-11,1.345,
2012-12,1.347,
2013-01,1.409,
2013-02,1.416,
2013-03,1.467,
2013-04,1.443,
2013-05,1.436,
2013-06,1.399,
2013-07,1.469,
2013-08,1.497,
2013-09,1.558,
2013-10,1.551,
2013-11,1.519,
2013-12,1.531,
2014-01,1.423,
2014-02,1.486,
2014-03,1.408,
2014-04,1.375,
2014-05,1.375,
2014-06,1.147,
2014-07,1.070,
2014-08,1.114,
2014-09,1.120,
2014-10,1.126,
