"",BBK01.TS1383,BBK01.TS1383_FLAGS
"",Credit to non-financial corporations / Loans / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:25,
1999-01,696.6,
1999-02,695.3,
1999-03,688.4,
1999-04,687.8,
1999-05,687.4,
1999-06,696.0,
1999-07,699.1,
1999-08,699.6,
1999-09,712.4,
1999-10,717.9,
1999-11,722.8,
1999-12,733.8,
2000-01,741.3,
2000-02,747.3,
2000-03,752.0,
2000-04,758.6,
2000-05,757.6,
2000-06,759.0,
2000-07,758.4,
2000-08,765.4,
2000-09,772.1,
2000-10,776.0,
2000-11,777.7,
2000-12,777.6,
2001-01,779.8,
2001-02,784.0,
2001-03,791.7,
2001-04,788.3,
2001-05,795.1,
2001-06,796.1,
2001-07,795.5,
2001-08,793.8,
2001-09,796.2,
2001-10,797.9,
2001-11,799.3,
2001-12,802.4,
2002-01,800.6,
2002-02,800.7,
2002-03,803.6,
2002-04,803.8,
2002-05,802.8,
2002-06,799.8,
2002-07,801.1,
2002-08,800.2,
2002-09,798.7,
2002-10,798.6,
2002-11,794.7,
2002-12,795.1,
2003-01,794.9,
2003-02,790.4,
2003-03,784.3,
2003-04,781.4,
2003-05,778.7,
2003-06,779.3,
2003-07,776.9,
2003-08,777.5,
2003-09,775.5,
2003-10,774.4,
2003-11,774.6,
2003-12,771.5,
2004-01,766.9,
2004-02,765.9,
2004-03,765.6,
2004-04,764.2,
2004-05,764.4,
2004-06,760.8,
2004-07,757.9,
2004-08,757.3,
2004-09,753.8,
2004-10,751.7,
2004-11,752.0,
2004-12,743.5,
2005-01,741.1,
2005-02,740.4,
2005-03,738.4,
2005-04,735.4,
2005-05,736.3,
2005-06,734.4,
2005-07,735.2,
2005-08,731.0,
2005-09,736.1,
2005-10,735.4,
2005-11,729.8,
2005-12,728.1,
2006-01,738.1,
2006-02,735.7,
2006-03,735.6,
2006-04,738.7,
2006-05,737.6,
2006-06,741.1,
2006-07,745.2,
2006-08,742.3,
2006-09,745.5,
2006-10,744.7,
2006-11,744.4,
2006-12,741.9,
2007-01,744.4,
2007-02,742.9,
2007-03,743.2,
2007-04,743.1,
2007-05,746.6,
2007-06,746.2,
2007-07,749.6,
2007-08,757.0,
2007-09,760.3,
2007-10,760.4,
2007-11,764.5,
2007-12,783.5,
2008-01,784.5,
2008-02,790.3,
2008-03,794.2,
2008-04,799.1,
2008-05,802.2,
2008-06,804.7,
2008-07,807.8,
2008-08,813.7,
2008-09,817.8,
2008-10,829.8,
2008-11,829.7,
2008-12,838.3,
2009-01,840.6,
2009-02,836.5,
2009-03,833.7,
2009-04,829.2,
2009-05,827.0,
2009-06,819.4,
2009-07,815.7,
2009-08,814.6,
2009-09,811.0,
2009-10,806.1,
2009-11,804.7,
2009-12,797.2,
2010-01,797.7,
2010-02,796.2,
2010-03,789.4,
2010-04,787.9,
2010-05,793.3,
2010-06,793.6,
2010-07,789.0,
2010-08,789.6,
2010-09,786.1,
2010-10,787.3,
2010-11,790.6,
2010-12,790.2,
2011-01,789.6,
2011-02,793.5,
2011-03,793.2,
2011-04,789.0,
2011-05,791.2,
2011-06,790.7,
2011-07,793.5,
2011-08,794.0,
2011-09,796.9,
2011-10,798.7,
2011-11,800.8,
2011-12,800.3,
2012-01,802.8,
2012-02,802.3,
2012-03,803.9,
2012-04,803.6,
2012-05,808.1,
2012-06,807.9,
2012-07,812.5,
2012-08,810.9,
2012-09,810.2,
2012-10,808.2,
2012-11,809.1,
2012-12,805.3,
2013-01,802.0,
2013-02,803.7,
2013-03,806.3,
2013-04,802.6,
2013-05,802.7,
2013-06,801.3,
2013-07,800.4,
2013-08,800.1,
2013-09,797.4,
2013-10,798.1,
2013-11,798.6,
2013-12,799.1,
2014-01,799.2,
2014-02,796.8,
2014-03,796.3,
2014-04,800.1,
2014-05,802.6,
2014-06,802.3,
2014-07,800.0,
2014-08,801.8,
2014-09,801.5,
2014-10,803.3,
2014-11,805.9,
2014-12,787.8,Provisional value
2015-01,793.3,
