"",BBK01.QUV770,BBK01.QUV770_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Poland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:58,
2001-12,2.852,
2002-01,2.819,
2002-02,2.835,
2002-03,2.821,
2002-04,2.774,
2002-05,2.767,
2002-06,2.680,
2002-07,2.639,
2002-08,2.715,
2002-09,2.661,
2002-10,2.668,
2002-11,2.703,
2002-12,2.636,
2003-01,2.620,
2003-02,2.673,
2003-03,2.614,
2003-04,2.643,
2003-05,2.537,
2003-06,2.551,
2003-07,2.546,
2003-08,2.562,
2003-09,2.505,
2003-10,2.515,
2003-11,2.508,
2003-12,2.434,
2004-01,2.416,
2004-02,2.513,
2004-03,2.452,
2004-04,2.904,
2004-05,3.007,
2004-06,3.007,
2004-07,3.017,
2004-08,2.923,
2004-09,2.914,
2004-10,2.895,
2004-11,2.785,
2004-12,3.015,
2005-01,3.149,
2005-02,3.210,
2005-03,3.282,
2005-04,3.323,
2005-05,3.346,
2005-06,3.666,
2005-07,3.835,
2005-08,3.890,
2005-09,4.036,
2005-10,4.054,
2005-11,4.170,
2005-12,4.126,
2006-01,4.138,
2006-02,4.129,
2006-03,4.038,
2006-04,4.350,
2006-05,4.445,
2006-06,4.634,
2006-07,4.717,
2006-08,5.058,
2006-09,5.125,
2006-10,5.028,
2006-11,5.782,
2006-12,6.185,
2007-01,6.283,
2007-02,6.295,
2007-03,6.434,
2007-04,6.531,
2007-05,6.581,
2007-06,6.665,
2007-07,7.089,
2007-08,7.135,
2007-09,7.334,
2007-10,7.286,
2007-11,7.444,
2007-12,7.511,
2008-01,7.719,
2008-02,8.134,
2008-03,8.392,
2008-04,8.653,
2008-05,9.625,
2008-06,9.648,
2008-07,9.925,
2008-08,9.948,
2008-09,10.528,
2008-10,11.050,
2008-11,11.213,
2008-12,11.957,
2009-01,11.936,
2009-02,11.938,
2009-03,11.779,
2009-04,12.054,
2009-05,12.075,
2009-06,12.059,
2009-07,12.201,
2009-08,12.423,
2009-09,12.449,
2009-10,12.539,
2009-11,12.565,
2009-12,13.010,
2010-01,13.235,
2010-02,13.649,
2010-03,13.865,
2010-04,14.167,
2010-05,14.339,
2010-06,15.011,
2010-07,15.112,
2010-08,15.209,
2010-09,15.014,
2010-10,14.547,
2010-11,14.775,
2010-12,15.158,
2011-01,14.977,
2011-02,15.284,
2011-03,15.187,
2011-04,15.016,
2011-05,15.313,
2011-06,15.581,
2011-07,16.218,
2011-08,16.052,
2011-09,15.964,
2011-10,16.041,
2011-11,16.030,
2011-12,15.651,
2012-01,15.737,
2012-02,15.534,
2012-03,15.550,
2012-04,15.621,
2012-05,15.558,
2012-06,15.260,
2012-07,15.002,
2012-08,15.040,
2012-09,14.722,
2012-10,14.504,
2012-11,14.411,
2012-12,14.535,
2013-01,14.406,
2013-02,14.492,
2013-03,14.469,
2013-04,14.593,
2013-05,14.566,
2013-06,14.715,
2013-07,14.428,
2013-08,14.391,
2013-09,14.197,
2013-10,13.903,
2013-11,13.741,
2013-12,13.621,
2014-01,13.506,
2014-02,13.309,
2014-03,12.667,
2014-04,13.041,
2014-05,12.917,
2014-06,12.851,
2014-07,12.670,
2014-08,12.820,
2014-09,12.752,
2014-10,12.335,
2014-11,12.319,
2014-12,12.569,
