"",BBK01.OEAH32V,BBK01.OEAH32V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:57,
2002-01,2.106,
2002-04,2.221,
2002-07,2.195,
2002-10,2.283,
2003-01,2.288,
2003-04,2.082,
2003-07,2.129,
2003-10,2.333,
2004-01,2.016,
2004-04,1.707,
2004-07,1.994,
2004-10,2.240,
2005-01,1.826,
2005-04,1.678,
2005-07,1.724,
2005-10,1.941,
2006-01,1.892,
2006-04,1.937,
2006-07,2.181,
2006-10,2.419,
2007-01,2.782,
2007-04,2.664,
2007-07,2.864,
2007-10,2.918,
2008-01,3.172,
2008-04,3.224,
2008-07,3.664,
2008-10,3.597,
2009-01,2.821,
2009-04,2.229,
2009-07,1.774,
2009-10,1.740,
2010-01,1.938,
2010-04,1.857,
2010-07,1.753,
2010-10,1.783,
2011-01,1.935,
2011-04,1.810,
2011-07,1.983,
2011-10,2.372,
2012-01,2.183,
2012-04,2.307,
2012-07,2.176,
2012-10,2.068,
2013-01,1.940,
2013-04,1.806,
2013-07,1.819,
2013-10,1.904,
2014-01,2.029,
2014-04,1.924,
2014-07,1.781,
