"",BBK01.OUK375,BBK01.OUK375_FLAGS
"",Lending to the foreign general government / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:38,
1999-01,3.840,
1999-02,3.613,
1999-03,3.191,
1999-04,3.520,
1999-05,4.151,
1999-06,3.466,
1999-07,3.852,
1999-08,3.414,
1999-09,3.166,
1999-10,4.214,
1999-11,3.868,
1999-12,2.771,
2000-01,3.489,
2000-02,3.692,
2000-03,3.923,
2000-04,3.790,
2000-05,3.503,
2000-06,3.154,
2000-07,2.621,
2000-08,2.578,
2000-09,3.917,
2000-10,3.661,
2000-11,3.660,
2000-12,4.015,
2001-01,3.698,
2001-02,3.781,
2001-03,4.173,
2001-04,4.038,
2001-05,4.030,
2001-06,4.237,
2001-07,3.640,
2001-08,4.435,
2001-09,4.295,
2001-10,4.142,
2001-11,4.169,
2001-12,3.919,
2002-01,3.773,
2002-02,3.475,
2002-03,3.560,
2002-04,4.070,
2002-05,3.976,
2002-06,3.674,
2002-07,3.280,
2002-08,3.145,
2002-09,3.348,
2002-10,3.156,
2002-11,2.848,
2002-12,2.668,
2003-01,2.577,
2003-02,2.562,
2003-03,2.551,
2003-04,2.383,
2003-05,2.359,
2003-06,2.571,
2003-07,2.399,
2003-08,2.371,
2003-09,1.942,
2003-10,1.946,
2003-11,1.848,
2003-12,1.520,
2004-01,1.590,
2004-02,1.456,
2004-03,1.467,
2004-04,1.513,
2004-05,1.282,
2004-06,1.705,
2004-07,2.120,
2004-08,1.641,
2004-09,1.553,
2004-10,1.751,
2004-11,2.056,
2004-12,2.037,
2005-01,2.025,
2005-02,2.002,
2005-03,2.127,
2005-04,2.287,
2005-05,2.251,
2005-06,2.608,
2005-07,2.390,
2005-08,2.460,
2005-09,1.494,
2005-10,1.776,
2005-11,2.109,
2005-12,2.408,
2006-01,4.195,
2006-02,3.633,
2006-03,3.790,
2006-04,4.045,
2006-05,4.101,
2006-06,4.105,
2006-07,3.856,
2006-08,3.108,
2006-09,3.959,
2006-10,4.010,
2006-11,4.693,
2006-12,5.287,
2007-01,4.983,
2007-02,3.956,
2007-03,4.041,
2007-04,4.103,
2007-05,4.607,
2007-06,4.243,
2007-07,5.217,
2007-08,4.816,
2007-09,4.209,
2007-10,4.828,
2007-11,3.623,
2007-12,3.152,
2008-01,2.889,
2008-02,3.004,
2008-03,3.163,
2008-04,3.174,
2008-05,3.343,
2008-06,3.619,
2008-07,3.023,
2008-08,3.326,
2008-09,3.183,
2008-10,3.172,
2008-11,3.030,
2008-12,2.368,
2009-01,2.718,
2009-02,2.515,
2009-03,2.664,
2009-04,2.566,
2009-05,2.732,
2009-06,2.652,
2009-07,2.504,
2009-08,2.442,
2009-09,2.437,
2009-10,2.467,
2009-11,2.515,
2009-12,2.435,
2010-01,2.713,
2010-02,2.455,
2010-03,2.982,
2010-04,2.713,
2010-05,2.535,
2010-06,2.693,
2010-07,2.721,
2010-08,2.798,
2010-09,2.885,
2010-10,2.886,
2010-11,3.018,
2010-12,3.031,
2011-01,3.396,
2011-02,3.513,
2011-03,3.672,
2011-04,3.687,
2011-05,3.567,
2011-06,3.671,
2011-07,3.703,
2011-08,3.539,
2011-09,3.393,
2011-10,3.624,
2011-11,3.837,
2011-12,3.609,
2012-01,3.614,
2012-02,3.848,
2012-03,3.965,
2012-04,3.683,
2012-05,3.803,
2012-06,3.894,
2012-07,3.820,
2012-08,3.605,
2012-09,3.420,
2012-10,3.439,
2012-11,3.559,
2012-12,3.595,
2013-01,3.395,
2013-02,3.403,
2013-03,3.316,
2013-04,3.404,
2013-05,3.368,
2013-06,3.472,
2013-07,3.488,
2013-08,3.533,
2013-09,3.524,
2013-10,3.579,
2013-11,3.539,
2013-12,3.598,
2014-01,3.529,
2014-02,3.659,
2014-03,3.685,
2014-04,3.623,
2014-05,3.628,
2014-06,3.570,
2014-07,3.594,
2014-08,3.568,
2014-09,3.623,
2014-10,3.667,
2014-11,3.997,
2014-12,3.899,Provisional value
