"",BBK01.QUV696,BBK01.QUV696_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Chile / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:20:12,
2001-12,0.053,
2002-01,0.051,
2002-02,0.061,
2002-03,0.061,
2002-04,0.093,
2002-05,0.094,
2002-06,0.086,
2002-07,0.108,
2002-08,0.092,
2002-09,0.094,
2002-10,0.214,
2002-11,0.347,
2002-12,0.352,
2003-01,0.286,
2003-02,0.304,
2003-03,0.325,
2003-04,0.296,
2003-05,0.287,
2003-06,0.278,
2003-07,0.365,
2003-08,0.412,
2003-09,0.381,
2003-10,0.401,
2003-11,0.439,
2003-12,0.454,
2004-01,0.489,
2004-02,0.506,
2004-03,0.478,
2004-04,0.587,
2004-05,0.403,
2004-06,0.388,
2004-07,0.408,
2004-08,0.349,
2004-09,0.322,
2004-10,0.359,
2004-11,0.359,
2004-12,0.316,
2005-01,0.278,
2005-02,0.347,
2005-03,0.329,
2005-04,0.308,
2005-05,0.265,
2005-06,0.097,
2005-07,0.167,
2005-08,0.095,
2005-09,0.143,
2005-10,0.201,
2005-11,0.227,
2005-12,0.362,
2006-01,0.273,
2006-02,0.272,
2006-03,0.248,
2006-04,0.272,
2006-05,0.255,
2006-06,0.231,
2006-07,0.205,
2006-08,0.198,
2006-09,0.155,
2006-10,0.189,
2006-11,0.202,
2006-12,0.315,
2007-01,0.131,
2007-02,0.135,
2007-03,0.152,
2007-04,0.254,
2007-05,0.233,
2007-06,0.223,
2007-07,0.153,
2007-08,0.184,
2007-09,0.176,
2007-10,0.156,
2007-11,0.181,
2007-12,0.193,
2008-01,0.190,
2008-02,0.196,
2008-03,0.240,
2008-04,0.239,
2008-05,0.224,
2008-06,0.335,
2008-07,0.423,
2008-08,0.509,
2008-09,0.618,
2008-10,0.651,
2008-11,0.632,
2008-12,0.489,
2009-01,0.481,
2009-02,0.462,
2009-03,0.349,
2009-04,0.309,
2009-05,0.298,
2009-06,0.205,
2009-07,0.233,
2009-08,0.188,
2009-09,0.164,
2009-10,0.165,
2009-11,0.239,
2009-12,0.184,
2010-01,0.158,
2010-02,0.163,
2010-03,0.167,
2010-04,0.231,
2010-05,0.275,
2010-06,0.193,
2010-07,0.296,
2010-08,0.421,
2010-09,0.349,
2010-10,0.410,
2010-11,0.472,
2010-12,0.525,
2011-01,0.551,
2011-02,0.573,
2011-03,0.630,
2011-04,0.750,
2011-05,0.835,
2011-06,0.879,
2011-07,0.935,
2011-08,0.924,
2011-09,0.941,
2011-10,0.897,
2011-11,0.892,
2011-12,0.879,
2012-01,0.843,
2012-02,0.774,
2012-03,0.912,
2012-04,0.790,
2012-05,0.726,
2012-06,0.815,
2012-07,0.856,
2012-08,0.807,
2012-09,0.932,
2012-10,0.946,
2012-11,0.898,
2012-12,0.916,
2013-01,0.975,
2013-02,1.032,
2013-03,0.855,
2013-04,0.658,
2013-05,0.696,
2013-06,0.633,
2013-07,0.484,
2013-08,0.562,
2013-09,0.584,
2013-10,0.653,
2013-11,0.665,
2013-12,0.641,
2014-01,0.639,
2014-02,0.560,
2014-03,0.558,
2014-04,0.451,
2014-05,0.439,
2014-06,0.404,
2014-07,0.387,
2014-08,0.333,
2014-09,0.278,
2014-10,0.217,
2014-11,0.250,
2014-12,0.249,
