"",BBK01.OUD379,BBK01.OUD379_FLAGS
"",Loans to foreign general government for over five years / Regional banks and other commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:58,
1999-01,0.237,
1999-02,0.273,
1999-03,0.203,
1999-04,0.235,
1999-05,0.244,
1999-06,0.216,
1999-07,0.191,
1999-08,0.193,
1999-09,0.181,
1999-10,0.187,
1999-11,0.188,
1999-12,0.168,
2000-01,0.166,
2000-02,0.179,
2000-03,0.187,
2000-04,0.183,
2000-05,1.853,
2000-06,1.843,
2000-07,1.829,
2000-08,1.855,
2000-09,1.885,
2000-10,2.009,
2000-11,2.024,
2000-12,2.027,
2001-01,2.132,
2001-02,2.188,
2001-03,2.225,
2001-04,2.319,
2001-05,2.439,
2001-06,2.435,
2001-07,2.378,
2001-08,2.342,
2001-09,2.336,
2001-10,2.302,
2001-11,2.416,
2001-12,2.423,
2002-01,2.435,
2002-02,2.430,
2002-03,2.420,
2002-04,2.649,
2002-05,2.657,
2002-06,2.701,
2002-07,2.678,
2002-08,2.663,
2002-09,2.676,
2002-10,3.764,
2002-11,3.905,
2002-12,3.906,
2003-01,3.710,
2003-02,2.666,
2003-03,2.493,
2003-04,2.445,
2003-05,3.307,
2003-06,3.221,
2003-07,3.154,
2003-08,2.967,
2003-09,2.853,
2003-10,3.328,
2003-11,3.259,
2003-12,3.320,
2004-01,3.340,
2004-02,3.357,
2004-03,2.846,
2004-04,3.566,
2004-05,3.304,
2004-06,3.204,
2004-07,3.247,
2004-08,3.221,
2004-09,3.223,
2004-10,2.243,
2004-11,2.209,
2004-12,0.240,
2005-01,0.258,
2005-02,0.308,
2005-03,0.319,
2005-04,0.232,
2005-05,0.222,
2005-06,0.281,
2005-07,0.205,
2005-08,0.170,
2005-09,0.165,
2005-10,0.183,
2005-11,0.162,
2005-12,0.571,
2006-01,0.463,
2006-02,0.454,
2006-03,0.488,
2006-04,0.478,
2006-05,0.473,
2006-06,0.486,
2006-07,0.455,
2006-08,0.456,
2006-09,0.266,
2006-10,0.264,
2006-11,0.262,
2006-12,0.363,
2007-01,0.402,
2007-02,0.317,
2007-03,0.313,
2007-04,0.351,
2007-05,0.350,
2007-06,0.374,
2007-07,0.341,
2007-08,0.340,
2007-09,0.313,
2007-10,0.262,
2007-11,0.260,
2007-12,0.291,
2008-01,0.304,
2008-02,0.297,
2008-03,0.283,
2008-04,0.248,
2008-05,0.242,
2008-06,0.241,
2008-07,0.265,
2008-08,0.266,
2008-09,0.234,
2008-10,0.237,
2008-11,0.316,
2008-12,0.367,
2009-01,0.267,
2009-02,0.264,
2009-03,0.258,
2009-04,0.260,
2009-05,0.250,
2009-06,0.252,
2009-07,0.296,
2009-08,0.296,
2009-09,0.309,
2009-10,0.300,
2009-11,0.298,
2009-12,0.322,
2010-01,0.277,
2010-02,0.256,
2010-03,0.218,
2010-04,0.225,
2010-05,0.206,
2010-06,0.210,
2010-07,0.208,
2010-08,0.210,
2010-09,0.254,
2010-10,0.460,
2010-11,0.254,
2010-12,0.307,
2011-01,0.282,
2011-02,0.278,
2011-03,0.296,
2011-04,0.300,
2011-05,0.317,
2011-06,0.338,
2011-07,0.350,
2011-08,0.346,
2011-09,0.356,
2011-10,0.361,
2011-11,0.391,
2011-12,0.467,
2012-01,0.429,
2012-02,0.425,
2012-03,0.415,
2012-04,0.417,
2012-05,0.431,
2012-06,0.529,
2012-07,0.485,
2012-08,0.471,
2012-09,0.490,
2012-10,0.488,
2012-11,0.490,
2012-12,0.526,
2013-01,0.516,
2013-02,0.517,
2013-03,0.533,
2013-04,0.537,
2013-05,0.538,
2013-06,0.569,
2013-07,0.614,
2013-08,0.596,
2013-09,0.725,
2013-10,0.750,
2013-11,0.825,
2013-12,0.825,
2014-01,0.842,
2014-02,0.869,
2014-03,0.827,
2014-04,0.782,
2014-05,0.785,
2014-06,0.772,
2014-07,0.790,
2014-08,0.750,
2014-09,0.733,
2014-10,0.725,
2014-11,0.722,
2014-12,0.735,Provisional value
