"",BBK01.OUD388,BBK01.OUD388_FLAGS
"",Savings bonds purchased by non-banks (non-MFIs) / for more than one year up to and including two years / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:11:42,
1999-01,0.423,
1999-02,0.446,
1999-03,0.425,
1999-04,0.449,
1999-05,0.449,
1999-06,0.442,
1999-07,0.447,
1999-08,0.439,
1999-09,0.470,
1999-10,0.478,
1999-11,0.480,
1999-12,0.487,
2000-01,0.506,
2000-02,0.500,
2000-03,0.493,
2000-04,0.488,
2000-05,0.503,
2000-06,0.503,
2000-07,0.511,
2000-08,0.506,
2000-09,0.501,
2000-10,0.485,
2000-11,0.486,
2000-12,0.485,
2001-01,0.506,
2001-02,0.515,
2001-03,0.534,
2001-04,0.543,
2001-05,0.560,
2001-06,0.569,
2001-07,0.581,
2001-08,0.588,
2001-09,0.575,
2001-10,0.563,
2001-11,0.567,
2001-12,0.605,
2002-01,0.599,
2002-02,0.616,
2002-03,0.645,
2002-04,0.666,
2002-05,0.685,
2002-06,0.708,
2002-07,0.732,
2002-08,0.758,
2002-09,0.761,
2002-10,0.779,
2002-11,0.800,
2002-12,0.923,
2003-01,0.947,
2003-02,0.967,
2003-03,0.959,
2003-04,0.951,
2003-05,0.941,
2003-06,0.959,
2003-07,0.985,
2003-08,0.982,
2003-09,0.966,
2003-10,0.963,
2003-11,0.960,
2003-12,1.053,
2004-01,1.238,
2004-02,1.247,
2004-03,1.220,
2004-04,1.223,
2004-05,1.202,
2004-06,1.125,
2004-07,1.098,
2004-08,1.090,
2004-09,1.088,
2004-10,1.093,
2004-11,1.090,
2004-12,0.964,
2005-01,1.210,
2005-02,1.210,
2005-03,1.209,
2005-04,1.252,
2005-05,1.242,
2005-06,1.226,
2005-07,1.209,
2005-08,1.204,
2005-09,1.337,
2005-10,1.370,
2005-11,1.379,
2005-12,1.356,
2006-01,1.363,
2006-02,1.387,
2006-03,1.385,
2006-04,1.420,
2006-05,1.432,
2006-06,1.480,
2006-07,1.616,
2006-08,1.684,
2006-09,1.763,
2006-10,1.794,
2006-11,1.811,
2006-12,1.767,
2007-01,1.622,
2007-02,1.814,
2007-03,1.915,
2007-04,1.985,
2007-05,2.028,
2007-06,2.038,
2007-07,2.029,
2007-08,2.013,
2007-09,1.934,
2007-10,1.938,
2007-11,1.938,
2007-12,1.915,
2008-01,1.852,
2008-02,1.775,
2008-03,1.771,
2008-04,1.703,
2008-05,1.663,
2008-06,1.611,
2008-07,1.503,
2008-08,1.540,
2008-09,1.530,
2008-10,1.567,
2008-11,1.610,
2008-12,1.775,
2009-01,1.872,
2009-02,1.965,
2009-03,2.228,
2009-04,2.330,
2009-05,2.302,
2009-06,2.314,
2009-07,2.342,
2009-08,2.362,
2009-09,2.288,
2009-10,2.241,
2009-11,2.268,
2009-12,2.239,
2010-01,2.172,
2010-02,2.225,
2010-03,2.348,
2010-04,2.439,
2010-05,2.512,
2010-06,2.514,
2010-07,2.686,
2010-08,2.875,
2010-09,3.207,
2010-10,3.404,
2010-11,3.454,
2010-12,3.420,
2011-01,3.323,
2011-02,3.326,
2011-03,3.298,
2011-04,3.223,
2011-05,3.197,
2011-06,3.200,
2011-07,3.185,
2011-08,3.176,
2011-09,3.146,
2011-10,3.124,
2011-11,3.142,
2011-12,3.176,
2012-01,3.097,
2012-02,2.987,
2012-03,2.840,
2012-04,2.830,
2012-05,2.826,
2012-06,2.849,
2012-07,2.792,
2012-08,2.675,
2012-09,2.501,
2012-10,2.417,
2012-11,2.378,
2012-12,2.374,
2013-01,2.392,
2013-02,2.317,
2013-03,2.321,
2013-04,2.333,
2013-05,2.383,
2013-06,2.410,
2013-07,2.491,
2013-08,2.553,
2013-09,2.537,
2013-10,2.575,
2013-11,2.609,
2013-12,2.584,
2014-01,2.604,
2014-02,2.627,
2014-03,2.643,
2014-04,2.677,
2014-05,2.719,
2014-06,2.796,
2014-07,2.589,
2014-08,2.357,
2014-09,2.251,
2014-10,2.123,
2014-11,2.087,
2014-12,2.107,Provisional value
