"",BBK01.OEAH10H,BBK01.OEAH10H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:46,
2002-01,15.682,
2002-04,15.914,
2002-07,16.003,
2002-10,15.810,
2003-01,15.639,
2003-04,15.461,
2003-07,15.171,
2003-10,15.271,
2004-01,15.304,
2004-04,15.128,
2004-07,15.177,
2004-10,15.231,
2005-01,14.904,
2005-04,14.521,
2005-07,14.046,
2005-10,13.723,
2006-01,13.391,
2006-04,13.380,
2006-07,13.184,
2006-10,12.710,
2007-01,12.364,
2007-04,12.057,
2007-07,11.933,
2007-10,11.530,
2008-01,11.048,
2008-04,10.718,
2008-07,10.564,
2008-10,10.457,
2009-01,10.444,
2009-04,10.424,
2009-07,10.724,
2009-10,11.740,
2010-01,12.138,
2010-04,12.206,
2010-07,12.224,
2010-10,12.162,
2011-01,12.391,
2011-04,12.920,
2011-07,13.041,
2011-10,12.774,
2012-01,12.443,
2012-04,12.087,
2012-07,11.567,
2012-10,10.748,
2013-01,10.075,
2013-04,9.581,
2013-07,9.482,
2013-10,9.162,
2014-01,8.704,
2014-04,8.205,
2014-07,7.675,
