"",BBK01.QUX188,BBK01.QUX188_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / Countries in Oceania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:22:26,
2001-12,0.162,
2002-01,0.172,
2002-02,0.161,
2002-03,0.145,
2002-04,0.143,
2002-05,0.143,
2002-06,0.136,
2002-07,0.143,
2002-08,0.140,
2002-09,0.133,
2002-10,0.122,
2002-11,0.184,
2002-12,0.224,
2003-01,0.224,
2003-02,0.253,
2003-03,0.223,
2003-04,0.205,
2003-05,0.152,
2003-06,0.255,
2003-07,0.168,
2003-08,0.143,
2003-09,0.160,
2003-10,0.132,
2003-11,0.133,
2003-12,0.177,
2004-01,0.186,
2004-02,0.199,
2004-03,0.193,
2004-04,0.205,
2004-05,0.227,
2004-06,0.209,
2004-07,0.191,
2004-08,0.193,
2004-09,0.212,
2004-10,0.207,
2004-11,0.217,
2004-12,0.212,
2005-01,0.234,
2005-02,0.216,
2005-03,0.222,
2005-04,0.229,
2005-05,0.242,
2005-06,0.228,
2005-07,0.243,
2005-08,0.232,
2005-09,0.262,
2005-10,0.265,
2005-11,0.291,
2005-12,0.283,
2006-01,0.277,
2006-02,0.270,
2006-03,0.256,
2006-04,0.246,
2006-05,0.318,
2006-06,0.303,
2006-07,0.275,
2006-08,0.268,
2006-09,0.276,
2006-10,0.299,
2006-11,0.303,
2006-12,0.318,
2007-01,0.342,
2007-02,0.369,
2007-03,0.408,
2007-04,0.414,
2007-05,0.486,
2007-06,0.506,
2007-07,0.516,
2007-08,0.518,
2007-09,0.522,
2007-10,0.523,
2007-11,0.463,
2007-12,0.463,
2008-01,0.461,
2008-02,0.458,
2008-03,0.448,
2008-04,0.468,
2008-05,0.481,
2008-06,0.442,
2008-07,0.437,
2008-08,0.557,
2008-09,0.575,
2008-10,0.424,
2008-11,0.430,
2008-12,0.402,
2009-01,0.473,
2009-02,0.504,
2009-03,0.492,
2009-04,0.491,
2009-05,0.453,
2009-06,0.463,
2009-07,0.473,
2009-08,0.450,
2009-09,0.487,
2009-10,0.480,
2009-11,0.471,
2009-12,0.490,
2010-01,0.518,
2010-02,0.519,
2010-03,0.527,
2010-04,0.505,
2010-05,0.541,
2010-06,0.538,
2010-07,0.508,
2010-08,0.522,
2010-09,0.485,
2010-10,0.486,
2010-11,0.512,
2010-12,0.501,
2011-01,0.489,
2011-02,0.504,
2011-03,0.485,
2011-04,0.451,
2011-05,0.446,
2011-06,0.433,
2011-07,0.427,
2011-08,0.440,
2011-09,0.471,
2011-10,0.592,
2011-11,0.535,
2011-12,0.621,
2012-01,0.639,
2012-02,0.614,
2012-03,0.633,
2012-04,0.612,
2012-05,0.830,
2012-06,0.853,
2012-07,0.910,
2012-08,0.943,
2012-09,0.892,
2012-10,0.821,
2012-11,0.862,
2012-12,0.879,
2013-01,0.884,
2013-02,0.854,
2013-03,0.826,
2013-04,0.800,
2013-05,0.787,
2013-06,0.773,
2013-07,0.757,
2013-08,0.731,
2013-09,0.680,
2013-10,0.679,
2013-11,0.679,
2013-12,0.703,
2014-01,0.692,
2014-02,0.676,
2014-03,0.693,
2014-04,0.707,
2014-05,0.772,
2014-06,0.748,
2014-07,0.763,
2014-08,0.822,
2014-09,0.818,
2014-10,0.848,
2014-11,0.860,
