"",BBK01.SUD001,BBK01.SUD001_FLAGS
"",Effective interest rates of German banks / Outstanding amounts / Households' deposits with an agreed maturity of up to 2 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:32,
2003-01,2.65,
2003-02,2.53,
2003-03,2.45,
2003-04,2.38,
2003-05,2.36,
2003-06,2.15,
2003-07,2.06,
2003-08,2.04,
2003-09,2.00,
2003-10,1.99,
2003-11,1.98,
2003-12,2.00,
2004-01,1.97,
2004-02,1.94,
2004-03,1.94,
2004-04,1.92,
2004-05,1.90,
2004-06,1.89,
2004-07,1.91,
2004-08,1.91,
2004-09,1.90,
2004-10,1.91,
2004-11,1.90,
2004-12,1.94,
2005-01,1.94,
2005-02,1.92,
2005-03,1.98,
2005-04,1.98,
2005-05,1.99,
2005-06,1.98,
2005-07,1.98,
2005-08,1.97,
2005-09,1.97,
2005-10,1.98,
2005-11,2.01,
2005-12,2.10,
2006-01,2.13,
2006-02,2.17,
2006-03,2.29,
2006-04,2.34,
2006-05,2.39,
2006-06,2.48,
2006-07,2.59,
2006-08,2.69,
2006-09,2.74,
2006-10,2.86,
2006-11,2.92,
2006-12,3.07,
2007-01,3.16,
2007-02,3.21,
2007-03,3.33,
2007-04,3.40,
2007-05,3.46,
2007-06,3.55,
2007-07,3.66,
2007-08,3.77,
2007-09,3.86,
2007-10,3.91,
2007-11,3.95,
2007-12,4.06,
2008-01,4.04,
2008-02,4.01,
2008-03,4.03,
2008-04,4.11,
2008-05,4.17,
2008-06,4.23,
2008-07,4.33,
2008-08,4.40,
2008-09,4.46,
2008-10,4.51,
2008-11,4.42,
2008-12,4.26,
2009-01,3.98,
2009-02,3.82,
2009-03,3.71,
2009-04,3.56,
2009-05,3.42,
2009-06,3.32,
2009-07,3.10,
2009-08,2.91,
2009-09,2.75,
2009-10,2.59,
2009-11,2.39,
2009-12,2.18,
2010-01,1.92,
2010-02,1.80,
2010-03,1.77,
2010-04,1.74,
2010-05,1.70,
2010-06,1.70,
2010-07,1.65,
2010-08,1.62,
2010-09,1.59,
2010-10,1.59,
2010-11,1.59,
2010-12,1.57,
2011-01,1.58,
2011-02,1.58,
2011-03,1.58,
2011-04,1.61,
2011-05,1.65,
2011-06,1.68,
2011-07,1.73,
2011-08,1.78,
2011-09,1.81,
2011-10,1.84,
2011-11,1.87,
2011-12,1.87,
2012-01,1.86,
2012-02,1.86,
2012-03,1.86,
2012-04,1.85,
2012-05,1.83,
2012-06,1.82,
2012-07,1.79,
2012-08,1.76,
2012-09,1.72,
2012-10,1.66,
2012-11,1.61,
2012-12,1.57,
2013-01,1.51,
2013-02,1.47,
2013-03,1.43,
2013-04,1.38,
2013-05,1.35,
2013-06,1.30,
2013-07,1.22,
2013-08,1.16,
2013-09,1.12,
2013-10,1.07,
2013-11,1.05,
2013-12,1.03,
2014-01,1.01,
2014-02,0.99,
2014-03,0.97,
2014-04,0.95,
2014-05,0.92,
2014-06,0.91,
2014-07,0.87,
2014-08,0.84,
2014-09,0.81,
2014-10,0.79,
2014-11,0.76,
2014-12,0.71,Provisional value
"","General: Volume-weighted average interest rates on outstanding amounts as end-of-period. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. p = Provisional",
