"",BBK01.QUJ368,BBK01.QUJ368_FLAGS
"",Banks in Germany: Claims on non-residents / Slovenia / Euro,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:31,
1994-01,0.091,
1994-02,0.095,
1994-03,0.096,
1994-04,0.104,
1994-05,0.100,
1994-06,0.099,
1994-07,0.102,
1994-08,0.099,
1994-09,0.100,
1994-10,0.104,
1994-11,0.104,
1994-12,0.128,
1995-01,0.140,
1995-02,0.134,
1995-03,0.134,
1995-04,0.143,
1995-05,0.153,
1995-06,0.161,
1995-07,0.169,
1995-08,0.172,
1995-09,0.177,
1995-10,0.175,
1995-11,0.170,
1995-12,0.207,
1996-01,0.206,
1996-02,0.211,
1996-03,0.220,
1996-04,0.234,
1996-05,0.234,
1996-06,0.269,
1996-07,0.287,
1996-08,0.299,
1996-09,0.302,
1996-10,0.304,
1996-11,0.310,
1996-12,0.359,
1997-01,0.367,
1997-02,0.369,
1997-03,0.373,
1997-04,0.382,
1997-05,0.372,
1997-06,0.371,
1997-07,0.373,
1997-08,0.376,
1997-09,0.405,
1997-10,0.420,
1997-11,0.429,
1997-12,0.459,
1998-01,0.451,
1998-02,0.450,
1998-03,0.448,
1998-04,0.472,
1998-05,0.464,
1998-06,0.461,
1998-07,0.466,
1998-08,0.472,
1998-09,0.470,
1998-10,0.463,
1998-11,0.479,
1998-12,0.498,
1999-01,0.539,
1999-02,0.543,
1999-03,.,No value available
1999-04,.,No value available
1999-05,.,No value available
1999-06,.,No value available
1999-07,.,No value available
1999-08,.,No value available
1999-09,.,No value available
1999-10,.,No value available
1999-11,0.614,
1999-12,.,No value available
2000-01,.,No value available
2000-02,.,No value available
2000-03,.,No value available
2000-04,.,No value available
2000-05,.,No value available
2000-06,0.817,
2000-07,0.800,
2000-08,0.824,
2000-09,0.872,
2000-10,0.885,
2000-11,0.967,
2000-12,.,No value available
2001-01,.,No value available
2001-02,.,No value available
2001-03,1.084,
2001-04,1.119,
2001-05,1.147,
2001-06,1.149,
2001-07,1.167,
2001-08,1.180,
2001-09,1.203,
2001-10,1.237,
2001-11,1.326,
2001-12,1.295,
2002-01,1.287,
2002-02,1.305,
2002-03,1.291,
2002-04,1.293,
2002-05,1.250,
2002-06,1.324,
2002-07,1.308,
2002-08,1.304,
2002-09,1.300,
2002-10,1.320,
2002-11,1.329,
2002-12,1.406,
2003-01,1.371,
2003-02,1.402,
2003-03,1.414,
2003-04,1.323,
2003-05,1.324,
2003-06,1.439,
2003-07,1.489,
2003-08,1.490,
2003-09,1.494,
2003-10,1.519,
2003-11,1.506,
2003-12,1.498,
2004-01,1.510,
2004-02,1.504,
2004-03,1.565,
2004-04,1.614,
2004-05,1.595,
2004-06,1.582,
2004-07,1.609,
2004-08,1.732,
2004-09,1.737,
2004-10,1.789,
2004-11,1.793,
2004-12,1.857,
2005-01,1.850,
2005-02,1.937,
2005-03,1.981,
2005-04,2.032,
2005-05,1.980,
2005-06,2.207,
2005-07,2.255,
2005-08,2.384,
2005-09,2.508,
2005-10,2.582,
2005-11,2.715,
2005-12,2.898,
2006-01,2.892,
2006-02,2.871,
2006-03,3.005,
2006-04,3.073,
2006-05,3.352,
2006-06,3.236,
2006-07,3.335,
2006-08,3.264,
2006-09,3.327,
2006-10,3.313,
2006-11,3.443,
2006-12,3.475,
2007-01,3.595,
2007-02,3.659,
2007-03,3.754,
2007-04,3.970,
2007-05,4.041,
2007-06,4.128,
2007-07,4.172,
2007-08,4.106,
2007-09,4.149,
2007-10,4.192,
2007-11,4.456,
2007-12,4.383,
2008-01,4.353,
2008-02,4.404,
2008-03,4.376,
2008-04,4.228,
2008-05,4.270,
2008-06,4.466,
2008-07,4.420,
2008-08,4.389,
2008-09,4.357,
2008-10,4.353,
2008-11,4.193,
2008-12,4.194,
2009-01,4.297,
2009-02,4.244,
2009-03,4.310,
2009-04,4.141,
2009-05,4.000,
2009-06,3.676,
2009-07,3.756,
2009-08,3.654,
2009-09,3.810,
2009-10,3.710,
2009-11,3.702,
2009-12,3.593,
2010-01,3.753,
2010-02,3.692,
2010-03,3.746,
2010-04,3.623,
2010-05,3.579,
2010-06,3.411,
2010-07,3.449,
2010-08,3.351,
2010-09,3.376,
2010-10,3.283,
2010-11,3.276,
2010-12,3.292,
2011-01,3.128,
2011-02,3.248,
2011-03,3.314,
2011-04,3.197,
2011-05,3.115,
2011-06,3.031,
2011-07,3.061,
2011-08,3.064,
2011-09,2.891,
2011-10,2.819,
2011-11,2.664,
2011-12,2.749,
2012-01,2.753,
2012-02,2.739,
2012-03,2.805,
2012-04,2.758,
2012-05,2.717,
2012-06,2.644,
2012-07,2.607,
2012-08,2.566,
2012-09,2.528,
2012-10,2.443,
2012-11,2.347,
2012-12,2.285,
2013-01,2.265,
2013-02,2.268,
2013-03,2.277,
2013-04,2.220,
2013-05,2.168,
2013-06,2.128,
2013-07,2.098,
2013-08,2.104,
2013-09,2.096,
2013-10,2.061,
2013-11,1.973,
2013-12,1.972,
2014-01,1.995,
2014-02,1.975,
2014-03,1.965,
2014-04,1.906,
2014-05,1.912,
2014-06,1.925,
2014-07,1.851,
2014-08,1.863,
2014-09,1.852,
2014-10,1.871,
2014-11,1.769,
2014-12,1.813,
