"",BBFB1.Q.N.DE.A2.S1.S1.T.A.FA___OWR._T.F._Z._T._X.N,BBFB1.Q.N.DE.A2.S1.S1.T.A.FA___OWR._T.F._Z._T._X.N_FLAGS
"",Financial account (excl. Reserve assets) / Net domestic investment abroad / North American countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:45:17,
1991-01,3479.371,
1991-04,146.656,
1991-07,-289.619,
1991-10,806.641,
1992-01,1646.760,
1992-04,-1219.439,
1992-07,2656.877,
1992-10,1582.455,
1993-01,4811.888,
1993-04,2407.687,
1993-07,639.814,
1993-10,3829.408,
1994-01,-831.247,
1994-04,2270.873,
1994-07,212.252,
1994-10,1239.489,
1995-01,1907.939,
1995-04,6946.931,
1995-07,5325.823,
1995-10,-94.346,
1996-01,5230.237,
1996-04,1962.471,
1996-07,7387.562,
1996-10,6713.522,
1997-01,24714.668,
1997-04,4614.037,
1997-07,7574.629,
1997-10,4327.955,
1998-01,16639.517,
1998-04,13068.427,
1998-07,8537.179,
1998-10,18757.335,
1999-01,19693.272,
1999-04,33114.675,
1999-07,-2261.898,
1999-10,10293.612,
2000-01,40051.990,
2000-04,17589.119,
2000-07,8983.831,
2000-10,24350.119,
2001-01,38446.183,
2001-04,51035.818,
2001-07,-11144.903,
2001-10,12576.708,
2002-01,3307.879,
2002-04,-9679.656,
2002-07,4614.419,
2002-10,1062.607,
2003-01,15954.412,
2003-04,12361.350,
2003-07,2093.531,
2003-10,-604.525,
2004-01,3416.717,
2004-04,6367.753,
2004-07,7508.761,
2004-10,943.092,
2005-01,21074.158,
2005-04,-3772.091,
2005-07,7744.700,
2005-10,1725.113,
2006-01,10975.119,
2006-04,10329.392,
2006-07,6558.550,
2006-10,26261.332,
2007-01,5174.218,
2007-04,25440.544,
2007-07,28545.963,
2007-10,56885.794,
2008-01,28366.683,
2008-04,-24392.962,
2008-07,16972.879,
2008-10,-35709.596,
2009-01,-4294.305,
2009-04,10119.904,
2009-07,-17991.204,
2009-10,-22417.843,
2010-01,340.777,
2010-04,17258.106,
2010-07,-11000.859,
2010-10,19517.604,
2011-01,-6061.642,
2011-04,5643.195,
2011-07,1669.600,
2011-10,-124.613,
2012-01,-5236.274,
2012-04,-17110.811,
2012-07,-11383.372,
2012-10,-2898.535,
2013-01,-2921.326,
2013-04,9567.401,
2013-07,6214.838,
2013-10,-8919.315,
2014-01,3911.699,Provisional value
2014-04,6240.462,Provisional value
2014-07,2126.116,Provisional value
2014-10,6415.631,Provisional value
