"",BBDE1.M.DE.Y.BAA1.N2C110000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C110000.G.C.I10.A_FLAGS
2010-01,96.1,
2010-02,95.9,
2010-03,101.7,
2010-04,99.6,
2010-05,96.2,
2010-06,101.5,
2010-07,108.9,
2010-08,96.4,
2010-09,97.6,
2010-10,96.3,
2010-11,102.3,
2010-12,97.8,
2011-01,99.2,
2011-02,104.6,
2011-03,104.5,
2011-04,106.5,
2011-05,105.2,
2011-06,106.9,
2011-07,97.8,
2011-08,97.2,
2011-09,102.0,
2011-10,107.6,
2011-11,106.1,
2011-12,100.1,
2012-01,102.1,
2012-02,102.2,
2012-03,105.3,
2012-04,100.8,
2012-05,101.8,
2012-06,102.5,
2012-07,97.7,
2012-08,107.1,
2012-09,110.8,
2012-10,106.3,
2012-11,104.7,
2012-12,101.9,
2013-01,107.7,
2013-02,104.2,
2013-03,106.2,
2013-04,98.6,
2013-05,98.9,
2013-06,99.3,
2013-07,106.7,
2013-08,105.9,
2013-09,106.8,
2013-10,103.9,
2013-11,103.6,
2013-12,109.7,
2014-01,106.6,
2014-02,109.9,
2014-03,109.5,
2014-04,115.9,
2014-05,102.3,
2014-06,110.7,
2014-07,108.5,
2014-08,101.1,
2014-09,105.2,
2014-10,107.5,Provisional value
2014-11,102.8,Provisional value
2014-12,112.4,Provisional value
