"",BBK01.PC3847,BBK01.PC3847_FLAGS
"",Mortgage loans to domestic enterprises and resident individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:26,
1985-10,0.354,
1986-01,0.361,
1986-04,0.367,
1986-07,0.372,
1986-10,0.386,
1987-01,0.381,
1987-04,0.389,
1987-07,0.414,
1987-10,0.432,
1988-01,0.450,
1988-04,0.459,
1988-07,0.502,
1988-10,0.492,
1989-01,0.512,
1989-04,0.540,
1989-07,0.635,
1989-10,0.721,
1990-01,0.777,
1990-04,0.836,
1990-07,0.841,
1990-10,0.861,
1991-01,0.975,
1991-04,0.986,
1991-07,1.027,
1991-10,1.059,
1992-01,1.075,
1992-04,1.028,
1992-07,1.063,
1992-10,2.802,
1993-01,2.829,
1993-04,2.939,
1993-07,3.049,
1993-10,3.534,
1994-01,3.764,
1994-04,3.970,
1994-07,5.567,
1994-10,6.068,
1995-01,6.242,
1995-04,6.284,
1995-07,6.461,
1995-10,6.695,
1996-01,6.850,
1996-04,7.004,
1996-07,7.139,
1996-10,7.390,
1997-01,7.532,
1997-04,7.696,
1997-07,7.815,
1997-10,8.103,
1998-01,8.175,
1998-04,8.326,
1998-07,8.199,
1998-10,8.557,
1999-01,8.393,
1999-04,8.637,
1999-07,8.982,
1999-10,9.470,
2000-01,9.660,
2000-04,9.806,
2000-07,10.281,
2000-10,10.568,
2001-01,10.920,
2001-04,10.809,
2001-07,10.887,
2001-10,11.070,
2002-01,11.269,
2002-04,17.957,
2002-07,19.901,
2002-10,20.032,
2003-01,20.167,
2003-04,20.257,
2003-07,20.252,
2003-10,19.912,
2004-01,19.658,
2004-04,20.243,
2004-07,19.584,
2004-10,21.165,
2005-01,21.685,
2005-04,23.313,
2005-07,27.652,
2005-10,121.234,
2006-01,121.195,
2006-04,119.994,
2006-07,120.621,
2006-10,119.981,
2007-01,119.105,
2007-04,116.754,
2007-07,115.367,
2007-10,118.707,
2008-01,116.233,
2008-04,116.567,
2008-07,115.659,
2008-10,114.495,
2009-01,111.602,
2009-04,112.444,
2009-07,110.979,
2009-10,110.507,
2010-01,109.302,
2010-04,109.189,
2010-07,107.769,
2010-10,109.128,
2011-01,108.932,
2011-04,108.860,
2011-07,109.428,
2011-10,110.020,
2012-01,109.304,
2012-04,109.231,
2012-07,109.587,
2012-10,109.415,
2013-01,108.660,
2013-04,108.194,
2013-07,108.694,
2013-10,108.952,
2014-01,108.780,
2014-04,109.592,
2014-07,109.581,
2014-10,108.722,
