"",BBK01.OEAH81L,BBK01.OEAH81L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:31,
2002-01,0.272,
2002-04,0.265,
2002-07,0.248,
2002-10,0.256,
2003-01,0.232,
2003-04,0.236,
2003-07,0.234,
2003-10,0.241,
2004-01,0.237,
2004-04,0.208,
2004-07,0.220,
2004-10,0.228,
2005-01,0.238,
2005-04,0.229,
2005-07,0.225,
2005-10,0.218,
2006-01,0.207,
2006-04,0.208,
2006-07,0.207,
2006-10,0.190,
2007-01,0.172,
2007-04,0.167,
2007-07,0.166,
2007-10,0.158,
2008-01,0.137,
2008-04,0.136,
2008-07,0.135,
2008-10,0.132,
2009-01,0.203,
2009-04,0.241,
2009-07,0.210,
2009-10,0.269,
2010-01,0.132,
2010-04,0.146,
2010-07,0.145,
2010-10,0.149,
2011-01,0.168,
2011-04,0.147,
2011-07,0.146,
2011-10,0.135,
2012-01,0.127,
2012-04,0.127,
2012-07,0.131,
2012-10,0.140,
2013-01,0.142,
2013-04,0.110,
2013-07,0.120,
2013-10,0.119,
2014-01,0.103,
2014-04,0.088,
2014-07,0.082,
