"",BBFB1.Q.N.DE.S19800.S1.S1.T.A.FA___OWR._T.F._Z._T._X.N,BBFB1.Q.N.DE.S19800.S1.S1.T.A.FA___OWR._T.F._Z._T._X.N_FLAGS
"",Financial account (excl. Reserve assets) / Net domestic investment abroad / Emerging markets in South-East-Asia (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:47:38,
1991-01,595.171,
1991-04,152.580,
1991-07,-141.115,
1991-10,889.159,
1992-01,-89.138,
1992-04,372.586,
1992-07,589.130,
1992-10,1475.396,
1993-01,-532.736,
1993-04,481.208,
1993-07,1201.679,
1993-10,2853.618,
1994-01,-543.667,
1994-04,862.361,
1994-07,714.151,
1994-10,585.882,
1995-01,2983.129,
1995-04,880.308,
1995-07,1708.389,
1995-10,1531.690,
1996-01,2586.437,
1996-04,3134.757,
1996-07,-860.205,
1996-10,2050.404,
1997-01,2713.885,
1997-04,3405.232,
1997-07,-1015.726,
1997-10,-2456.853,
1998-01,-3469.075,
1998-04,-35.143,
1998-07,-1700.579,
1998-10,800.957,
1999-01,-387.639,
1999-04,-651.653,
1999-07,2354.739,
1999-10,4384.108,
2000-01,2305.677,
2000-04,442.232,
2000-07,4205.609,
2000-10,1196.276,
2001-01,1373.613,
2001-04,1381.703,
2001-07,-801.832,
2001-10,2298.282,
2002-01,1315.052,
2002-04,338.813,
2002-07,4270.683,
2002-10,-1332.096,
2003-01,-1244.996,
2003-04,1214.515,
2003-07,-1493.367,
2003-10,-2674.292,
2004-01,4848.447,
2004-04,-788.032,
2004-07,-2140.595,
2004-10,1788.933,
2005-01,2456.364,
2005-04,5359.851,
2005-07,-3473.180,
2005-10,-1557.301,
2006-01,1204.951,
2006-04,8864.981,
2006-07,769.100,
2006-10,-1076.174,
2007-01,7211.091,
2007-04,1522.963,
2007-07,7220.439,
2007-10,-1323.851,
2008-01,4981.331,
2008-04,5827.845,
2008-07,4317.195,
2008-10,-6991.715,
2009-01,-4495.172,
2009-04,-2102.217,
2009-07,1589.332,
2009-10,-3623.593,
2010-01,1320.493,
2010-04,1613.600,
2010-07,42.968,
2010-10,6560.193,
2011-01,-1001.364,
2011-04,-1079.209,
2011-07,-4146.663,
2011-10,2945.594,
2012-01,-1412.742,
2012-04,-670.460,
2012-07,-1881.856,
2012-10,-734.814,
2013-01,6639.752,
2013-04,756.397,
2013-07,400.171,
2013-10,6676.524,
2014-01,1483.633,Provisional value
2014-04,3282.161,Provisional value
2014-07,2503.330,Provisional value
2014-10,-11440.318,Provisional value
