"",BBK01.OEAA39P,BBK01.OEAA39P_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:02,
2002-01,9.029,
2002-04,9.116,
2002-07,9.156,
2002-10,9.309,
2003-01,9.544,
2003-04,9.631,
2003-07,9.691,
2003-10,9.712,
2004-01,9.809,
2004-04,9.959,
2004-07,10.098,
2004-10,10.098,
2005-01,10.250,
2005-04,10.283,
2005-07,10.394,
2005-10,10.452,
2006-01,10.518,
2006-04,10.600,
2006-07,10.668,
2006-10,10.718,
2007-01,10.736,
2007-04,10.777,
2007-07,10.874,
2007-10,10.938,
2008-01,10.899,
2008-04,10.890,
2008-07,10.873,
2008-10,10.806,
2009-01,10.761,
2009-04,11.084,
2009-07,11.065,
2009-10,11.045,
2010-01,10.993,
2010-04,11.071,
2010-07,11.079,
2010-10,11.112,
2011-01,11.178,
2011-04,11.266,
2011-07,11.365,
2011-10,11.403,
2012-01,11.408,
2012-04,11.568,
2012-07,11.630,
2012-10,11.649,
2013-01,11.657,
2013-04,11.702,
2013-07,11.747,
2013-10,11.751,
2014-01,11.722,
2014-04,11.773,
2014-07,11.825,
