"",BBK01.SUD204,BBK01.SUD204_FLAGS
"",New business (volumes) of German banks / Households' deposits with an agreed maturity of over 2 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:46,
2003-01,3568,
2003-02,3649,
2003-03,2430,
2003-04,2876,
2003-05,4288,
2003-06,3585,
2003-07,1689,
2003-08,1378,
2003-09,1891,
2003-10,3332,
2003-11,3325,
2003-12,2519,
2004-01,3852,
2004-02,2340,
2004-03,2357,
2004-04,2061,
2004-05,2404,
2004-06,1725,
2004-07,2113,
2004-08,2459,
2004-09,2724,
2004-10,2649,
2004-11,2839,
2004-12,2791,
2005-01,4284,
2005-02,1796,
2005-03,4236,
2005-04,4268,
2005-05,1225,
2005-06,1031,
2005-07,2043,
2005-08,1469,
2005-09,2960,
2005-10,3124,
2005-11,2962,
2005-12,3036,
2006-01,7533,
2006-02,4571,
2006-03,1823,
2006-04,2024,
2006-05,1690,
2006-06,1922,
2006-07,2150,
2006-08,3537,
2006-09,2121,
2006-10,2531,
2006-11,1897,
2006-12,1582,
2007-01,1639,
2007-02,1389,
2007-03,1316,
2007-04,1547,
2007-05,1169,
2007-06,1582,
2007-07,1619,
2007-08,2175,
2007-09,1422,
2007-10,2616,
2007-11,2594,
2007-12,2517,
2008-01,2096,
2008-02,1201,
2008-03,1033,
2008-04,1226,
2008-05,845,
2008-06,1019,
2008-07,1324,
2008-08,1292,
2008-09,1391,
2008-10,1760,
2008-11,1873,
2008-12,2291,
2009-01,2143,
2009-02,1968,
2009-03,2911,
2009-04,3059,
2009-05,2893,
2009-06,2592,
2009-07,2947,
2009-08,2866,
2009-09,2779,
2009-10,3393,
2009-11,3572,
2009-12,3516,
2010-01,3755,
2010-02,2873,
2010-03,2485,
2010-04,1946,
2010-05,2319,
2010-06,2388,
2010-07,1514,
2010-08,1253,
2010-09,1477,
2010-10,1691,
2010-11,1756,
2010-12,2300,
2011-01,2259,
2011-02,2278,
2011-03,2293,
2011-04,2473,
2011-05,3088,
2011-06,2458,
2011-07,2398,
2011-08,1953,
2011-09,1530,
2011-10,1711,
2011-11,1934,
2011-12,2049,
2012-01,2422,
2012-02,2354,
2012-03,2252,
2012-04,1672,
2012-05,1487,
2012-06,1349,
2012-07,1636,
2012-08,1426,
2012-09,1305,
2012-10,1483,
2012-11,1721,
2012-12,1463,
2013-01,1715,
2013-02,1605,
2013-03,1501,
2013-04,1567,
2013-05,1545,
2013-06,1345,
2013-07,1475,
2013-08,1130,
2013-09,1237,
2013-10,1553,
2013-11,1750,
2013-12,1406,
2014-01,1785,
2014-02,1514,
2014-03,1496,
2014-04,1523,
2014-05,1895,
2014-06,1420,
2014-07,1493,
2014-08,1293,
2014-09,1224,
2014-10,1104,
2014-11,1098,
2014-12,1168,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. p = Provisional,
